,name,realm,rating,cls,spec,play,win,lose
13394,Carloxd,tichondrius,574,evoker,devastation,24,6,18
13395,Deathb,chromaggus,573,evoker,devastation,12,6,6
13396,Syndue,malganis,573,evoker,devastation,12,6,6
13397,Silvèrr,tichondrius,573,evoker,devastation,12,6,6
13398,Noodleslut,stormrage,573,evoker,devastation,12,6,6
13399,Azuril,wyrmrest-accord,572,evoker,devastation,12,6,6
13400,Fafnirr,draenor,572,evoker,devastation,26,6,20
13401,Dragopnik,tichondrius,568,evoker,devastation,18,9,9
13402,Lightaurae,thunderlord,556,evoker,devastation,30,6,24
13403,Pzyko,ragnaros,551,evoker,devastation,17,6,11
13404,Zindrozarath,area-52,544,evoker,devastation,10,6,4
13405,Vyserion,turalyon,543,evoker,devastation,8,7,1
13406,Boadie,kilrogg,542,evoker,devastation,24,7,17
13407,Adorablexo,stormrage,527,evoker,devastation,11,6,5
13408,Zovaan,emerald-dream,526,evoker,devastation,11,6,5
13409,Kodeser,alleria,522,evoker,devastation,15,6,9
13410,Arnoeryan,ragnaros,512,evoker,devastation,16,6,10
13411,Carrnedge,area-52,511,evoker,devastation,11,6,5
13412,Nathrach,wyrmrest-accord,506,evoker,devastation,8,6,2
13413,Copevoker,black-dragonflight,480,evoker,devastation,6,5,1
13414,Schmitty,hellscream,480,evoker,devastation,6,5,1
13415,Solidusz,thrall,480,evoker,devastation,6,5,1
13416,Cheeriosvokr,tichondrius,480,evoker,devastation,6,5,1
13417,Kensar,drakkari,480,evoker,devastation,6,5,1
13418,Khalt,quelthalas,480,evoker,devastation,6,5,1
13419,Kharibdis,kul-tiras,480,evoker,devastation,6,5,1
13420,Vellony,kelthuzad,480,evoker,devastation,6,5,1
13421,Drakedrift,malganis,480,evoker,devastation,6,5,1
13422,Dragonhyde,stormrage,480,evoker,devastation,12,5,7
13423,Dhcb,tichondrius,480,evoker,devastation,12,5,7
13424,Deezdragon,stormrage,480,evoker,devastation,12,5,7
13425,Amplicon,stormrage,480,evoker,devastation,12,5,7
13426,Nardleberry,wyrmrest-accord,480,evoker,devastation,12,5,7
13427,Demikass,azralon,480,evoker,devastation,12,5,7
13428,Valkhar,illidan,480,evoker,devastation,12,5,7
13429,Rebuk,area-52,480,evoker,devastation,12,5,7
13430,Trillvoker,illidan,480,evoker,devastation,12,5,7
13431,Saìntgeorge,sargeras,480,evoker,devastation,12,5,7
13432,Vallath,zuljin,480,evoker,devastation,12,5,7
13433,Purplerocket,illidan,480,evoker,devastation,12,5,7
13434,Moltqt,tichondrius,480,evoker,devastation,12,5,7
13435,Stælthßømbèr,baelgun,480,evoker,devastation,12,5,7
13436,Asatrat,greymane,480,evoker,devastation,12,5,7
13437,Cerisoromis,stormrage,480,evoker,devastation,12,5,7
13438,Jevoker,area-52,480,evoker,devastation,12,5,7
13439,Draehgor,hyjal,480,evoker,devastation,12,5,7
13440,Galakrond,black-dragonflight,480,evoker,devastation,12,5,7
13441,Darkscale,haomarush,480,evoker,devastation,12,5,7
13442,Saintpablox,illidan,480,evoker,devastation,12,5,7
13443,Ventiev,tichondrius,480,evoker,devastation,12,5,7
13444,Ackresh,executus,480,evoker,devastation,12,5,7
13445,Dratonos,stormrage,480,evoker,devastation,12,5,7
13446,Eyedxl,magtheridon,480,evoker,devastation,12,5,7
13447,Faahrad,azralon,480,evoker,devastation,12,5,7
13448,Abath,quelthalas,480,evoker,devastation,14,5,9
13449,Nyldra,area-52,480,evoker,devastation,14,5,9
13450,Velahesa,sargeras,480,evoker,devastation,24,5,19
13451,Müshu,duskwood,479,evoker,devastation,12,5,7
13452,Dedderion,zuljin,479,evoker,devastation,12,5,7
13453,Lightbeing,nazjatar,479,evoker,devastation,12,5,7
13454,Scalesun,azralon,479,evoker,devastation,12,5,7
13455,Mattykanish,illidan,479,evoker,devastation,12,5,7
13456,Dracoi,illidan,479,evoker,devastation,12,5,7
13457,Zerodorez,zuljin,479,evoker,devastation,12,5,7
13458,Windylyrics,drakkari,479,evoker,devastation,18,5,13
13459,Adraell,illidan,478,evoker,devastation,13,6,7
13460,Niratrenn,area-52,478,evoker,devastation,12,5,7
13461,Nazervis,silver-hand,478,evoker,devastation,18,5,13
13462,Dracosofi,quelthalas,478,evoker,devastation,18,5,13
13463,Sandrov,kaelthas,477,evoker,devastation,12,5,7
13464,Saraphrodite,hakkar,477,evoker,devastation,12,5,7
13465,Althenot,emerald-dream,477,evoker,devastation,12,5,7
13466,Surezilla,malganis,477,evoker,devastation,24,5,19
13467,Odorf,duskwood,474,evoker,devastation,12,5,7
13468,Sammalone,burning-blade,474,evoker,devastation,12,5,7
13469,Shennron,darkspear,447,evoker,devastation,11,5,6
13470,Zzae,tichondrius,432,evoker,devastation,15,5,10
13471,Dazei,quelthalas,431,evoker,devastation,15,5,10
13472,Xfemboyqt,area-52,426,evoker,devastation,19,7,12
13473,Lifcleal,moon-guard,415,evoker,devastation,14,5,9
13474,Biscotti,illidan,384,evoker,devastation,6,4,2
13475,Dragonaria,illidan,384,evoker,devastation,6,4,2
13476,Awexstwaza,bleeding-hollow,384,evoker,devastation,6,4,2
13477,Dragonchip,bleeding-hollow,384,evoker,devastation,6,4,2
13478,Mushú,archimonde,384,evoker,devastation,6,4,2
13479,Atraxian,tichondrius,384,evoker,devastation,6,4,2
13480,Dragonsbgay,stormrage,384,evoker,devastation,6,4,2
13481,Zorlstisza,moon-guard,384,evoker,devastation,6,4,2
13482,Opsmybad,ragnaros,384,evoker,devastation,6,4,2
13483,Docevoker,tichondrius,384,evoker,devastation,6,4,2
13484,Machaflux,winterhoof,384,evoker,devastation,6,4,2
13485,Jammstraza,skywall,384,evoker,devastation,6,4,2
13486,Shenròn,kelthuzad,384,evoker,devastation,6,4,2
13487,Walmartshoes,tichondrius,384,evoker,devastation,6,4,2
13488,Shënrøn,tichondrius,384,evoker,devastation,6,4,2
13489,Kaidoxuchihv,ragnaros,384,evoker,devastation,6,4,2
13490,Whinks,zangarmarsh,384,evoker,devastation,6,4,2
13491,Deathraux,tichondrius,384,evoker,devastation,6,4,2
13492,Foxstrazagos,hellscream,384,evoker,devastation,6,4,2
13493,Konne,tichondrius,384,evoker,devastation,6,4,2
13494,Seaserpent,kelthuzad,384,evoker,devastation,6,4,2
13495,Vuldon,area-52,384,evoker,devastation,6,4,2
13496,Kusarí,moon-guard,384,evoker,devastation,6,4,2
13497,Bmbo,illidan,384,evoker,devastation,6,4,2
13498,Draisin,zuljin,384,evoker,devastation,6,4,2
13499,Daemon,detheroc,384,evoker,devastation,6,4,2
13500,Testzvoker,dalaran,384,evoker,devastation,6,4,2
13501,Skazz,emerald-dream,384,evoker,devastation,6,4,2
13502,Korvold,zuluhed,384,evoker,devastation,6,4,2
13503,Solazari,tichondrius,384,evoker,devastation,6,4,2
13504,Bodytypetwo,area-52,384,evoker,devastation,6,4,2
13505,Shenrõn,malganis,384,evoker,devastation,15,5,10
13506,Trazer,malfurion,384,evoker,devastation,12,4,8
13507,Nosrej,hyjal,384,evoker,devastation,12,4,8
13508,Cuarta,drakkari,384,evoker,devastation,12,4,8
13509,Kcwt,illidan,384,evoker,devastation,12,4,8
13510,Nitalzith,area-52,384,evoker,devastation,12,4,8
13511,Idiotlizard,stormrage,384,evoker,devastation,12,4,8
13512,Kurulol,ragnaros,384,evoker,devastation,12,4,8
13513,Usulamili,stormrage,384,evoker,devastation,12,4,8
13514,Magnito,thorium-brotherhood,384,evoker,devastation,12,4,8
13515,Baddrakthyr,moon-guard,384,evoker,devastation,12,4,8
13516,Uhlive,area-52,384,evoker,devastation,12,4,8
13517,Devåståtion,tichondrius,384,evoker,devastation,12,4,8
13518,Kendrac,wyrmrest-accord,384,evoker,devastation,12,4,8
13519,Smackthyr,thrall,384,evoker,devastation,12,4,8
13520,Kodeserath,hakkar,384,evoker,devastation,12,4,8
13521,Dracconic,sargeras,384,evoker,devastation,12,4,8
13522,Arkevo,tichondrius,384,evoker,devastation,12,4,8
13523,Butta,darkspear,384,evoker,devastation,12,4,8
13524,Bigsquirt,proudmoore,384,evoker,devastation,12,4,8
13525,Blay,elune,384,evoker,devastation,12,4,8
13526,Smacktoch,sargeras,384,evoker,devastation,12,4,8
13527,Munichho,spirestone,384,evoker,devastation,18,4,14
13528,Dadydafather,sargeras,384,evoker,devastation,30,4,26
13529,Deralizrd,tichondrius,383,evoker,devastation,6,4,2
13530,Dinossauro,stormrage,383,evoker,devastation,6,4,2
13531,Rysonda,tichondrius,383,evoker,devastation,6,4,2
13532,Bagelsaurus,tichondrius,383,evoker,devastation,12,4,8
13533,Zaland,whisperwind,383,evoker,devastation,12,4,8
13534,Odaa,moon-guard,383,evoker,devastation,12,4,8
13535,Jabberwockie,zuljin,383,evoker,devastation,12,4,8
13536,Broconian,zuljin,383,evoker,devastation,12,4,8
13537,Shenrøn,altar-of-storms,383,evoker,devastation,12,4,8
13538,Abodie,dalaran,383,evoker,devastation,12,4,8
13539,Gorby,tichondrius,383,evoker,devastation,12,4,8
13540,Gunship,moon-guard,383,evoker,devastation,12,4,8
13541,Mynameisjohn,hakkar,382,evoker,devastation,6,4,2
13542,Äpollo,frostmourne,382,evoker,devastation,12,4,8
13543,Dracalis,thrall,381,evoker,devastation,12,4,8
13544,Forte,terokkar,381,evoker,devastation,18,4,14
13545,Fearmybreath,stormrage,370,evoker,devastation,22,7,15
13546,Goongdi,tichondrius,351,evoker,devastation,11,4,7
13547,Vermicri,zuljin,351,evoker,devastation,11,4,7
13548,Serazenoth,area-52,336,evoker,devastation,9,4,5
13549,Acindor,stormrage,335,evoker,devastation,11,4,7
13550,Heizdrag,area-52,335,evoker,devastation,11,4,7
13551,Ackrs,tichondrius,335,evoker,devastation,11,4,7
13552,Draygaar,stormrage,330,evoker,devastation,15,5,10
13553,Baarss,tichondrius,288,evoker,devastation,6,3,3
13554,Blackrend,illidan,288,evoker,devastation,6,3,3
13555,Drackthyria,quelthalas,288,evoker,devastation,6,3,3
13556,Holdherhorn,area-52,288,evoker,devastation,6,3,3
13557,Skeye,malganis,288,evoker,devastation,6,3,3
13558,Hausebat,aegwynn,288,evoker,devastation,6,3,3
13559,Ráigon,ragnaros,288,evoker,devastation,6,3,3
13560,Yeda,barthilas,288,evoker,devastation,6,3,3
13561,Ceraxes,stormscale,288,evoker,devastation,6,3,3
13562,Lëåf,area-52,288,evoker,devastation,6,3,3
13563,Theomarz,nagrand,288,evoker,devastation,6,3,3
13564,Ripdumpster,bonechewer,288,evoker,devastation,6,3,3
13565,Baddrake,moon-guard,288,evoker,devastation,6,3,3
13566,Sovant,sargeras,288,evoker,devastation,6,3,3
13567,Dreamfyrexi,thrall,288,evoker,devastation,6,3,3
13568,Avasd,area-52,288,evoker,devastation,6,3,3
13569,Yousmokemids,frostwolf,288,evoker,devastation,6,3,3
13570,Royagon,draktharon,288,evoker,devastation,6,3,3
13571,Djvokey,area-52,288,evoker,devastation,6,3,3
13572,Kettor,kelthuzad,288,evoker,devastation,6,3,3
13573,Shenronda,moon-guard,288,evoker,devastation,6,3,3
13574,Soupywings,illidan,288,evoker,devastation,6,3,3
13575,Toenailstew,zuljin,288,evoker,devastation,6,3,3
13576,Burningwoe,tichondrius,288,evoker,devastation,6,3,3
13577,Koyra,illidan,288,evoker,devastation,6,3,3
13578,Sardonyx,dragonmaw,288,evoker,devastation,6,3,3
13579,Wickedwings,tichondrius,288,evoker,devastation,6,3,3
13580,Baeltas,blackrock,288,evoker,devastation,6,3,3
13581,Unisex,ragnaros,288,evoker,devastation,6,3,3
13582,Draggoh,bleeding-hollow,288,evoker,devastation,6,3,3
13583,Magicev,tichondrius,288,evoker,devastation,6,3,3
13584,Ecoera,tichondrius,288,evoker,devastation,6,3,3
13585,Brokenscales,nerzhul,288,evoker,devastation,6,3,3
13586,Zarazerath,tichondrius,288,evoker,devastation,6,3,3
13587,Jakarn,moon-guard,288,evoker,devastation,6,3,3
13588,Zindrath,emerald-dream,288,evoker,devastation,6,3,3
13589,Stewvoker,wyrmrest-accord,288,evoker,devastation,6,3,3
13590,Derkscale,stormrage,288,evoker,devastation,6,3,3
13591,Damo,skullcrusher,288,evoker,devastation,6,3,3
13592,Varandir,frostmane,288,evoker,devastation,6,3,3
13593,Dragonpel,azralon,288,evoker,devastation,6,3,3
13594,Breathkillsu,emerald-dream,288,evoker,devastation,6,3,3
13595,Scyyterr,azralon,288,evoker,devastation,6,3,3
13596,Crankxz,malganis,288,evoker,devastation,6,3,3
13597,Lamdyn,wyrmrest-accord,288,evoker,devastation,6,3,3
13598,Kaeszandrus,azralon,288,evoker,devastation,6,3,3
13599,Devastateme,frostmourne,288,evoker,devastation,6,3,3
13600,Koderalth,azralon,288,evoker,devastation,6,3,3
13601,Straykitty,moon-guard,288,evoker,devastation,6,3,3
13602,Kulrainor,drakkari,288,evoker,devastation,6,3,3
13603,Spyro,nazgrel,288,evoker,devastation,6,3,3
13604,Aomend,stormrage,288,evoker,devastation,6,3,3
13605,Skydragonlol,tichondrius,288,evoker,devastation,7,3,4
13606,Drakthaer,tichondrius,288,evoker,devastation,7,3,4
13607,Viverion,dalaran,288,evoker,devastation,10,4,6
13608,Taegon,area-52,288,evoker,devastation,10,4,6
13609,Grem,muradin,288,evoker,devastation,8,3,5
13610,Vandinus,stormrage,288,evoker,devastation,8,3,5
13611,Berylhwit,emerald-dream,288,evoker,devastation,11,3,8
13612,Marâjade,proudmoore,288,evoker,devastation,12,3,9
13613,Inferna,ysera,288,evoker,devastation,12,3,9
13614,Zafirina,proudmoore,288,evoker,devastation,12,3,9
13615,Murtharion,stormrage,288,evoker,devastation,12,3,9
13616,Freddragon,illidan,288,evoker,devastation,12,3,9
13617,Karmísh,quelthalas,288,evoker,devastation,12,3,9
13618,Draconis,onyxia,288,evoker,devastation,12,3,9
13619,Praac,illidan,288,evoker,devastation,12,3,9
13620,Lizardlee,stormrage,288,evoker,devastation,12,3,9
13621,Spyspyro,emerald-dream,288,evoker,devastation,12,3,9
13622,Healmeta,sargeras,288,evoker,devastation,12,3,9
13623,Talonsong,wyrmrest-accord,288,evoker,devastation,12,3,9
13624,Chriszilla,tichondrius,288,evoker,devastation,12,3,9
13625,Bjarne,hyjal,288,evoker,devastation,12,3,9
13626,Enserio,stormrage,288,evoker,devastation,12,3,9
13627,Dragndesnuts,scilla,288,evoker,devastation,18,3,15
13628,Vaegahr,tichondrius,287,evoker,devastation,6,3,3
13629,Zeralzin,aerie-peak,287,evoker,devastation,6,3,3
13630,Shaletresh,thrall,287,evoker,devastation,12,3,9
13631,Myvrth,windrunner,287,evoker,devastation,12,3,9
13632,Kilnarx,uldaman,286,evoker,devastation,6,3,3
13633,Brontez,malganis,286,evoker,devastation,6,3,3
13634,Ghorin,akama,240,evoker,devastation,9,3,6
13635,Draconiss,bonechewer,239,evoker,devastation,5,3,2
13636,Evoque,sargeras,239,evoker,devastation,15,3,12
13637,Reombarth,nemesis,234,evoker,devastation,12,6,6
13638,Trrxx,tichondrius,224,evoker,devastation,10,3,7
13639,Spectaclaw,crushridge,223,evoker,devastation,8,3,5
13640,Wydbro,kiljaeden,192,evoker,devastation,6,2,4
13641,Siatren,shadowmoon,192,evoker,devastation,6,2,4
13642,Dixb,illidan,192,evoker,devastation,6,2,4
13643,Acade,tichondrius,192,evoker,devastation,6,2,4
13644,Vermithõr,ragnaros,192,evoker,devastation,6,2,4
13645,Goreriders,area-52,192,evoker,devastation,6,2,4
13646,Puffed,frostmourne,192,evoker,devastation,6,2,4
13647,Lanati,veknilash,192,evoker,devastation,6,2,4
13648,Mâne,ragnaros,192,evoker,devastation,6,2,4
13649,Zuberion,wyrmrest-accord,192,evoker,devastation,6,2,4
13650,Yalena,illidan,192,evoker,devastation,6,2,4
13651,Vapegodx,proudmoore,192,evoker,devastation,6,2,4
13652,Nyaraoorun,uther,192,evoker,devastation,6,2,4
13653,Ilithiphobia,ghostlands,192,evoker,devastation,6,2,4
13654,Horusnight,drakkari,192,evoker,devastation,6,2,4
13655,Aralzit,tichondrius,192,evoker,devastation,6,2,4
13656,Shädòwçäsper,kilrogg,192,evoker,devastation,6,2,4
13657,Tasdaral,tichondrius,192,evoker,devastation,6,2,4
13658,Hoodoo,dark-iron,192,evoker,devastation,6,2,4
13659,Zattanik,ragnaros,192,evoker,devastation,6,2,4
13660,Mikaeza,tichondrius,192,evoker,devastation,6,2,4
13661,Xazxander,tichondrius,192,evoker,devastation,6,2,4
13662,Magikarpchan,ragnaros,192,evoker,devastation,6,2,4
13663,Dragonsand,area-52,192,evoker,devastation,6,2,4
13664,Umbrathel,tichondrius,192,evoker,devastation,6,2,4
13665,Ryüh,azralon,192,evoker,devastation,6,2,4
13666,Daikon,kaelthas,192,evoker,devastation,6,2,4
13667,Weirdclassx,tichondrius,192,evoker,devastation,6,2,4
13668,Pyrepeanut,tichondrius,192,evoker,devastation,6,2,4
13669,Tiyeal,thrall,192,evoker,devastation,6,2,4
13670,Olawd,azshara,192,evoker,devastation,6,2,4
13671,Slydawg,amanthul,192,evoker,devastation,6,2,4
13672,Daebruk,ragnaros,192,evoker,devastation,6,2,4
13673,Slyinx,area-52,192,evoker,devastation,6,2,4
13674,Draketyr,area-52,192,evoker,devastation,6,2,4
13675,Kaaer,emerald-dream,192,evoker,devastation,6,2,4
13676,Desdinova,tortheldrin,192,evoker,devastation,6,2,4
13677,Daraz,tichondrius,192,evoker,devastation,6,2,4
13678,Racovoker,zuljin,192,evoker,devastation,6,2,4
13679,Dokthyr,lightbringer,192,evoker,devastation,6,2,4
13680,Genderboy,tichondrius,192,evoker,devastation,6,2,4
13681,Paindragon,tol-barad,192,evoker,devastation,6,2,4
13682,Kazervish,wyrmrest-accord,192,evoker,devastation,6,2,4
13683,Joesount,frostmourne,192,evoker,devastation,6,2,4
13684,Kímbah,emerald-dream,192,evoker,devastation,6,2,4
13685,Swamper,emerald-dream,192,evoker,devastation,6,2,4
13686,Eggvoker,area-52,192,evoker,devastation,6,2,4
13687,Daemon,terokkar,192,evoker,devastation,6,2,4
13688,Grawlix,stormreaver,192,evoker,devastation,6,2,4
13689,Ralzital,auchindoun,192,evoker,devastation,6,2,4
13690,Scalendar,frostmourne,192,evoker,devastation,6,2,4
13691,Hiroshim,stormrage,192,evoker,devastation,6,2,4
13692,Frozanat,kelthuzad,192,evoker,devastation,6,2,4
13693,Álln,sargeras,192,evoker,devastation,6,2,4
13694,Critqueenx,destromath,192,evoker,devastation,6,2,4
13695,Nitalash,moon-guard,192,evoker,devastation,6,2,4
13696,Dragboy,stormrage,192,evoker,devastation,6,2,4
13697,Dracorblaq,bleeding-hollow,192,evoker,devastation,6,2,4
13698,Doldorrii,terenas,192,evoker,devastation,6,2,4
13699,Hellasketchy,sargeras,192,evoker,devastation,6,2,4
13700,Lillbigd,bleeding-hollow,192,evoker,devastation,6,2,4
13701,Moorozond,zuljin,192,evoker,devastation,6,2,4
13702,Parachutes,kelthuzad,192,evoker,devastation,6,2,4
13703,Noxidian,moon-guard,192,evoker,devastation,6,2,4
13704,Rezoth,malganis,192,evoker,devastation,6,2,4
13705,Selocky,bleeding-hollow,192,evoker,devastation,6,2,4
13706,Guavomango,moon-guard,192,evoker,devastation,6,2,4
13707,Theyevokbuda,kelthuzad,192,evoker,devastation,6,2,4
13708,Analogies,stormrage,192,evoker,devastation,6,2,4
13709,Pocketgiga,stormrage,192,evoker,devastation,6,2,4
13710,Cyromancerr,illidan,192,evoker,devastation,8,2,6
13711,Blueblack,proudmoore,192,evoker,devastation,12,2,10
13712,Chillistraza,tichondrius,192,evoker,devastation,12,2,10
13713,Dragonbornhd,tichondrius,192,evoker,devastation,12,2,10
13714,Detralan,draka,192,evoker,devastation,12,2,10
13715,Bitormu,scilla,192,evoker,devastation,12,2,10
13716,Valkarie,arygos,192,evoker,devastation,12,2,10
13717,Ragtharion,tichondrius,192,evoker,devastation,12,2,10
13718,Niraller,tichondrius,192,evoker,devastation,12,2,10
13719,Kuthar,barthilas,192,evoker,devastation,12,2,10
13720,Sørrøw,blades-edge,192,evoker,devastation,18,2,16
13721,Tevvez,moon-guard,159,evoker,devastation,5,2,3
13722,Skaylee,illidan,144,evoker,devastation,9,2,7
13723,Deshalth,dalaran,138,evoker,devastation,11,5,6
13724,Platypus,tichondrius,138,evoker,devastation,11,4,7
13725,Deathflamee,emerald-dream,138,evoker,devastation,12,3,9
13726,Eleechee,magtheridon,128,evoker,devastation,4,2,2
13727,Vïtmercon,frostmourne,128,evoker,devastation,4,2,2
13728,Shunkagosa,frostmourne,128,evoker,devastation,4,2,2
13729,Booniejimbob,illidan,128,evoker,devastation,4,2,2
13730,Vormontis,azralon,112,evoker,devastation,7,2,5
13731,Gavstarz,frostmourne,96,evoker,devastation,3,2,1
13732,Tugmapvpean,kelthuzad,96,evoker,devastation,3,2,1
13733,Warchad,stormrage,96,evoker,devastation,6,1,5
13734,Ackonstraza,frostmourne,96,evoker,devastation,6,1,5
13735,Asui,senjin,96,evoker,devastation,6,1,5
13736,Ojigi,sargeras,96,evoker,devastation,6,1,5
13737,Drakkar,elune,96,evoker,devastation,6,1,5
13738,Skithyrix,bleeding-hollow,96,evoker,devastation,6,1,5
13739,Nuppsy,frostmourne,96,evoker,devastation,6,1,5
13740,Selfhealzer,korgath,96,evoker,devastation,6,1,5
13741,Luceryz,drakkari,96,evoker,devastation,6,1,5
13742,Ocd,stormrage,96,evoker,devastation,6,1,5
13743,Erathiss,wyrmrest-accord,96,evoker,devastation,6,1,5
13744,Batterypowa,frostmourne,96,evoker,devastation,6,1,5
13745,Kazadon,icecrown,96,evoker,devastation,6,1,5
13746,Bløssom,malganis,96,evoker,devastation,6,1,5
13747,Trogs,emerald-dream,96,evoker,devastation,6,1,5
13748,Demobreath,sargeras,96,evoker,devastation,6,1,5
13749,Repd,sargeras,96,evoker,devastation,6,1,5
13750,Charrio,illidan,96,evoker,devastation,6,1,5
13751,Zinderaz,runetotem,96,evoker,devastation,6,1,5
13752,Myjewelshurt,stormrage,96,evoker,devastation,6,1,5
13753,Handb,tichondrius,96,evoker,devastation,6,1,5
13754,Zealagon,ragnaros,96,evoker,devastation,6,1,5
13755,Proust,grizzly-hills,96,evoker,devastation,6,1,5
13756,Leralan,illidan,96,evoker,devastation,6,1,5
13757,Modenzu,malganis,96,evoker,devastation,6,1,5
13758,Sneekysnekz,tichondrius,96,evoker,devastation,6,1,5
13759,Ðrac,bleeding-hollow,96,evoker,devastation,6,1,5
13760,Fígment,tichondrius,96,evoker,devastation,6,1,5
13761,Chocamocos,area-52,96,evoker,devastation,6,1,5
13762,Shintrax,ragnaros,96,evoker,devastation,6,1,5
13763,Rojothyr,tichondrius,96,evoker,devastation,6,1,5
13764,Happyevoker,tichondrius,96,evoker,devastation,6,1,5
13765,Lucià,thrall,96,evoker,devastation,6,1,5
13766,Sigroux,area-52,96,evoker,devastation,6,1,5
13767,Donormi,moon-guard,96,evoker,devastation,12,1,11
13768,Ysondrius,durotan,96,evoker,devastation,12,1,11
13769,Carnosaur,lightbringer,96,evoker,devastation,12,1,11
13770,Bigwurrm,illidan,96,evoker,devastation,12,1,11
13771,Icedmochaa,thrall,96,evoker,devastation,12,1,11
13772,Colloc,tichondrius,96,evoker,devastation,12,1,11
13773,Rathend,lothar,96,evoker,devastation,12,1,11
13774,Embeka,illidan,95,evoker,devastation,6,1,5
13775,Coped,stormrage,79,evoker,devastation,5,1,4
13776,Nwo,shattered-hand,64,evoker,devastation,4,1,3
13777,Starkiller,stormrage,64,evoker,devastation,4,1,3
13778,Alkden,azralon,63,evoker,devastation,2,2,0
13779,Nyxtari,ragnaros,48,evoker,devastation,3,1,2
13780,Charlestrasz,hyjal,42,evoker,devastation,11,3,8
13781,Ytq,tichondrius,42,evoker,devastation,10,2,8
13782,Remisha,emerald-dream,2136,hunter,marksmanship,82,44,38
13783,Darkshady,tichondrius,2108,hunter,marksmanship,84,44,40
13784,Chadsmanship,kelthuzad,2103,hunter,marksmanship,98,47,51
13785,Dobarantu,tichondrius,2044,hunter,marksmanship,175,90,85
13786,Rendel,drakkari,2035,hunter,marksmanship,201,102,99
13787,Abolick,area-52,2022,hunter,marksmanship,130,68,62
13788,Imvalence,area-52,2003,hunter,marksmanship,124,59,65
13789,Fuknhunter,kiljaeden,1905,hunter,marksmanship,110,56,54
13790,Wmsgs,tichondrius,1888,hunter,marksmanship,109,57,52
13791,Banshee,frostmourne,1886,hunter,marksmanship,40,24,16
13792,Rakan,spinebreaker,1884,hunter,marksmanship,54,33,21
13793,Bøl,ragnaros,1882,hunter,marksmanship,30,20,10
13794,Hokutox,tichondrius,1870,hunter,marksmanship,68,31,37
13795,Drupert,tichondrius,1869,hunter,marksmanship,36,20,16
13796,Blackjesu,blackrock,1868,hunter,marksmanship,72,33,39
13797,Zumago,tichondrius,1867,hunter,marksmanship,111,59,52
13798,Kensho,illidan,1864,hunter,marksmanship,77,45,32
13799,Hrafn,illidan,1859,hunter,marksmanship,60,31,29
13800,Babyhydra,frostmourne,1858,hunter,marksmanship,65,32,33
13801,Preze,moon-guard,1852,hunter,marksmanship,63,37,26
13802,Squawkers,sargeras,1848,hunter,marksmanship,78,43,35
13803,Astolenis,quelthalas,1847,hunter,marksmanship,60,29,31
13804,Moonwind,tichondrius,1836,hunter,marksmanship,65,31,34
13805,Takeiya,zuljin,1830,hunter,marksmanship,59,30,29
13806,Globalcake,illidan,1828,hunter,marksmanship,180,91,89
13807,Hâwkêyê,thrall,1827,hunter,marksmanship,48,22,26
13808,Iconvoked,sargeras,1816,hunter,marksmanship,214,110,104
13809,Ingrutamig,tichondrius,1814,hunter,marksmanship,66,32,34
13810,Colada,malganis,1813,hunter,marksmanship,72,34,38
13811,Bosshunter,tichondrius,1810,hunter,marksmanship,86,43,43
13812,Nishinos,tichondrius,1808,hunter,marksmanship,183,88,95
13813,Kristemis,thrall,1806,hunter,marksmanship,57,30,27
13814,Renaître,tichondrius,1806,hunter,marksmanship,126,58,68
13815,Tánsøxøxø,tichondrius,1805,hunter,marksmanship,60,30,30
13816,Czeroenjoyer,malganis,1803,hunter,marksmanship,66,33,33
13817,Lely,tichondrius,1800,hunter,marksmanship,72,38,34
13818,Trapordíe,tichondrius,1800,hunter,marksmanship,42,21,21
13819,Supersaiyan,antonidas,1797,hunter,marksmanship,60,28,32
13820,Comebacks,ragnaros,1789,hunter,marksmanship,64,34,30
13821,Drasen,deathwing,1778,hunter,marksmanship,48,27,21
13822,Khasu,ragnaros,1767,hunter,marksmanship,42,21,21
13823,Hagadinn,frostmourne,1765,hunter,marksmanship,48,21,27
13824,Landon,lightnings-blade,1759,hunter,marksmanship,42,24,18
13825,Alyywn,tichondrius,1758,hunter,marksmanship,143,70,73
13826,Dynith,sargeras,1756,hunter,marksmanship,39,21,18
13827,Undeadroach,tichondrius,1747,hunter,marksmanship,119,55,64
13828,Notnick,tichondrius,1747,hunter,marksmanship,84,37,47
13829,Shatterwax,area-52,1744,hunter,marksmanship,48,24,24
13830,Mapp,tichondrius,1736,hunter,marksmanship,30,20,10
13831,Overgnome,ragnaros,1736,hunter,marksmanship,66,32,34
13832,Deutêr,quelthalas,1734,hunter,marksmanship,78,39,39
13833,Boquiinha,stormrage,1732,hunter,marksmanship,114,57,57
13834,Trapstar,aggramar,1729,hunter,marksmanship,74,43,31
13835,Maximos,lightnings-blade,1720,hunter,marksmanship,150,75,75
13836,Dudemanyeah,skullcrusher,1720,hunter,marksmanship,66,26,40
13837,Primalus,tichondrius,1717,hunter,marksmanship,36,18,18
13838,Ladderpolice,tichondrius,1716,hunter,marksmanship,91,49,42
13839,Kkoduckk,tichondrius,1715,hunter,marksmanship,30,19,11
13840,Gohan,jubeithos,1713,hunter,marksmanship,39,22,17
13841,Dolcece,tichondrius,1713,hunter,marksmanship,48,24,24
