,name,realm,rating,cls,spec,play,win,lose
165,Ðomìnus,moon-guard,1792,deathknight,unholy,128,76,52
166,Bukum,zuljin,1792,deathknight,unholy,71,30,41
167,Muspellheim,azralon,1791,deathknight,unholy,54,29,25
168,Aerd,sargeras,1789,deathknight,unholy,343,172,171
169,Attack,grizzly-hills,1787,deathknight,unholy,60,28,32
170,Stankybreath,bleeding-hollow,1786,deathknight,unholy,76,37,39
171,Ddibb,tichondrius,1782,deathknight,unholy,63,30,33
172,Lighostx,tichondrius,1782,deathknight,unholy,117,54,63
173,Áethros,malganis,1778,deathknight,unholy,96,44,52
174,Loongdk,kiljaeden,1777,deathknight,unholy,195,102,93
175,Grimiz,tichondrius,1774,deathknight,unholy,145,71,74
176,Vad,skullcrusher,1771,deathknight,unholy,52,22,30
177,Jakeboyswag,shandris,1770,deathknight,unholy,155,77,78
178,Azhid,tichondrius,1769,deathknight,unholy,136,70,66
179,Demonboyjr,tichondrius,1766,deathknight,unholy,75,31,44
180,Apøçálýpsé,firetree,1765,deathknight,unholy,97,50,47
181,Doombeast,area-52,1760,deathknight,unholy,108,51,57
182,Lagérthâ,ragnaros,1756,deathknight,unholy,60,28,32
183,Ålastor,stormrage,1754,deathknight,unholy,63,35,28
184,Hwml,barthilas,1754,deathknight,unholy,141,76,65
185,Nabbiby,tichondrius,1753,deathknight,unholy,84,38,46
186,Linyive,malganis,1750,deathknight,unholy,54,30,24
187,Anhedonía,illidan,1749,deathknight,unholy,168,87,81
188,Cesaroo,aegwynn,1749,deathknight,unholy,130,64,66
189,Standalizer,gilneas,1745,deathknight,unholy,72,40,32
190,Deadsamurai,illidan,1745,deathknight,unholy,69,36,33
191,Ermanotruta,azralon,1744,deathknight,unholy,77,37,40
192,Carryme,quelthalas,1742,deathknight,unholy,92,45,47
193,Xibbas,illidan,1741,deathknight,unholy,48,27,21
194,Frozenkappa,hyjal,1737,deathknight,unholy,35,21,14
195,Nh,malganis,1737,deathknight,unholy,54,28,26
196,Teksurugi,korgath,1734,deathknight,unholy,60,32,28
197,Howdoulose,illidan,1732,deathknight,unholy,54,25,29
198,Zìlêáns,tichondrius,1730,deathknight,unholy,84,50,34
199,Infection,steamwheedle-cartel,1729,deathknight,unholy,42,20,22
200,Xebane,frostmourne,1727,deathknight,unholy,372,191,181
201,Hatrèd,quelthalas,1724,deathknight,unholy,71,36,35
202,Hhasaki,area-52,1722,deathknight,unholy,210,110,100
203,Properterps,bonechewer,1714,deathknight,unholy,140,78,62
204,Bellum,moon-guard,1713,deathknight,unholy,111,64,47
205,Lazarise,area-52,1713,deathknight,unholy,71,34,37
206,Tkyo,tichondrius,1712,deathknight,unholy,47,22,25
207,Brß,tichondrius,1711,deathknight,unholy,54,29,25
208,Bedstains,thunderlord,1708,deathknight,unholy,155,80,75
209,Nalz,drakkari,1705,deathknight,unholy,158,82,76
210,Bannedforevr,dalaran,1704,deathknight,unholy,59,26,33
211,Muscleface,moon-guard,1701,deathknight,unholy,80,45,35
212,Brandonsdk,tichondrius,1701,deathknight,unholy,164,78,86
213,Koda,thrall,1701,deathknight,unholy,77,36,41
214,Boneyards,bleeding-hollow,1701,deathknight,unholy,108,46,62
215,Justafkdk,gorefiend,1700,deathknight,unholy,84,43,41
216,Arroyo,borean-tundra,1700,deathknight,unholy,102,52,50
217,Kinkysgnome,tichondrius,1696,deathknight,unholy,131,61,70
218,Bbidd,tichondrius,1690,deathknight,unholy,30,18,12
219,Bigdekay,illidan,1687,deathknight,unholy,30,18,12
220,Mephostophel,sargeras,1687,deathknight,unholy,204,106,98
221,Khaíne,wyrmrest-accord,1687,deathknight,unholy,264,136,128
222,Bagul,azralon,1686,deathknight,unholy,48,23,25
223,Ayooplaguez,guldan,1684,deathknight,unholy,48,24,24
224,Azynks,azralon,1683,deathknight,unholy,117,55,62
225,Hanung,tichondrius,1681,deathknight,unholy,35,18,17
226,Onefire,illidan,1680,deathknight,unholy,59,29,30
227,Fakiez,kelthuzad,1679,deathknight,unholy,68,30,38
228,Krätos,zuljin,1677,deathknight,unholy,42,25,17
229,Dâki,blades-edge,1675,deathknight,unholy,114,63,51
230,Fasterjake,sargeras,1675,deathknight,unholy,122,67,55
231,Blacklabel,andorhal,1675,deathknight,unholy,72,31,41
232,Supblood,tichondrius,1673,deathknight,unholy,48,23,25
233,Noik,azralon,1673,deathknight,unholy,88,42,46
234,Giveretms,azralon,1672,deathknight,unholy,42,19,23
235,Ligmagooch,tichondrius,1671,deathknight,unholy,93,49,44
236,Cantmove,area-52,1669,deathknight,unholy,50,22,28
237,Dreadrend,sargeras,1668,deathknight,unholy,72,35,37
238,Malhandir,azgalor,1668,deathknight,unholy,54,20,34
239,Boofcigars,stormrage,1667,deathknight,unholy,39,25,14
240,Spacealien,malganis,1667,deathknight,unholy,60,32,28
241,Xhoul,sargeras,1666,deathknight,unholy,249,134,115
242,Darktone,tichondrius,1665,deathknight,unholy,35,18,17
243,Slty,tichondrius,1664,deathknight,unholy,42,18,24
244,Lichtborne,illidan,1662,deathknight,unholy,73,33,40
245,Nevmic,emerald-dream,1661,deathknight,unholy,184,88,96
246,Krargosh,quelthalas,1660,deathknight,unholy,185,96,89
247,Ståtìc,tichondrius,1659,deathknight,unholy,84,43,41
248,Imadkloldie,frostmourne,1659,deathknight,unholy,90,46,44
249,Dunduner,tichondrius,1657,deathknight,unholy,144,71,73
250,Bopalop,malganis,1657,deathknight,unholy,69,28,41
251,Kakarotó,azralon,1656,deathknight,unholy,65,37,28
252,Kjarnda,malganis,1653,deathknight,unholy,48,21,27
253,Skynyght,area-52,1652,deathknight,unholy,42,26,16
254,Pooseunpoose,velen,1652,deathknight,unholy,86,41,45
255,Jacklinn,ysondre,1651,deathknight,unholy,36,24,12
256,Ullísés,ragnaros,1651,deathknight,unholy,45,24,21
257,Kwolve,proudmoore,1651,deathknight,unholy,243,122,121
258,Jeremiahe,hyjal,1650,deathknight,unholy,90,49,41
259,Trumps,stormrage,1649,deathknight,unholy,48,27,21
260,Komplex,kelthuzad,1649,deathknight,unholy,76,40,36
261,Ludgan,stormrage,1649,deathknight,unholy,180,86,94
262,Falkorn,korgath,1648,deathknight,unholy,99,47,52
263,Justtaki,zuljin,1648,deathknight,unholy,48,20,28
264,Lickblood,sargeras,1646,deathknight,unholy,36,20,16
265,Deuter,quelthalas,1646,deathknight,unholy,243,125,118
266,Merados,quelthalas,1646,deathknight,unholy,79,30,49
267,Libitina,tichondrius,1645,deathknight,unholy,36,22,14
268,Tråuma,uther,1645,deathknight,unholy,48,25,23
269,Vexxan,thrall,1644,deathknight,unholy,41,23,18
270,Shadow,ragnaros,1643,deathknight,unholy,73,41,32
271,Galarick,area-52,1643,deathknight,unholy,41,22,19
272,Beanboyx,tichondrius,1642,deathknight,unholy,34,18,16
273,Boofcigars,sargeras,1642,deathknight,unholy,52,27,25
274,Kurnoth,barthilas,1641,deathknight,unholy,110,53,57
275,Tailm,ragnaros,1639,deathknight,unholy,36,20,16
276,Killìan,kelthuzad,1638,deathknight,unholy,54,25,29
277,Dkdanim,tichondrius,1637,deathknight,unholy,130,71,59
278,Vynox,frostmourne,1637,deathknight,unholy,56,27,29
279,Goonazz,tichondrius,1635,deathknight,unholy,54,38,16
280,Virulous,zuljin,1634,deathknight,unholy,47,26,21
281,Rycerzfrost,ragnaros,1634,deathknight,unholy,113,59,54
282,Grimmdreamer,stormrage,1634,deathknight,unholy,76,37,39
283,Azibar,moon-guard,1632,deathknight,unholy,47,24,23
284,Raps,frostmourne,1632,deathknight,unholy,56,23,33
285,Reizu,ragnaros,1631,deathknight,unholy,45,27,18
286,Lùcius,garrosh,1631,deathknight,unholy,154,82,72
287,Zedsdead,mannoroth,1630,deathknight,unholy,42,24,18
288,Zerochillz,sargeras,1628,deathknight,unholy,30,17,13
289,Kenishii,kiljaeden,1627,deathknight,unholy,48,30,18
290,Asastac,tichondrius,1627,deathknight,unholy,42,24,18
291,Landez,ragnaros,1627,deathknight,unholy,66,37,29
292,Elyxoxo,tichondrius,1627,deathknight,unholy,84,44,40
293,Littlekims,emerald-dream,1627,deathknight,unholy,46,24,22
294,Wastethis,sargeras,1626,deathknight,unholy,71,40,31
295,Banjingquan,tichondrius,1625,deathknight,unholy,88,53,35
296,Paratekdk,thrall,1625,deathknight,unholy,71,39,32
297,Megatroun,stormreaver,1625,deathknight,unholy,42,23,19
298,Bladê,tichondrius,1624,deathknight,unholy,61,26,35
299,Pettyk,tichondrius,1624,deathknight,unholy,42,17,25
300,Auniel,gorefiend,1622,deathknight,unholy,54,22,32
301,Puppykiss,perenolde,1622,deathknight,unholy,57,22,35
302,Fadedlight,zuljin,1621,deathknight,unholy,108,57,51
303,Billieeilish,sargeras,1621,deathknight,unholy,80,42,38
304,Asterend,proudmoore,1621,deathknight,unholy,52,23,29
305,Xraduky,dawnbringer,1620,deathknight,unholy,38,26,12
306,Raíndrop,tichondrius,1620,deathknight,unholy,150,81,69
307,Yubell,barthilas,1620,deathknight,unholy,353,176,177
308,Arcticc,area-52,1620,deathknight,unholy,54,24,30
309,Struggler,velen,1619,deathknight,unholy,60,34,26
310,Wheatasil,garona,1618,deathknight,unholy,70,36,34
311,Reapsouls,stormrage,1617,deathknight,unholy,42,30,12
312,Lichanis,bonechewer,1617,deathknight,unholy,102,50,52
313,Søad,quelthalas,1615,deathknight,unholy,135,72,63
314,Yamanji,wyrmrest-accord,1614,deathknight,unholy,110,61,49
315,Nøsfferatus,azralon,1613,deathknight,unholy,77,41,36
316,Kterrorblade,sargeras,1613,deathknight,unholy,180,92,88
317,Døømhøund,tichondrius,1612,deathknight,unholy,98,48,50
318,Rezøk,ragnaros,1612,deathknight,unholy,54,20,34
319,Alistra,frostmourne,1611,deathknight,unholy,42,20,22
320,Ðogmá,vashj,1610,deathknight,unholy,35,22,13
321,Mikoaa,bladefist,1610,deathknight,unholy,30,17,13
322,Regiknight,stormrage,1610,deathknight,unholy,239,135,104
323,Puppykisses,perenolde,1610,deathknight,unholy,101,45,56
324,Lichkong,dalaran,1609,deathknight,unholy,76,43,33
325,Aldebamuu,ragnaros,1609,deathknight,unholy,156,81,75
326,Lagmasterx,sargeras,1609,deathknight,unholy,42,20,22
327,Ousted,daggerspine,1608,deathknight,unholy,36,20,16
328,Lemuriön,nemesis,1607,deathknight,unholy,43,20,23
329,Bulí,barthilas,1607,deathknight,unholy,42,19,23
330,Gripd,area-52,1606,deathknight,unholy,48,26,22
331,Ultimatdeath,jubeithos,1606,deathknight,unholy,66,30,36
332,Ædolph,barthilas,1605,deathknight,unholy,30,17,13
333,Takeurcheeks,tichondrius,1605,deathknight,unholy,101,49,52
334,Ãstaroth,stormrage,1605,deathknight,unholy,48,22,26
335,Notorious,garrosh,1605,deathknight,unholy,42,18,24
336,Boofcigars,kelthuzad,1604,deathknight,unholy,77,41,36
337,Unholykevin,sargeras,1604,deathknight,unholy,42,21,21
338,Dominos,tichondrius,1604,deathknight,unholy,42,20,22
339,Idodamn,tichondrius,1603,deathknight,unholy,84,45,39
340,Wednesdæ,moon-guard,1603,deathknight,unholy,54,28,26
341,Wisdôm,frostmourne,1603,deathknight,unholy,59,30,29
342,Nymppho,kelthuzad,1603,deathknight,unholy,337,160,177
343,Kranaz,frostmourne,1603,deathknight,unholy,36,17,19
344,Malsedius,kelthuzad,1603,deathknight,unholy,87,36,51
345,Voncleaver,tichondrius,1603,deathknight,unholy,70,23,47
346,Gargoylepowa,nemesis,1602,deathknight,unholy,42,20,22
347,Nofoamlattes,thrall,1602,deathknight,unholy,42,19,23
348,Originalcimm,stormrage,1601,deathknight,unholy,66,28,38
349,Promotheseis,sargeras,1600,deathknight,unholy,66,41,25
350,Giznator,malganis,1598,deathknight,unholy,108,50,58
351,Ilikelydead,tichondrius,1592,deathknight,unholy,126,61,65
352,Wittlewanka,zuljin,1592,deathknight,unholy,112,51,61
353,Ulísés,ragnaros,1591,deathknight,unholy,58,20,38
354,Gripyourhoe,tichondrius,1589,deathknight,unholy,48,28,20
355,Earthican,bleeding-hollow,1589,deathknight,unholy,36,20,16
356,Eyir,thaurissan,1588,deathknight,unholy,104,50,54
357,Morrticia,malganis,1587,deathknight,unholy,55,35,20
358,Orkky,jubeithos,1587,deathknight,unholy,139,68,71
359,Onlyfunss,moon-guard,1584,deathknight,unholy,119,58,61
360,Fuzzknight,ravenholdt,1583,deathknight,unholy,54,27,27
361,Raahjx,sargeras,1582,deathknight,unholy,36,20,16
362,Toophus,sargeras,1581,deathknight,unholy,80,39,41
363,Jongro,tichondrius,1580,deathknight,unholy,42,25,17
364,Emopalli,tichondrius,1579,deathknight,unholy,152,77,75
365,Divinium,bleeding-hollow,1579,deathknight,unholy,42,18,24
366,Frostbite,the-venture-co,1577,deathknight,unholy,84,48,36
367,Orcsexual,azralon,1575,deathknight,unholy,42,20,22
368,Daethiel,demon-soul,1574,deathknight,unholy,77,36,41
369,Kaaizer,azralon,1572,deathknight,unholy,120,68,52
370,Fydedk,stormrage,1572,deathknight,unholy,90,44,46
371,Yikk,illidan,1569,deathknight,unholy,42,19,23
372,Evilbot,tichondrius,1564,deathknight,unholy,60,40,20
373,Grimnuts,thrall,1564,deathknight,unholy,92,49,43
374,Howlex,barthilas,1563,deathknight,unholy,48,24,24
375,Allianknight,windrunner,1561,deathknight,unholy,42,21,21
376,Axeldrion,tichondrius,1561,deathknight,unholy,58,27,31
377,Feej,malganis,1557,deathknight,unholy,36,21,15
378,Burbash,moon-guard,1555,deathknight,unholy,181,92,89
379,Drpepp,bleeding-hollow,1554,deathknight,unholy,161,85,76
380,Claudio,tichondrius,1554,deathknight,unholy,51,18,33
381,Jacklynn,ragnaros,1553,deathknight,unholy,30,19,11
382,Icytoast,tichondrius,1553,deathknight,unholy,42,19,23
383,Gottajuice,moonrunner,1551,deathknight,unholy,81,45,36
384,Siphilusxo,dalaran,1551,deathknight,unholy,36,20,16
385,Arc,maiev,1551,deathknight,unholy,93,39,54
386,Kalgor,illidan,1550,deathknight,unholy,138,71,67
387,Tuicca,frostmane,1550,deathknight,unholy,79,34,45
388,Obedient,firetree,1549,deathknight,unholy,132,76,56
389,Kuwarerubana,proudmoore,1549,deathknight,unholy,74,41,33
390,Drfauci,boulderfist,1544,deathknight,unholy,36,18,18
391,Läskö,area-52,1541,deathknight,unholy,67,39,28
392,Agohnim,moon-guard,1541,deathknight,unholy,55,29,26
393,Zzdk,thrall,1541,deathknight,unholy,57,27,30
394,Rixin,agamaggan,1538,deathknight,unholy,66,28,38
395,Deathwavez,cenarius,1537,deathknight,unholy,42,21,21
396,Rhors,nemesis,1536,deathknight,unholy,58,30,28
397,Pue,hyjal,1536,deathknight,unholy,36,17,19
398,Asheravon,moon-guard,1535,deathknight,unholy,330,160,170
399,Zukcho,tichondrius,1534,deathknight,unholy,48,19,29
400,Garht,azralon,1533,deathknight,unholy,40,22,18
401,Huuzzha,tichondrius,1533,deathknight,unholy,166,84,82
402,Althamon,tanaris,1533,deathknight,unholy,96,44,52
403,Chachio,kiljaeden,1532,deathknight,unholy,30,16,14
404,Telrenaur,proudmoore,1532,deathknight,unholy,72,35,37
405,Arktoz,tichondrius,1531,deathknight,unholy,30,16,14
406,Biefeile,tichondrius,1531,deathknight,unholy,46,21,25
407,Clearlol,bleeding-hollow,1531,deathknight,unholy,36,16,20
408,Eldavò,quelthalas,1530,deathknight,unholy,78,39,39
409,Dialysis,emerald-dream,1530,deathknight,unholy,137,68,69
410,Kindaholy,malganis,1528,deathknight,unholy,23,17,6
411,Deezwaz,draka,1526,deathknight,unholy,46,25,21
412,Kellydean,moon-guard,1524,deathknight,unholy,99,50,49
413,Deathbloss,illidan,1523,deathknight,unholy,32,17,15
414,Tigs,proudmoore,1522,deathknight,unholy,126,65,61
415,Urp,aggramar,1520,deathknight,unholy,39,17,22
416,Hooterzqt,tichondrius,1518,deathknight,unholy,106,47,59
417,Takeoverr,ragnaros,1515,deathknight,unholy,90,53,37
418,Deathzpeckt,tichondrius,1513,deathknight,unholy,36,17,19
419,Plagueghoul,wyrmrest-accord,1510,deathknight,unholy,149,80,69
420,Devillele,proudmoore,1509,deathknight,unholy,78,36,42
421,Sandrexx,tichondrius,1506,deathknight,unholy,46,22,24
422,Dexarax,norgannon,1505,deathknight,unholy,87,49,38
423,Urieen,gorefiend,1505,deathknight,unholy,77,43,34
424,Coldsleeps,saurfang,1503,deathknight,unholy,30,16,14
425,Neaz,moon-guard,1503,deathknight,unholy,30,16,14
426,Unfórgíven,arthas,1501,deathknight,unholy,48,17,31
427,Cammy,frostmourne,1500,deathknight,unholy,29,16,13
428,Degrease,bonechewer,1500,deathknight,unholy,61,28,33
429,Revvun,tichondrius,1499,deathknight,unholy,36,17,19
430,Abroham,arthas,1498,deathknight,unholy,59,30,29
431,Hooker,dragonmaw,1497,deathknight,unholy,61,35,26
432,Irreversible,zuljin,1497,deathknight,unholy,41,16,25
433,Stoicïsm,tichondrius,1496,deathknight,unholy,114,63,51
434,Naxn,tichondrius,1495,deathknight,unholy,54,25,29
435,Fugs,ghostlands,1494,deathknight,unholy,86,48,38
436,Buttrfingrz,cenarius,1494,deathknight,unholy,78,35,43
437,Zaluster,malganis,1491,deathknight,unholy,233,120,113
438,Apocxo,lightnings-blade,1491,deathknight,unholy,119,58,61
439,Zaxrree,malganis,1490,deathknight,unholy,66,39,27
440,Ghoulslasher,bleeding-hollow,1490,deathknight,unholy,62,28,34
