realm,rating,cls,spec,play,win,lose
sargeras,775,priest,discipline,24,12,12
area-52,768,priest,discipline,12,8,4
tichondrius,768,priest,discipline,12,8,4
emerald-dream,768,priest,discipline,12,8,4
illidan,768,priest,discipline,12,8,4
stormrage,768,priest,discipline,12,8,4
malganis,768,priest,discipline,12,8,4
ragnaros,768,priest,discipline,12,8,4
sargeras,768,priest,discipline,12,8,4
zuljin,768,priest,discipline,12,8,4
zuljin,768,priest,discipline,12,8,4
zuljin,768,priest,discipline,12,8,4
thrall,768,priest,discipline,12,8,4
tichondrius,768,priest,discipline,12,8,4
area-52,768,priest,discipline,12,8,4
emerald-dream,768,priest,discipline,12,8,4
kiljaeden,768,priest,discipline,12,8,4
frostmourne,768,priest,discipline,12,8,4
stormrage,768,priest,discipline,12,8,4
kelthuzad,768,priest,discipline,12,8,4
bleeding-hollow,768,priest,discipline,12,8,4
tichondrius,768,priest,discipline,12,8,4
illidan,768,priest,discipline,12,8,4
sargeras,768,priest,discipline,16,9,7
tichondrius,768,priest,discipline,18,8,10
emerald-dream,768,priest,discipline,18,8,10
nemesis,768,priest,discipline,18,8,10
bleeding-hollow,768,priest,discipline,18,8,10
tichondrius,768,priest,discipline,18,8,10
tichondrius,768,priest,discipline,18,8,10
tichondrius,768,priest,discipline,18,8,10
vashj,768,priest,discipline,18,8,10
ragnaros,768,priest,discipline,24,8,16
zuluhed,768,priest,discipline,24,8,16
kelthuzad,768,priest,discipline,24,8,16
jubeithos,768,priest,discipline,24,8,16
area-52,767,priest,discipline,12,8,4
malganis,767,priest,discipline,12,8,4
dunemaul,767,priest,discipline,12,8,4
drakkari,767,priest,discipline,12,8,4
doomhammer,767,priest,discipline,12,8,4
area-52,767,priest,discipline,12,8,4
tichondrius,767,priest,discipline,12,8,4
khadgar,767,priest,discipline,12,8,4
tichondrius,767,priest,discipline,12,8,4
frostmourne,767,priest,discipline,12,8,4
lightbringer,767,priest,discipline,18,8,10
aegwynn,767,priest,discipline,18,8,10
dalaran,767,priest,discipline,18,8,10
illidan,767,priest,discipline,18,8,10
azralon,767,priest,discipline,24,8,16
emerald-dream,767,priest,discipline,24,8,16
azralon,766,priest,discipline,12,8,4
area-52,766,priest,discipline,12,8,4
area-52,766,priest,discipline,18,8,10
malganis,766,priest,discipline,18,8,10
tichondrius,765,priest,discipline,12,8,4
tichondrius,765,priest,discipline,12,8,4
stormrage,764,priest,discipline,12,8,4
drakkari,763,priest,discipline,12,8,4
bleeding-hollow,763,priest,discipline,12,8,4
kelthuzad,763,priest,discipline,12,8,4
barthilas,762,priest,discipline,18,8,10
whisperwind,761,priest,discipline,24,8,16
zuljin,759,priest,discipline,12,8,4
burning-blade,734,priest,discipline,16,8,8
ragnaros,734,priest,discipline,20,9,11
kirin-tor,729,priest,discipline,23,8,15
bloodscalp,719,priest,discipline,17,8,9
drakkari,703,priest,discipline,20,8,12
area-52,684,priest,discipline,17,9,8
frostmourne,672,priest,discipline,12,7,5
illidan,672,priest,discipline,12,7,5
dethecus,672,priest,discipline,12,7,5
barthilas,672,priest,discipline,12,7,5
tichondrius,672,priest,discipline,12,7,5
darkspear,672,priest,discipline,12,7,5
illidan,672,priest,discipline,12,7,5
moon-guard,672,priest,discipline,12,7,5
moon-guard,672,priest,discipline,12,7,5
skullcrusher,672,priest,discipline,12,7,5
tichondrius,672,priest,discipline,12,7,5
illidan,672,priest,discipline,12,7,5
blackrock,672,priest,discipline,12,7,5
bleeding-hollow,672,priest,discipline,12,7,5
sargeras,672,priest,discipline,12,7,5
illidan,672,priest,discipline,12,7,5
zuljin,672,priest,discipline,12,7,5
illidan,672,priest,discipline,12,7,5
warsong,672,priest,discipline,12,7,5
emerald-dream,672,priest,discipline,12,7,5
tichondrius,672,priest,discipline,12,7,5
sargeras,672,priest,discipline,12,7,5
stormrage,672,priest,discipline,12,7,5
stormrage,672,priest,discipline,12,7,5
sargeras,672,priest,discipline,12,7,5
sargeras,672,priest,discipline,12,7,5
tichondrius,672,priest,discipline,12,7,5
skywall,672,priest,discipline,12,7,5
tichondrius,672,priest,discipline,12,7,5
tichondrius,672,priest,discipline,12,7,5
nemesis,672,priest,discipline,15,7,8
tichondrius,672,priest,discipline,18,7,11
barthilas,672,priest,discipline,18,7,11
bleeding-hollow,672,priest,discipline,18,7,11
stormrage,672,priest,discipline,18,7,11
hydraxis,672,priest,discipline,18,7,11
tichondrius,672,priest,discipline,18,7,11
area-52,672,priest,discipline,18,7,11
ragnaros,672,priest,discipline,18,7,11
sargeras,672,priest,discipline,18,7,11
emerald-dream,672,priest,discipline,24,7,17
archimonde,672,priest,discipline,24,7,17
illidan,672,priest,discipline,24,7,17
area-52,671,priest,discipline,12,7,5
barthilas,671,priest,discipline,12,7,5
darkspear,671,priest,discipline,12,7,5
stormrage,671,priest,discipline,12,7,5
dalaran,671,priest,discipline,12,7,5
sargeras,671,priest,discipline,12,7,5
durotan,671,priest,discipline,12,7,5
quelthalas,671,priest,discipline,12,7,5
drakkari,671,priest,discipline,12,7,5
azgalor,671,priest,discipline,12,7,5
burning-blade,671,priest,discipline,12,7,5
barthilas,671,priest,discipline,12,7,5
tichondrius,671,priest,discipline,20,9,11
proudmoore,671,priest,discipline,18,7,11
bleeding-hollow,671,priest,discipline,18,7,11
dunemaul,671,priest,discipline,18,7,11
tichondrius,671,priest,discipline,18,7,11
tichondrius,671,priest,discipline,24,7,17
sargeras,671,priest,discipline,36,7,29
jubeithos,670,priest,discipline,12,7,5
frostmane,670,priest,discipline,12,7,5
turalyon,670,priest,discipline,12,7,5
maiev,670,priest,discipline,12,7,5
proudmoore,670,priest,discipline,12,7,5
lightbringer,670,priest,discipline,12,7,5
tichondrius,670,priest,discipline,12,7,5
stormrage,670,priest,discipline,12,7,5
emerald-dream,670,priest,discipline,15,8,7
dragonblight,669,priest,discipline,18,7,11
arygos,668,priest,discipline,12,7,5
tichondrius,665,priest,discipline,12,7,5
sargeras,664,priest,discipline,18,7,11
alleria,663,priest,discipline,12,7,5
stormrage,655,priest,discipline,12,8,4
sargeras,655,priest,discipline,17,7,10
area-52,639,priest,discipline,10,8,2
eredar,639,priest,discipline,11,7,4
tichondrius,639,priest,discipline,17,7,10
ghostlands,638,priest,discipline,24,7,17
dreadmaul,623,priest,discipline,11,7,4
frostmourne,623,priest,discipline,15,7,8
quelthalas,608,priest,discipline,16,7,9
sargeras,607,priest,discipline,11,7,4
stormrage,607,priest,discipline,11,7,4
dark-iron,607,priest,discipline,26,7,19
aegwynn,605,priest,discipline,14,7,7
tichondrius,576,priest,discipline,6,6,0
tichondrius,576,priest,discipline,6,6,0
tichondrius,576,priest,discipline,6,6,0
dalaran,576,priest,discipline,6,6,0
dalaran,576,priest,discipline,6,6,0
tichondrius,576,priest,discipline,6,6,0
malygos,576,priest,discipline,6,6,0
illidan,576,priest,discipline,6,6,0
kelthuzad,576,priest,discipline,12,6,6
frostmourne,576,priest,discipline,12,6,6
tichondrius,576,priest,discipline,12,6,6
sargeras,576,priest,discipline,12,6,6
skywall,576,priest,discipline,12,6,6
proudmoore,576,priest,discipline,12,6,6
andorhal,576,priest,discipline,12,6,6
skywall,576,priest,discipline,12,6,6
ragnaros,576,priest,discipline,12,6,6
stormreaver,576,priest,discipline,12,6,6
frostmourne,576,priest,discipline,12,6,6
barthilas,576,priest,discipline,12,6,6
quelthalas,576,priest,discipline,12,6,6
destromath,576,priest,discipline,12,6,6
bonechewer,576,priest,discipline,12,6,6
illidan,576,priest,discipline,12,6,6
thrall,576,priest,discipline,12,6,6
tichondrius,576,priest,discipline,12,6,6
wyrmrest-accord,576,priest,discipline,12,6,6
illidan,576,priest,discipline,12,6,6
dunemaul,576,priest,discipline,12,6,6
malganis,576,priest,discipline,12,6,6
garrosh,576,priest,discipline,12,6,6
hakkar,576,priest,discipline,12,6,6
sargeras,576,priest,discipline,12,6,6
malganis,576,priest,discipline,12,6,6
tichondrius,576,priest,discipline,12,6,6
tichondrius,576,priest,discipline,12,6,6
tichondrius,576,priest,discipline,12,6,6
tichondrius,576,priest,discipline,12,6,6
tichondrius,576,priest,discipline,12,6,6
tichondrius,576,priest,discipline,12,6,6
tichondrius,576,priest,discipline,12,6,6
stormrage,576,priest,discipline,12,6,6
tichondrius,576,priest,discipline,12,6,6
stormrage,576,priest,discipline,12,6,6
ragnaros,576,priest,discipline,18,6,12
sargeras,576,priest,discipline,18,6,12
tichondrius,576,priest,discipline,18,6,12
dalaran,576,priest,discipline,18,6,12
tichondrius,576,priest,discipline,18,6,12
tichondrius,576,priest,discipline,18,6,12
frostmourne,576,priest,discipline,18,6,12
tichondrius,575,priest,discipline,6,6,0
silvermoon,575,priest,discipline,12,6,6
malganis,575,priest,discipline,12,6,6
senjin,575,priest,discipline,12,6,6
tichondrius,575,priest,discipline,12,6,6
emerald-dream,575,priest,discipline,12,6,6
tichondrius,575,priest,discipline,12,6,6
emerald-dream,575,priest,discipline,12,6,6
ragnaros,575,priest,discipline,12,6,6
tichondrius,575,priest,discipline,12,6,6
suramar,575,priest,discipline,12,6,6
stormrage,575,priest,discipline,16,7,9
darkspear,575,priest,discipline,18,6,12
quelthalas,575,priest,discipline,20,6,14
hakkar,574,priest,discipline,12,6,6
area-52,573,priest,discipline,18,6,12
blackhand,572,priest,discipline,12,6,6
malganis,570,priest,discipline,12,6,6
cenarion-circle,566,priest,discipline,12,6,6
sargeras,559,priest,discipline,17,6,11
wildhammer,543,priest,discipline,14,7,7
korgath,543,priest,discipline,17,6,11
nerzhul,543,priest,discipline,17,6,11
tichondrius,528,priest,discipline,9,7,2
destromath,528,priest,discipline,9,7,2
earthen-ring,522,priest,discipline,16,7,9
crushridge,520,priest,discipline,21,7,14
drakkari,512,priest,discipline,10,6,4
illidan,511,priest,discipline,11,6,5
stormrage,511,priest,discipline,20,6,14
blackrock,511,priest,discipline,26,6,20
aggramar,496,priest,discipline,19,6,13
moon-guard,491,priest,discipline,13,6,7
tichondrius,480,priest,discipline,6,5,1
sargeras,480,priest,discipline,6,5,1
kelthuzad,480,priest,discipline,6,5,1
tichondrius,480,priest,discipline,6,5,1
zuljin,480,priest,discipline,6,5,1
bloodhoof,480,priest,discipline,6,5,1
tichondrius,480,priest,discipline,6,5,1
sargeras,480,priest,discipline,6,5,1
burning-legion,480,priest,discipline,6,5,1
tichondrius,480,priest,discipline,6,5,1
illidan,480,priest,discipline,6,5,1
azralon,480,priest,discipline,6,5,1
area-52,480,priest,discipline,6,5,1
ragnaros,480,priest,discipline,6,5,1
tichondrius,480,priest,discipline,6,5,1
bleeding-hollow,480,priest,discipline,6,5,1
malganis,480,priest,discipline,6,5,1
tichondrius,480,priest,discipline,6,5,1
lightnings-blade,480,priest,discipline,6,5,1
frostmourne,480,priest,discipline,6,5,1
the-scryers,480,priest,discipline,6,5,1
quelthalas,480,priest,discipline,6,5,1
azralon,480,priest,discipline,12,5,7
illidan,480,priest,discipline,12,5,7
wyrmrest-accord,480,priest,discipline,12,5,7
kelthuzad,480,priest,discipline,12,5,7
area-52,480,priest,discipline,12,5,7
proudmoore,480,priest,discipline,12,5,7
tichondrius,480,priest,discipline,12,5,7
area-52,480,priest,discipline,12,5,7
lightnings-blade,480,priest,discipline,12,5,7
stormrage,480,priest,discipline,12,5,7
turalyon,480,priest,discipline,12,5,7
tortheldrin,480,priest,discipline,12,5,7
area-52,480,priest,discipline,12,5,7
jaedenar,480,priest,discipline,12,5,7
dalaran,480,priest,discipline,12,5,7
whisperwind,480,priest,discipline,12,5,7
farstriders,480,priest,discipline,12,5,7
stormrage,480,priest,discipline,12,5,7
tichondrius,480,priest,discipline,12,5,7
drakkari,480,priest,discipline,12,5,7
tichondrius,480,priest,discipline,12,5,7
sargeras,480,priest,discipline,12,5,7
boulderfist,480,priest,discipline,12,5,7
illidan,480,priest,discipline,12,5,7
malganis,480,priest,discipline,12,5,7
ravencrest,480,priest,discipline,12,5,7
barthilas,480,priest,discipline,12,5,7
garona,480,priest,discipline,12,5,7
barthilas,480,priest,discipline,12,5,7
arthas,480,priest,discipline,12,5,7
tichondrius,480,priest,discipline,12,5,7
daggerspine,480,priest,discipline,12,5,7
boulderfist,480,priest,discipline,12,5,7
tichondrius,480,priest,discipline,12,5,7
ragnaros,480,priest,discipline,12,5,7
quelthalas,480,priest,discipline,12,5,7
tichondrius,480,priest,discipline,12,5,7
sargeras,480,priest,discipline,12,5,7
bleeding-hollow,480,priest,discipline,12,5,7
antonidas,480,priest,discipline,12,5,7
sargeras,480,priest,discipline,12,5,7
tichondrius,480,priest,discipline,12,5,7
tichondrius,480,priest,discipline,12,5,7
bleeding-hollow,480,priest,discipline,12,5,7
frostwolf,480,priest,discipline,12,5,7
black-dragonflight,480,priest,discipline,12,5,7
sargeras,480,priest,discipline,12,5,7
zuluhed,480,priest,discipline,12,5,7
tichondrius,480,priest,discipline,12,5,7
stormrage,480,priest,discipline,12,5,7
stormrage,480,priest,discipline,12,5,7
destromath,480,priest,discipline,12,5,7
kiljaeden,480,priest,discipline,13,5,8
shuhalo,480,priest,discipline,18,5,13
sargeras,480,priest,discipline,18,5,13
kiljaeden,480,priest,discipline,18,5,13
tichondrius,480,priest,discipline,18,5,13
destromath,480,priest,discipline,18,5,13
nazjatar,479,priest,discipline,6,5,1
kelthuzad,479,priest,discipline,6,5,1
proudmoore,479,priest,discipline,13,7,6
quelthalas,479,priest,discipline,12,5,7
stormrage,479,priest,discipline,12,5,7
nemesis,479,priest,discipline,12,5,7
korgath,479,priest,discipline,12,5,7
tichondrius,479,priest,discipline,12,5,7
blackrock,478,priest,discipline,6,5,1
zangarmarsh,478,priest,discipline,12,5,7
tichondrius,476,priest,discipline,12,5,7
tichondrius,474,priest,discipline,12,5,7
kelthuzad,448,priest,discipline,10,6,4
illidan,447,priest,discipline,11,5,6
malganis,447,priest,discipline,11,5,6
sargeras,447,priest,discipline,11,5,6
tichondrius,447,priest,discipline,11,5,6
baelgun,447,priest,discipline,11,5,6
sargeras,432,priest,discipline,11,6,5
frostmane,426,priest,discipline,17,8,9
darkspear,426,priest,discipline,17,6,11
andorhal,400,priest,discipline,13,5,8
blackhand,399,priest,discipline,5,5,0
ragnaros,399,priest,discipline,5,5,0
aerie-peak,384,priest,discipline,6,4,2
illidan,384,priest,discipline,6,4,2
stormrage,384,priest,discipline,6,4,2
mannoroth,384,priest,discipline,6,4,2
illidan,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
illidan,384,priest,discipline,6,4,2
chogall,384,priest,discipline,6,4,2
stormrage,384,priest,discipline,6,4,2
frostmourne,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
frostmourne,384,priest,discipline,6,4,2
emerald-dream,384,priest,discipline,6,4,2
frostmourne,384,priest,discipline,6,4,2
illidan,384,priest,discipline,6,4,2
ragnaros,384,priest,discipline,6,4,2
zuljin,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
emerald-dream,384,priest,discipline,6,4,2
bleeding-hollow,384,priest,discipline,6,4,2
stormrage,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
sargeras,384,priest,discipline,6,4,2
eitrigg,384,priest,discipline,6,4,2
dalaran,384,priest,discipline,6,4,2
mugthol,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
sargeras,384,priest,discipline,6,4,2
quelthalas,384,priest,discipline,6,4,2
area-52,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
senjin,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
sargeras,384,priest,discipline,6,4,2
scilla,384,priest,discipline,6,4,2
khazgoroth,384,priest,discipline,6,4,2
sargeras,384,priest,discipline,6,4,2
alleria,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
area-52,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
queldorei,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
arthas,384,priest,discipline,6,4,2
malygos,384,priest,discipline,6,4,2
hyjal,384,priest,discipline,6,4,2
sargeras,384,priest,discipline,6,4,2
barthilas,384,priest,discipline,6,4,2
zuljin,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
shadow-council,384,priest,discipline,6,4,2
silvermoon,384,priest,discipline,6,4,2
sargeras,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
sargeras,384,priest,discipline,6,4,2
illidan,384,priest,discipline,6,4,2
proudmoore,384,priest,discipline,6,4,2
zuljin,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
tichondrius,384,priest,discipline,6,4,2
zuljin,384,priest,discipline,6,4,2
malganis,384,priest,discipline,6,4,2
malganis,384,priest,discipline,10,5,5
suramar,384,priest,discipline,9,4,5
tichondrius,384,priest,discipline,11,4,7
sargeras,384,priest,discipline,12,4,8
ragnaros,384,priest,discipline,12,4,8
archimonde,384,priest,discipline,12,4,8
ragnaros,384,priest,discipline,12,4,8
nemesis,384,priest,discipline,12,4,8
tichondrius,384,priest,discipline,12,4,8
bonechewer,384,priest,discipline,12,4,8
sargeras,384,priest,discipline,12,4,8
moon-guard,384,priest,discipline,12,4,8
tichondrius,384,priest,discipline,12,4,8
dalaran,384,priest,discipline,12,4,8
tichondrius,384,priest,discipline,12,4,8
malganis,384,priest,discipline,12,4,8
sargeras,384,priest,discipline,12,4,8
frostmourne,384,priest,discipline,12,4,8
tichondrius,384,priest,discipline,12,4,8
tichondrius,384,priest,discipline,12,4,8
tichondrius,384,priest,discipline,12,4,8
tichondrius,384,priest,discipline,12,4,8
illidan,384,priest,discipline,12,4,8
tichondrius,384,priest,discipline,12,4,8
illidan,384,priest,discipline,12,4,8
proudmoore,384,priest,discipline,12,4,8
frostmourne,384,priest,discipline,15,4,11
sargeras,384,priest,discipline,18,4,14
tichondrius,384,priest,discipline,18,4,14
drakkari,384,priest,discipline,18,4,14
tichondrius,383,priest,discipline,6,4,2
emerald-dream,383,priest,discipline,6,4,2
black-dragonflight,383,priest,discipline,6,4,2
bleeding-hollow,383,priest,discipline,12,4,8
moon-guard,383,priest,discipline,12,4,8
barthilas,382,priest,discipline,6,4,2
garrosh,382,priest,discipline,6,4,2
zuljin,367,priest,discipline,11,4,7
dawnbringer,351,priest,discipline,11,4,7
proudmoore,336,priest,discipline,9,5,4
tichondrius,335,priest,discipline,11,4,7
tichondrius,330,priest,discipline,17,6,11
barthilas,320,priest,discipline,10,4,6
emerald-dream,319,priest,discipline,8,4,4
tichondrius,319,priest,discipline,14,4,10
korgath,319,priest,discipline,14,4,10
tichondrius,317,priest,discipline,23,11,12
draenor,304,priest,discipline,11,5,6
stormscale,303,priest,discipline,7,4,3
zuljin,288,priest,discipline,6,3,3
onyxia,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
proudmoore,288,priest,discipline,6,3,3
drakkari,288,priest,discipline,6,3,3
sargeras,288,priest,discipline,6,3,3
nazjatar,288,priest,discipline,6,3,3
zuljin,288,priest,discipline,6,3,3
sargeras,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
sargeras,288,priest,discipline,6,3,3
boulderfist,288,priest,discipline,6,3,3
frostmourne,288,priest,discipline,6,3,3
sargeras,288,priest,discipline,6,3,3
ragnaros,288,priest,discipline,6,3,3
sargeras,288,priest,discipline,6,3,3
area-52,288,priest,discipline,6,3,3
sargeras,288,priest,discipline,6,3,3
zuljin,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
zuljin,288,priest,discipline,6,3,3
darkspear,288,priest,discipline,6,3,3
earthen-ring,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
sargeras,288,priest,discipline,6,3,3
stormrage,288,priest,discipline,6,3,3
zuljin,288,priest,discipline,6,3,3
ragnaros,288,priest,discipline,6,3,3
stormrage,288,priest,discipline,6,3,3
darkspear,288,priest,discipline,6,3,3
sargeras,288,priest,discipline,6,3,3
area-52,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
hyjal,288,priest,discipline,6,3,3
illidan,288,priest,discipline,6,3,3
stormrage,288,priest,discipline,6,3,3
ragnaros,288,priest,discipline,6,3,3
sargeras,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
stormrage,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
barthilas,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
frostmourne,288,priest,discipline,6,3,3
area-52,288,priest,discipline,6,3,3
frostmourne,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
frostmourne,288,priest,discipline,6,3,3
stormreaver,288,priest,discipline,6,3,3
lightbringer,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
sargeras,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
kiljaeden,288,priest,discipline,6,3,3
area-52,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
greymane,288,priest,discipline,6,3,3
malganis,288,priest,discipline,6,3,3
ragnaros,288,priest,discipline,6,3,3
gorefiend,288,priest,discipline,6,3,3
moon-guard,288,priest,discipline,6,3,3
azralon,288,priest,discipline,6,3,3
frostwolf,288,priest,discipline,6,3,3
whisperwind,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
area-52,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
kiljaeden,288,priest,discipline,6,3,3
chogall,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
ragnaros,288,priest,discipline,6,3,3
mugthol,288,priest,discipline,6,3,3
illidan,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
lothar,288,priest,discipline,6,3,3
moon-guard,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
moonrunner,288,priest,discipline,6,3,3
illidan,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
dalaran,288,priest,discipline,6,3,3
kaelthas,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
malganis,288,priest,discipline,6,3,3
frostmourne,288,priest,discipline,6,3,3
vashj,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
illidan,288,priest,discipline,6,3,3
bleeding-hollow,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
bleeding-hollow,288,priest,discipline,6,3,3
bleeding-hollow,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
frostmourne,288,priest,discipline,6,3,3
azshara,288,priest,discipline,6,3,3
illidan,288,priest,discipline,6,3,3
quelthalas,288,priest,discipline,6,3,3
area-52,288,priest,discipline,6,3,3
moon-guard,288,priest,discipline,6,3,3
kelthuzad,288,priest,discipline,6,3,3
frostmane,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
barthilas,288,priest,discipline,6,3,3
illidan,288,priest,discipline,6,3,3
tichondrius,288,priest,discipline,6,3,3
ragnaros,288,priest,discipline,12,3,9
fizzcrank,288,priest,discipline,12,3,9
crushridge,288,priest,discipline,12,3,9
tichondrius,288,priest,discipline,12,3,9
emerald-dream,288,priest,discipline,12,3,9
tichondrius,288,priest,discipline,12,3,9
arthas,288,priest,discipline,12,3,9
arthas,288,priest,discipline,12,3,9
skullcrusher,288,priest,discipline,12,3,9
azralon,288,priest,discipline,12,3,9
rivendare,288,priest,discipline,12,3,9
quelthalas,288,priest,discipline,12,3,9
ragnaros,288,priest,discipline,12,3,9
sargeras,288,priest,discipline,12,3,9
thrall,288,priest,discipline,12,3,9
thrall,288,priest,discipline,12,3,9
malganis,288,priest,discipline,12,3,9
nesingwary,288,priest,discipline,12,3,9
illidan,288,priest,discipline,12,3,9
illidan,288,priest,discipline,12,3,9
proudmoore,288,priest,discipline,18,3,15
sargeras,287,priest,discipline,6,3,3
tichondrius,287,priest,discipline,6,3,3
quelthalas,287,priest,discipline,6,3,3
korgath,287,priest,discipline,6,3,3
hyjal,287,priest,discipline,6,3,3
illidan,287,priest,discipline,6,3,3
aegwynn,287,priest,discipline,12,3,9
tichondrius,271,priest,discipline,17,3,14
sargeras,255,priest,discipline,11,3,8
proudmoore,255,priest,discipline,11,3,8
malganis,240,priest,discipline,7,4,3
illidan,239,priest,discipline,5,3,2
moon-guard,239,priest,discipline,5,3,2
area-52,234,priest,discipline,8,4,4
azjolnerub,224,priest,discipline,10,3,7
dalaran,223,priest,discipline,8,3,5
malganis,192,priest,discipline,4,3,1
stormrage,192,priest,discipline,9,3,6
nordrassil,192,priest,discipline,6,2,4
tichondrius,192,priest,discipline,6,2,4
emerald-dream,192,priest,discipline,6,2,4
draka,192,priest,discipline,6,2,4
kiljaeden,192,priest,discipline,6,2,4
sargeras,192,priest,discipline,6,2,4
sargeras,192,priest,discipline,6,2,4
tichondrius,192,priest,discipline,6,2,4
tichondrius,192,priest,discipline,6,2,4
tichondrius,192,priest,discipline,6,2,4
emerald-dream,192,priest,discipline,6,2,4
emerald-dream,192,priest,discipline,6,2,4
tichondrius,192,priest,discipline,6,2,4
tichondrius,192,priest,discipline,6,2,4
sargeras,192,priest,discipline,6,2,4
sargeras,192,priest,discipline,6,2,4
wyrmrest-accord,192,priest,discipline,6,2,4
illidan,192,priest,discipline,6,2,4
anetheron,192,priest,discipline,6,2,4
korgath,192,priest,discipline,6,2,4
kiljaeden,192,priest,discipline,6,2,4
darkspear,192,priest,discipline,6,2,4
tichondrius,192,priest,discipline,6,2,4
bloodhoof,192,priest,discipline,6,2,4
area-52,192,priest,discipline,6,2,4
sargeras,192,priest,discipline,6,2,4
stormrage,192,priest,discipline,6,2,4
zuljin,192,priest,discipline,6,2,4
stormrage,192,priest,discipline,6,2,4
tichondrius,192,priest,discipline,6,2,4
area-52,192,priest,discipline,6,2,4
sargeras,192,priest,discipline,6,2,4
sargeras,192,priest,discipline,6,2,4
nemesis,192,priest,discipline,6,2,4
sargeras,192,priest,discipline,6,2,4
darkspear,192,priest,discipline,6,2,4
kelthuzad,192,priest,discipline,6,2,4
area-52,192,priest,discipline,6,2,4
tichondrius,192,priest,discipline,6,2,4
dalaran,192,priest,discipline,6,2,4
stormrage,192,priest,discipline,6,2,4
area-52,192,priest,discipline,6,2,4
dalvengyr,192,priest,discipline,6,2,4
tichondrius,192,priest,discipline,6,2,4
tichondrius,192,priest,discipline,6,2,4
malganis,192,priest,discipline,6,2,4
zuljin,192,priest,discipline,6,2,4
tichondrius,192,priest,discipline,6,2,4
stormrage,192,priest,discipline,6,2,4
stormrage,192,priest,discipline,6,2,4
kelthuzad,192,priest,discipline,6,2,4
bleeding-hollow,192,priest,discipline,6,2,4
terokkar,192,priest,discipline,6,2,4
dalaran,192,priest,discipline,6,2,4
moonrunner,192,priest,discipline,6,2,4
bleeding-hollow,192,priest,discipline,6,2,4
kelthuzad,192,priest,discipline,6,2,4
bleeding-hollow,192,priest,discipline,6,2,4
bleeding-hollow,192,priest,discipline,6,2,4
terokkar,192,priest,discipline,6,2,4
blackrock,192,priest,discipline,6,2,4
moon-guard,192,priest,discipline,6,2,4
malganis,192,priest,discipline,6,2,4
