,name,realm,rating,cls,spec,play,win,lose
127,Кромгак,soulflayer,1738,deathknight,unholy,68,35,33
128,Sakiko,thrall,1736,deathknight,unholy,42,23,19
129,Неондк,eversong,1734,deathknight,unholy,134,65,69
130,Slade,blackrock,1734,deathknight,unholy,60,23,37
131,Zerachy,blackmoore,1733,deathknight,unholy,30,19,11
132,Вовчан,howling-fjord,1733,deathknight,unholy,92,42,50
133,Deathmonsta,auchindoun,1731,deathknight,unholy,84,39,45
134,Râke,teldrassil,1729,deathknight,unholy,54,25,29
135,Motvinden,stormscale,1724,deathknight,unholy,100,54,46
136,Рыжаяпедаль,soulflayer,1723,deathknight,unholy,42,27,15
137,Darkertimes,ragnaros,1723,deathknight,unholy,189,92,97
138,Skulm,twisting-nether,1722,deathknight,unholy,48,20,28
139,Inâste,thrall,1719,deathknight,unholy,48,26,22
140,Вирко,eversong,1719,deathknight,unholy,184,96,88
141,Ghostreign,tarren-mill,1719,deathknight,unholy,68,33,35
142,Кулькулегал,ashenvale,1717,deathknight,unholy,66,34,32
143,Лордэскорт,gordunni,1717,deathknight,unholy,114,52,62
144,Nazgül,drakthul,1716,deathknight,unholy,122,68,54
145,Itreachesout,ravencrest,1716,deathknight,unholy,137,67,70
146,Тхиро,gordunni,1716,deathknight,unholy,95,38,57
147,Koranderx,argent-dawn,1713,deathknight,unholy,30,18,12
148,Alti,blackmoore,1705,deathknight,unholy,118,65,53
149,Triffdich,blackrock,1704,deathknight,unholy,120,62,58
150,Wôrgenator,kazzak,1704,deathknight,unholy,48,18,30
151,Alessia,alonsus,1701,deathknight,unholy,36,21,15
152,Ràiven,blackmoore,1701,deathknight,unholy,65,31,34
153,Évìl,stormscale,1700,deathknight,unholy,45,24,21
154,Sprangers,ravencrest,1699,deathknight,unholy,36,18,18
155,Enzÿ,drakthul,1698,deathknight,unholy,54,29,25
156,Raziee,twisting-nether,1698,deathknight,unholy,96,50,46
157,Альдафьод,howling-fjord,1696,deathknight,unholy,30,19,11
158,Эриданс,gordunni,1696,deathknight,unholy,142,79,63
159,Èvíl,stormscale,1695,deathknight,unholy,42,23,19
160,Fraeya,sunstrider,1695,deathknight,unholy,213,107,106
161,Doozz,draenor,1692,deathknight,unholy,87,34,53
162,Vainajala,die-aldor,1691,deathknight,unholy,77,46,31
163,Arizon,drakthul,1691,deathknight,unholy,98,40,58
164,Necrotic,blackrock,1690,deathknight,unholy,53,30,23
165,Deathlog,silvermoon,1690,deathknight,unholy,138,71,67
166,Impey,kazzak,1689,deathknight,unholy,30,18,12
167,Reidemorte,minahonda,1689,deathknight,unholy,140,81,59
168,Моровой,blackscar,1685,deathknight,unholy,70,35,35
169,Ronsôn,terrordar,1685,deathknight,unholy,54,27,27
170,Gladiadk,ysondre,1684,deathknight,unholy,53,21,32
171,Ûñhølýðéåthj,tarren-mill,1683,deathknight,unholy,59,28,31
172,Mammacitaa,argent-dawn,1682,deathknight,unholy,47,28,19
173,ßankoedno,stormscale,1681,deathknight,unholy,120,62,58
174,Аркёт,howling-fjord,1681,deathknight,unholy,84,42,42
175,Sang,deathwing,1680,deathknight,unholy,44,24,20
176,Stely,alonsus,1678,deathknight,unholy,36,21,15
177,Wombo,dentarg,1677,deathknight,unholy,57,30,27
178,Lovroo,silvermoon,1677,deathknight,unholy,93,43,50
179,Sanuky,blackrock,1677,deathknight,unholy,42,18,24
180,Nurekindk,argent-dawn,1676,deathknight,unholy,125,65,60
181,Vatø,tarren-mill,1676,deathknight,unholy,60,27,33
182,Sangíus,blackmoore,1673,deathknight,unholy,353,171,182
183,Femilista,dun-modr,1671,deathknight,unholy,42,23,19
184,Faznik,twisting-nether,1671,deathknight,unholy,124,61,63
185,Адэлина,soulflayer,1669,deathknight,unholy,36,22,14
186,Nèrfx,ragnaros,1669,deathknight,unholy,78,37,41
187,Senkingodx,ravencrest,1668,deathknight,unholy,60,20,40
188,Zugzugdecay,kazzak,1665,deathknight,unholy,42,23,19
189,Synthwave,tarren-mill,1665,deathknight,unholy,99,46,53
190,Олинф,deathguard,1664,deathknight,unholy,62,26,36
191,Blazeberg,blackrock,1662,deathknight,unholy,58,33,25
192,Geraltbg,twisting-nether,1661,deathknight,unholy,42,18,24
193,Dräpârn,sylvanas,1660,deathknight,unholy,93,50,43
194,Økah,outland,1659,deathknight,unholy,54,25,29
195,Zdi,tarren-mill,1657,deathknight,unholy,47,23,24
196,Thezftw,kazzak,1656,deathknight,unholy,71,30,41
197,Средозавр,howling-fjord,1655,deathknight,unholy,48,31,17
198,Heyä,ysondre,1655,deathknight,unholy,54,25,29
199,Dasvidania,ragnaros,1651,deathknight,unholy,30,18,12
200,Тыпидо,howling-fjord,1650,deathknight,unholy,72,41,31
201,Reann,argent-dawn,1649,deathknight,unholy,55,31,24
202,Кидер,blackscar,1647,deathknight,unholy,53,29,24
203,Äyrenn,draenor,1645,deathknight,unholy,61,35,26
204,Mávé,tarren-mill,1645,deathknight,unholy,64,31,33
205,Leanâdle,hyjal,1644,deathknight,unholy,134,66,68
206,Смердонос,grom,1642,deathknight,unholy,209,116,93
207,Джонаджеймсн,soulflayer,1642,deathknight,unholy,42,21,21
208,Ayra,nethersturm,1641,deathknight,unholy,35,24,11
209,Creatar,kazzak,1639,deathknight,unholy,53,31,22
210,Sugarcakedk,blackrock,1638,deathknight,unholy,89,44,45
211,Çruél,silvermoon,1638,deathknight,unholy,48,21,27
212,Garrinchá,stormscale,1636,deathknight,unholy,48,21,27
213,Jiodythyy,archimonde,1634,deathknight,unholy,60,27,33
214,Дрогдош,howling-fjord,1633,deathknight,unholy,48,29,19
215,Акамахи,ashenvale,1631,deathknight,unholy,42,23,19
216,Гронташ,howling-fjord,1631,deathknight,unholy,71,36,35
217,Uvros,bloodhoof,1630,deathknight,unholy,48,23,25
218,Лапочки,gordunni,1628,deathknight,unholy,84,49,35
219,Khalifamia,alonsus,1628,deathknight,unholy,54,26,28
220,Zariia,twisting-nether,1627,deathknight,unholy,126,72,54
221,Herumor,nerzhul,1627,deathknight,unholy,60,32,28
222,Yusehz,kazzak,1627,deathknight,unholy,51,25,26
223,Dejkå,silvermoon,1627,deathknight,unholy,66,30,36
224,Deadlyorca,tarren-mill,1625,deathknight,unholy,42,18,24
225,Castlevanía,ravencrest,1623,deathknight,unholy,115,58,57
226,Сгеатог,gordunni,1623,deathknight,unholy,36,17,19
227,Smallbaboon,stormreaver,1623,deathknight,unholy,42,17,25
228,Ghoulish,outland,1622,deathknight,unholy,187,92,95
229,Apacsom,ragnaros,1621,deathknight,unholy,30,17,13
230,Quetza,twisting-nether,1621,deathknight,unholy,36,17,19
231,Кокосоус,gordunni,1618,deathknight,unholy,36,18,18
232,Xenfos,tarren-mill,1618,deathknight,unholy,54,23,31
233,Baltersa,blackhand,1618,deathknight,unholy,60,25,35
234,Rottenpete,grim-batol,1617,deathknight,unholy,36,20,16
235,Pandahapci,ragnaros,1617,deathknight,unholy,54,23,31
236,Qtxi,nozdormu,1614,deathknight,unholy,183,98,85
237,Линфео,galakrond,1614,deathknight,unholy,54,22,32
238,Jollíe,tarren-mill,1613,deathknight,unholy,53,33,20
239,Aeneriah,tarren-mill,1613,deathknight,unholy,91,50,41
240,Lurkkiss,ravencrest,1613,deathknight,unholy,48,22,26
241,Pellizquitas,sanguino,1612,deathknight,unholy,30,17,13
242,Dk,tarren-mill,1612,deathknight,unholy,48,20,28
243,Инлакеш,howling-fjord,1611,deathknight,unholy,57,25,32
244,Stinglelz,chogall,1610,deathknight,unholy,30,19,11
245,Bokrak,norgannon,1610,deathknight,unholy,123,73,50
246,Deathvid,ravencrest,1610,deathknight,unholy,78,43,35
247,Lichbørn,ragnaros,1610,deathknight,unholy,102,50,52
248,Giandam,draenor,1610,deathknight,unholy,48,19,29
249,Анзорини,gordunni,1609,deathknight,unholy,48,19,29
250,Garasu,eredar,1609,deathknight,unholy,54,21,33
251,Halez,antonidas,1607,deathknight,unholy,186,96,90
252,Sxyd,silvermoon,1607,deathknight,unholy,66,27,39
253,Вондум,howling-fjord,1606,deathknight,unholy,42,18,24
254,Orktra,stormscale,1604,deathknight,unholy,42,22,20
255,Шуршаня,blackscar,1604,deathknight,unholy,54,22,32
256,Sølîta,archimonde,1603,deathknight,unholy,89,47,42
257,Krisigaped,blackhand,1603,deathknight,unholy,36,17,19
258,Маххес,howling-fjord,1601,deathknight,unholy,101,48,53
259,Aceléss,drakthul,1600,deathknight,unholy,42,20,22
260,Nasxsy,blackmoore,1599,deathknight,unholy,36,18,18
261,Branchë,stormscale,1599,deathknight,unholy,111,55,56
262,Maxto,outland,1596,deathknight,unholy,36,19,17
263,Deathcaller,zuljin,1594,deathknight,unholy,65,32,33
264,Zoree,draenor,1588,deathknight,unholy,119,64,55
265,Yagoora,silvermoon,1588,deathknight,unholy,74,29,45
266,Kwc,kazzak,1586,deathknight,unholy,117,54,63
267,Ахелекус,blackscar,1584,deathknight,unholy,36,21,15
268,Raizhen,ragnaros,1582,deathknight,unholy,36,17,19
269,Bredox,ravencrest,1582,deathknight,unholy,63,27,36
270,Linuzbunny,zenedar,1580,deathknight,unholy,30,18,12
271,Skórm,burning-legion,1580,deathknight,unholy,36,17,19
272,Vexxed,magtheridon,1576,deathknight,unholy,99,55,44
273,Spøøk,defias-brotherhood,1575,deathknight,unholy,48,22,26
274,Слендер,howling-fjord,1572,deathknight,unholy,119,57,62
275,Judin,kazzak,1570,deathknight,unholy,36,19,17
276,Ктунец,blackscar,1570,deathknight,unholy,36,19,17
277,Ahilus,bladefist,1570,deathknight,unholy,67,33,34
278,Prekliatylad,burning-blade,1570,deathknight,unholy,60,26,34
279,Gødofredo,dun-modr,1568,deathknight,unholy,96,55,41
280,Megdeath,silvermoon,1568,deathknight,unholy,108,54,54
281,Jäätynyt,zenedar,1568,deathknight,unholy,350,170,180
282,Söttguetsi,blackrock,1566,deathknight,unholy,41,23,18
283,Lockhead,stormscale,1566,deathknight,unholy,126,66,60
284,Nysaia,blackmoore,1564,deathknight,unholy,60,27,33
285,Körthazz,hyjal,1563,deathknight,unholy,55,27,28
286,Хорссэ,soulflayer,1562,deathknight,unholy,37,22,15
287,Винерас,soulflayer,1562,deathknight,unholy,66,31,35
288,Oweiowei,blackrock,1558,deathknight,unholy,30,18,12
289,Ghaloob,draenor,1557,deathknight,unholy,54,24,30
290,Gushik,twisting-nether,1555,deathknight,unholy,52,30,22
291,Хассандра,galakrond,1554,deathknight,unholy,117,58,59
292,Smörj,aggramar,1554,deathknight,unholy,88,38,50
293,Feministi,stormreaver,1552,deathknight,unholy,108,51,57
294,Aleejha,draenor,1551,deathknight,unholy,70,39,31
295,Капустас,gordunni,1551,deathknight,unholy,90,45,45
296,Yamisukehiro,drakthul,1551,deathknight,unholy,60,28,32
297,Utyr,ragnaros,1550,deathknight,unholy,60,31,29
298,Emphendk,twisting-nether,1550,deathknight,unholy,120,55,65
299,Рамкар,howling-fjord,1550,deathknight,unholy,38,17,21
300,Hellguy,draenor,1548,deathknight,unholy,263,124,139
301,Gargalon,drakthul,1547,deathknight,unholy,72,37,35
302,Turboface,kazzak,1546,deathknight,unholy,60,34,26
303,Apoikos,argent-dawn,1546,deathknight,unholy,36,19,17
304,Abomination,emeriss,1546,deathknight,unholy,49,20,29
305,Misazabanshi,blackrock,1543,deathknight,unholy,42,26,16
306,Сванхильда,grom,1543,deathknight,unholy,124,61,63
307,Элекна,deepholm,1541,deathknight,unholy,48,24,24
308,Juliean,blackmoore,1540,deathknight,unholy,42,20,22
309,Ganessha,sanguino,1538,deathknight,unholy,49,29,20
310,Abcdk,sargeras,1535,deathknight,unholy,56,31,25
311,Metalmanethé,tarren-mill,1534,deathknight,unholy,242,120,122
312,Segrim,drakthul,1533,deathknight,unholy,95,52,43
313,Вурдулакх,gordunni,1533,deathknight,unholy,114,56,58
314,Pawcio,argent-dawn,1527,deathknight,unholy,135,74,61
315,Dzemoo,drakthul,1527,deathknight,unholy,59,31,28
316,Алсидис,gordunni,1527,deathknight,unholy,72,29,43
317,Руин,blackscar,1526,deathknight,unholy,48,26,22
318,Huekun,draenor,1524,deathknight,unholy,29,18,11
319,Арцевус,gordunni,1524,deathknight,unholy,115,59,56
320,Полонит,gordunni,1523,deathknight,unholy,76,38,38
321,Nauser,kazzak,1522,deathknight,unholy,53,28,25
322,Dörfl,antonidas,1521,deathknight,unholy,87,42,45
323,Олинфия,soulflayer,1521,deathknight,unholy,36,16,20
324,Panorboy,tarren-mill,1521,deathknight,unholy,36,16,20
325,Gripbroblem,nemesis,1521,deathknight,unholy,42,16,26
326,Woddey,blackrock,1520,deathknight,unholy,72,39,33
327,Yousaindk,blackrock,1519,deathknight,unholy,60,29,31
328,Deadroses,tarren-mill,1517,deathknight,unholy,78,49,29
329,Gharzhul,xavius,1517,deathknight,unholy,32,18,14
330,Goreshovel,stormscale,1517,deathknight,unholy,72,39,33
331,Торедх,howling-fjord,1516,deathknight,unholy,66,27,39
332,Athanatøs,archimonde,1514,deathknight,unholy,98,43,55
333,Greymarker,kirin-tor,1513,deathknight,unholy,66,37,29
334,Cleverb,silvermoon,1512,deathknight,unholy,33,18,15
335,Cayliadk,tarren-mill,1512,deathknight,unholy,86,46,40
336,Ехтрим,howling-fjord,1512,deathknight,unholy,65,30,35
337,Raust,xavius,1512,deathknight,unholy,74,33,41
338,Manego,eredar,1511,deathknight,unholy,30,18,12
339,Дерайв,gordunni,1511,deathknight,unholy,114,55,59
340,Катаринья,howling-fjord,1511,deathknight,unholy,53,24,29
341,Grendul,blackmoore,1510,deathknight,unholy,60,26,34
342,Anathela,dalaran,1508,deathknight,unholy,85,40,45
343,Трибунальщик,gordunni,1508,deathknight,unholy,60,27,33
344,Apoikia,argent-dawn,1507,deathknight,unholy,42,19,23
345,Руариди,gordunni,1504,deathknight,unholy,36,18,18
346,Salezians,drakthul,1503,deathknight,unholy,107,59,48
347,Numnuts,alakir,1502,deathknight,unholy,36,21,15
348,Lavonobatas,kazzak,1502,deathknight,unholy,54,27,27
349,Deathcam,emerald-dream,1502,deathknight,unholy,95,45,50
350,Derfitt,sanguino,1502,deathknight,unholy,96,45,51
351,Ezlar,silvermoon,1501,deathknight,unholy,49,29,20
352,Unchaindk,outland,1500,deathknight,unholy,136,68,68
353,Bertonilo,burning-legion,1500,deathknight,unholy,84,39,45
354,Dklékata,archimonde,1499,deathknight,unholy,43,20,23
355,Veçh,turalyon,1497,deathknight,unholy,58,25,33
356,Nødder,ragnaros,1496,deathknight,unholy,60,32,28
357,Anaralien,ravencrest,1494,deathknight,unholy,107,50,57
358,Babsyknight,wildhammer,1494,deathknight,unholy,114,52,62
359,Промештейн,gordunni,1493,deathknight,unholy,93,44,49
360,Apolyio,outland,1493,deathknight,unholy,53,21,32
361,Recoil,blackrock,1490,deathknight,unholy,26,17,9
362,Gegham,ravencrest,1490,deathknight,unholy,46,26,20
363,Rizzlerdk,blackhand,1489,deathknight,unholy,114,49,65
364,Axram,ravencrest,1487,deathknight,unholy,60,30,30
365,Goùlag,culte-de-la-rive-noire,1487,deathknight,unholy,87,34,53
366,Kérmít,tarren-mill,1486,deathknight,unholy,100,58,42
367,Кадавров,gordunni,1486,deathknight,unholy,140,76,64
368,Majlus,outland,1486,deathknight,unholy,50,24,26
369,Dharniman,sylvanas,1485,deathknight,unholy,46,21,25
370,Riceeater,kazzak,1483,deathknight,unholy,59,29,30
371,Агереро,howling-fjord,1482,deathknight,unholy,71,37,34
372,Blízna,kazzak,1481,deathknight,unholy,122,58,64
373,Erodevil,kazzak,1481,deathknight,unholy,54,22,32
374,Nellath,kazzak,1481,deathknight,unholy,42,16,26
375,Zff,hyjal,1480,deathknight,unholy,42,25,17
376,Teljujad,sanguino,1480,deathknight,unholy,98,49,49
377,Брюшина,gordunni,1480,deathknight,unholy,42,19,23
378,Calina,frostwolf,1480,deathknight,unholy,72,26,46
379,Ullefuz,silvermoon,1479,deathknight,unholy,42,25,17
380,Лекъса,gordunni,1477,deathknight,unholy,217,109,108
381,Polimeh,draenor,1473,deathknight,unholy,78,42,36
382,Yandeäth,chants-éternels,1470,deathknight,unholy,209,102,107
383,Nommad,archimonde,1469,deathknight,unholy,137,62,75
384,Ультерис,deathguard,1468,deathknight,unholy,24,17,7
385,Sorostew,twisting-nether,1467,deathknight,unholy,42,23,19
386,Arxelas,sylvanas,1467,deathknight,unholy,115,60,55
387,Frags,arathor,1467,deathknight,unholy,66,31,35
388,Moko,defias-brotherhood,1467,deathknight,unholy,54,25,29
389,Bloodraynee,twisting-nether,1467,deathknight,unholy,48,19,29
390,Протосеня,soulflayer,1465,deathknight,unholy,78,35,43
391,Manovar,archimonde,1462,deathknight,unholy,137,65,72
392,Bärdk,forscherliga,1461,deathknight,unholy,95,47,48
393,Шифычдк,howling-fjord,1460,deathknight,unholy,60,27,33
394,Hawkthuglife,dun-modr,1459,deathknight,unholy,90,42,48
395,Nospets,kazzak,1459,deathknight,unholy,54,25,29
396,Fýhr,silvermoon,1458,deathknight,unholy,54,29,25
397,Gethunts,drakthul,1457,deathknight,unholy,42,25,17
398,Deusmort,ravencrest,1457,deathknight,unholy,66,26,40
399,Thecurator,ragnaros,1456,deathknight,unholy,72,32,40
400,Барагган,thermaplugg,1455,deathknight,unholy,96,47,49
401,Hordak,stormscale,1455,deathknight,unholy,45,16,29
402,Ceranto,frostwolf,1453,deathknight,unholy,77,46,31
403,Моорта,soulflayer,1453,deathknight,unholy,182,94,88
404,Kebabpizza,argent-dawn,1452,deathknight,unholy,85,42,43
405,Tölp,ravencrest,1452,deathknight,unholy,95,46,49
406,Skèltòn,rexxar,1451,deathknight,unholy,73,47,26
407,Форнителли,howling-fjord,1451,deathknight,unholy,54,19,35
408,Ohsevèn,ravencrest,1450,deathknight,unholy,65,36,29
409,Sathmayla,silvermoon,1448,deathknight,unholy,53,32,21
410,Arkaris,blackmoore,1447,deathknight,unholy,32,21,11
411,Шинратенсеи,howling-fjord,1447,deathknight,unholy,50,29,21
412,Demrior,hellfire,1447,deathknight,unholy,66,27,39
413,Ilius,kelthuzad,1445,deathknight,unholy,99,50,49
414,Dekayo,blackrock,1445,deathknight,unholy,38,19,19
415,Ithis,zuljin,1445,deathknight,unholy,126,60,66
416,Борнтудай,borean-tundra,1445,deathknight,unholy,48,17,31
417,Quantumshift,ravencrest,1444,deathknight,unholy,36,23,13
418,Дкшрёдингера,gordunni,1444,deathknight,unholy,30,16,14
419,Unholy,ragnaros,1444,deathknight,unholy,38,20,18
420,Sîck,bladefist,1444,deathknight,unholy,78,29,49
421,Рэндрей,gordunni,1443,deathknight,unholy,39,21,18
422,Сенкрул,gordunni,1440,deathknight,unholy,72,48,24
423,Logoz,dun-modr,1440,deathknight,unholy,30,17,13
424,Exoduss,dunemaul,1439,deathknight,unholy,78,38,40
425,Notsyndra,nemesis,1437,deathknight,unholy,49,25,24
426,Mîîkkaa,blackhand,1435,deathknight,unholy,42,15,27
427,Дедхо,soulflayer,1434,deathknight,unholy,62,28,34
428,Chrispbacøn,ragnaros,1433,deathknight,unholy,40,19,21
429,Кристер,lich-king,1433,deathknight,unholy,36,16,20
430,Спавни,blackscar,1432,deathknight,unholy,153,71,82
431,Таможникс,soulflayer,1431,deathknight,unholy,29,18,11
432,Reezeer,stormscale,1431,deathknight,unholy,35,17,18
433,Grubbins,kul-tiras,1427,deathknight,unholy,55,29,26
434,Apatheia,stormscale,1426,deathknight,unholy,28,16,12
435,Zandruq,twisting-nether,1426,deathknight,unholy,88,47,41
436,Gøretterog,ysondre,1425,deathknight,unholy,24,15,9
437,Shabiri,twisting-nether,1425,deathknight,unholy,97,52,45
438,Шейзо,soulflayer,1424,deathknight,unholy,39,22,17
439,Анихиме,howling-fjord,1424,deathknight,unholy,75,37,38
