,name,realm,rating,cls,spec,play,win,lose
906,Arrèsted,aegwynn,96,deathknight,frost,6,1,5
907,Gigadk,ragnaros,96,deathknight,frost,6,1,5
908,Discochoppa,blackmoore,96,deathknight,frost,6,1,5
909,Kaeyz,blackmoore,96,deathknight,frost,6,1,5
910,Pestilerous,draenor,96,deathknight,frost,6,1,5
911,Veçh,turalyon,96,deathknight,frost,6,1,5
912,Cleverb,silvermoon,96,deathknight,frost,6,1,5
913,Thínkk,ysondre,96,deathknight,frost,6,1,5
914,Ezlar,silvermoon,96,deathknight,frost,6,1,5
915,Slimez,magtheridon,96,deathknight,frost,6,1,5
916,Anasûrimbor,tarren-mill,96,deathknight,frost,6,1,5
917,Feddk,stormscale,96,deathknight,frost,6,1,5
918,Arthursq,stormscale,95,deathknight,frost,6,1,5
919,Assølid,arathor,42,deathknight,frost,11,2,9
920,Zslebaans,dun-modr,2204,demonhunter,havoc,104,55,49
921,Itsdampbaby,kazzak,2187,demonhunter,havoc,79,44,35
922,Norgàn,die-aldor,2178,demonhunter,havoc,81,44,37
923,Elswavé,kazzak,2174,demonhunter,havoc,78,48,30
924,Ðesz,sanguino,2153,demonhunter,havoc,95,52,43
925,Enysia,twisting-nether,2127,demonhunter,havoc,122,62,60
926,Melan,sanguino,2116,demonhunter,havoc,108,54,54
927,Лфгхиро,soulflayer,2101,demonhunter,havoc,65,37,28
928,Razzagall,elune,2101,demonhunter,havoc,54,30,24
929,Heatx,ysondre,2094,demonhunter,havoc,138,79,59
930,Veon,ravencrest,2075,demonhunter,havoc,269,133,136
931,Ohseri,defias-brotherhood,2073,demonhunter,havoc,126,64,62
932,Évø,silvermoon,2064,demonhunter,havoc,90,44,46
933,Boostbydh,archimonde,2044,demonhunter,havoc,207,107,100
934,Battlebruh,ghostlands,2032,demonhunter,havoc,83,39,44
935,Læsy,antonidas,2025,demonhunter,havoc,101,53,48
936,Истребитель,blackscar,2016,demonhunter,havoc,114,74,40
937,Illislan,darksorrow,1985,demonhunter,havoc,191,101,90
938,Anabbele,kazzak,1968,demonhunter,havoc,96,52,44
939,Betterevoker,outland,1953,demonhunter,havoc,66,41,25
940,Bxdh,outland,1952,demonhunter,havoc,75,36,39
941,Мортрэд,gordunni,1950,demonhunter,havoc,66,39,27
942,Aiean,ravencrest,1950,demonhunter,havoc,78,39,39
943,Pipeandy,kazzak,1946,demonhunter,havoc,95,52,43
944,Battlebruuh,ghostlands,1935,demonhunter,havoc,66,27,39
945,Ïîï,archimonde,1934,demonhunter,havoc,79,37,42
946,Scubaman,tarren-mill,1932,demonhunter,havoc,54,31,23
947,Cydh,auchindoun,1917,demonhunter,havoc,72,36,36
948,Damatche,outland,1910,demonhunter,havoc,136,68,68
949,Brawndow,draenor,1905,demonhunter,havoc,90,46,44
950,Boxssabanned,archimonde,1903,demonhunter,havoc,89,44,45
951,Cuddlypeanut,argent-dawn,1898,demonhunter,havoc,76,36,40
952,Belvé,draenor,1897,demonhunter,havoc,84,43,41
953,Màuul,ravencrest,1897,demonhunter,havoc,189,95,94
954,Walkmyshoes,twisting-nether,1877,demonhunter,havoc,102,51,51
955,Tyssra,argent-dawn,1870,demonhunter,havoc,96,42,54
956,Donkeydh,tarren-mill,1868,demonhunter,havoc,54,36,18
957,Perna,ghostlands,1867,demonhunter,havoc,60,29,31
958,Oldforwow,outland,1863,demonhunter,havoc,102,55,47
959,Çøððøøððøøðð,blackmoore,1863,demonhunter,havoc,60,32,28
960,Demonalpha,stormscale,1862,demonhunter,havoc,43,23,20
961,Brolafsen,ravencrest,1859,demonhunter,havoc,66,32,34
962,Kindablind,aggramar,1858,demonhunter,havoc,77,39,38
963,Apfelbaum,die-aldor,1857,demonhunter,havoc,60,40,20
964,Badtimes,malganis,1857,demonhunter,havoc,225,113,112
965,Possomhd,kazzak,1856,demonhunter,havoc,114,70,44
966,Carboen,tarren-mill,1856,demonhunter,havoc,96,52,44
967,Fiveyearques,sylvanas,1856,demonhunter,havoc,102,49,53
968,Mädchen,blackhand,1854,demonhunter,havoc,48,23,25
969,Dasein,tarren-mill,1852,demonhunter,havoc,54,29,25
970,Paschli,tarren-mill,1850,demonhunter,havoc,60,29,31
971,Elipireli,doomhammer,1846,demonhunter,havoc,42,20,22
972,Gíftig,ravencrest,1843,demonhunter,havoc,47,24,23
973,Клопобойка,gordunni,1842,demonhunter,havoc,69,37,32
974,Bloodwatcher,twisting-nether,1842,demonhunter,havoc,54,27,27
975,Ïfï,archimonde,1837,demonhunter,havoc,95,50,45
976,Fotmdehatwo,blackrock,1837,demonhunter,havoc,61,32,29
977,Nøbodyx,tarren-mill,1837,demonhunter,havoc,66,33,33
978,Sofun,stormscale,1836,demonhunter,havoc,74,34,40
979,Ðoksy,archimonde,1835,demonhunter,havoc,60,31,29
980,Gilletteabdi,argent-dawn,1833,demonhunter,havoc,78,35,43
981,Zeroques,frostmane,1831,demonhunter,havoc,66,33,33
982,Сасун,galakrond,1831,demonhunter,havoc,69,32,37
983,Supay,rexxar,1830,demonhunter,havoc,58,31,27
984,Рейз,howling-fjord,1828,demonhunter,havoc,108,56,52
985,Yamehd,stormreaver,1827,demonhunter,havoc,42,26,16
986,Chxpo,twisting-nether,1826,demonhunter,havoc,89,47,42
987,Сибу,soulflayer,1825,demonhunter,havoc,48,21,27
988,Vexanic,chamber-of-aspects,1824,demonhunter,havoc,60,33,27
989,Элизар,howling-fjord,1821,demonhunter,havoc,120,61,59
990,Rvnx,archimonde,1820,demonhunter,havoc,122,72,50
991,Iryut,onyxia,1820,demonhunter,havoc,60,32,28
992,Malignantx,ragnaros,1819,demonhunter,havoc,54,30,24
993,Krm,dun-modr,1818,demonhunter,havoc,38,23,15
994,Mongoose,drakthul,1818,demonhunter,havoc,66,35,31
995,Maytherel,blackhand,1818,demonhunter,havoc,84,38,46
996,Dreamslash,tarren-mill,1817,demonhunter,havoc,52,29,23
997,Airelidari,tyrande,1817,demonhunter,havoc,149,76,73
998,Flyingwhale,terokkar,1815,demonhunter,havoc,33,21,12
999,Unseenshadow,ragnaros,1813,demonhunter,havoc,60,25,35
1000,Tórstenstøck,ravencrest,1811,demonhunter,havoc,47,31,16
1001,Elsynn,dalaran,1811,demonhunter,havoc,60,32,28
1002,Djratatouill,kazzak,1810,demonhunter,havoc,42,27,15
1003,Glìmpsêgøðx,twisting-nether,1809,demonhunter,havoc,42,22,20
1004,Хменчик,soulflayer,1809,demonhunter,havoc,97,47,50
1005,Yúki,blackrock,1809,demonhunter,havoc,48,23,25
1006,Ææçëñ,ravencrest,1808,demonhunter,havoc,36,23,13
1007,Xarôth,eredar,1805,demonhunter,havoc,48,22,26
1008,Cláw,ravencrest,1804,demonhunter,havoc,90,45,45
1009,Дэн,blackscar,1802,demonhunter,havoc,48,28,20
1010,Barbarinjo,silvermoon,1800,demonhunter,havoc,36,22,14
1011,Миелион,gordunni,1800,demonhunter,havoc,65,29,36
1012,Donipwnz,blackrock,1799,demonhunter,havoc,66,29,37
1013,Lassudan,stormreaver,1796,demonhunter,havoc,47,23,24
1014,Funkiller,stormscale,1788,demonhunter,havoc,46,24,22
1015,Mazöku,ravencrest,1787,demonhunter,havoc,72,41,31
1016,Eyasluna,twisting-nether,1779,demonhunter,havoc,54,24,30
1017,Zuklio,ysondre,1778,demonhunter,havoc,59,29,30
1018,Автокикер,soulflayer,1771,demonhunter,havoc,54,31,23
1019,Pulsefuzzy,burning-legion,1770,demonhunter,havoc,48,28,20
1020,Netherim,twisting-nether,1768,demonhunter,havoc,60,27,33
1021,Batik,blackmoore,1764,demonhunter,havoc,101,50,51
1022,Lelaniae,blackhand,1759,demonhunter,havoc,48,20,28
1023,Primolover,outland,1751,demonhunter,havoc,66,33,33
1024,Gøat,nemesis,1745,demonhunter,havoc,54,32,22
1025,Onof,hyjal,1742,demonhunter,havoc,54,26,28
1026,Felom,garona,1741,demonhunter,havoc,36,22,14
1027,Zerinitý,outland,1737,demonhunter,havoc,54,29,25
1028,Wojtall,silvermoon,1735,demonhunter,havoc,113,63,50
1029,Майотх,gordunni,1735,demonhunter,havoc,96,45,51
1030,Аркантт,soulflayer,1735,demonhunter,havoc,48,20,28
1031,Cuirnoir,ravencrest,1734,demonhunter,havoc,36,20,16
1032,Dadøw,dun-modr,1732,demonhunter,havoc,48,21,27
1033,Weez,kilrogg,1731,demonhunter,havoc,72,35,37
1034,Razex,kazzak,1730,demonhunter,havoc,87,44,43
1035,Haldin,kazzak,1728,demonhunter,havoc,41,22,19
1036,Khétí,tarren-mill,1728,demonhunter,havoc,65,32,33
1037,Stazó,drakthul,1726,demonhunter,havoc,91,48,43
1038,Mojothejojo,ravencrest,1725,demonhunter,havoc,44,24,20
1039,Alundil,ravencrest,1725,demonhunter,havoc,60,32,28
1040,Nuxzhell,tarren-mill,1725,demonhunter,havoc,132,66,66
1041,Kinstak,sanguino,1725,demonhunter,havoc,54,27,27
1042,Camtoe,ravencrest,1723,demonhunter,havoc,88,53,35
1043,Finwe,outland,1723,demonhunter,havoc,45,27,18
1044,Balberith,twisting-nether,1723,demonhunter,havoc,66,37,29
1045,Wibergdh,kazzak,1718,demonhunter,havoc,24,18,6
1046,Xekaul,tarren-mill,1715,demonhunter,havoc,104,49,55
1047,Íllìðåñgøðx,antonidas,1714,demonhunter,havoc,60,30,30
1048,Maevê,frostmourne,1712,demonhunter,havoc,37,19,18
1049,Mavorz,blackhand,1709,demonhunter,havoc,30,18,12
1050,Stickidan,malganis,1708,demonhunter,havoc,48,26,22
1051,Depure,blackrock,1707,demonhunter,havoc,48,24,24
1052,Hunee,kazzak,1706,demonhunter,havoc,54,32,22
1053,Íllìðåñgøðx,twisting-nether,1705,demonhunter,havoc,46,22,24
1054,Felen,zuljin,1703,demonhunter,havoc,47,21,26
1055,Авилолз,gordunni,1702,demonhunter,havoc,48,25,23
1056,Ryänåir,ravencrest,1701,demonhunter,havoc,54,34,20
1057,Indral,argent-dawn,1699,demonhunter,havoc,48,28,20
1058,Merelini,twisting-nether,1699,demonhunter,havoc,34,19,15
1059,Киттигоплей,soulflayer,1699,demonhunter,havoc,48,25,23
1060,Belákor,twisting-nether,1698,demonhunter,havoc,187,95,92
1061,Камуи,gordunni,1697,demonhunter,havoc,54,25,29
1062,Tanjero,stormscale,1696,demonhunter,havoc,53,36,17
1063,Çôæ,twisting-nether,1693,demonhunter,havoc,75,36,39
1064,Simshady,stormscale,1692,demonhunter,havoc,48,30,18
1065,Хэллшок,eversong,1691,demonhunter,havoc,30,20,10
1066,Âspen,archimonde,1690,demonhunter,havoc,66,42,24
1067,Demonkata,twisting-nether,1684,demonhunter,havoc,80,46,34
1068,Demonichanta,azjolnerub,1684,demonhunter,havoc,120,63,57
1069,Faufilé,garona,1684,demonhunter,havoc,36,18,18
1070,Slutkitten,ravencrest,1684,demonhunter,havoc,48,21,27
1071,Enfy,twisting-nether,1683,demonhunter,havoc,59,28,31
1072,Emurid,les-sentinelles,1682,demonhunter,havoc,54,26,28
1073,Demonmatheo,stormscale,1681,demonhunter,havoc,30,18,12
1074,Spheria,outland,1680,demonhunter,havoc,107,52,55
1075,Zkrdh,kazzak,1679,demonhunter,havoc,53,24,29
1076,Ranked,drakthul,1675,demonhunter,havoc,63,24,39
1077,Mentalìst,blackmoore,1674,demonhunter,havoc,63,37,26
1078,Ботология,gordunni,1674,demonhunter,havoc,54,27,27
1079,Шахдан,howling-fjord,1673,demonhunter,havoc,76,43,33
1080,Kïallz,hyjal,1672,demonhunter,havoc,165,89,76
1081,Imslapping,draenor,1669,demonhunter,havoc,66,37,29
1082,Satånist,outland,1669,demonhunter,havoc,54,26,28
1083,Nisirae,argent-dawn,1662,demonhunter,havoc,81,51,30
1084,Quazr,outland,1662,demonhunter,havoc,121,75,46
1085,Dyamo,sylvanas,1659,demonhunter,havoc,219,113,106
1086,Uldren,defias-brotherhood,1658,demonhunter,havoc,128,60,68
1087,Bojestvena,twisting-nether,1654,demonhunter,havoc,42,22,20
1088,Thorair,ravenholdt,1653,demonhunter,havoc,60,31,29
1089,Felski,outland,1653,demonhunter,havoc,49,23,26
1090,Xalgalor,silvermoon,1650,demonhunter,havoc,48,29,19
1091,Velysaría,guldan,1650,demonhunter,havoc,46,25,21
1092,Susanoø,eredar,1650,demonhunter,havoc,159,85,74
1093,Нэйтиси,soulflayer,1644,demonhunter,havoc,47,23,24
1094,Nolitara,exodar,1640,demonhunter,havoc,54,29,25
1095,Demonmancer,ravencrest,1639,demonhunter,havoc,114,62,52
1096,Врежимеэтти,soulflayer,1639,demonhunter,havoc,36,18,18
1097,Aofaye,aegwynn,1638,demonhunter,havoc,53,21,32
1098,Picpouc,archimonde,1637,demonhunter,havoc,54,24,30
1099,Riptos,blackhand,1635,demonhunter,havoc,46,22,24
1100,ßerdína,tarren-mill,1634,demonhunter,havoc,75,38,37
1101,Nèvér,silvermoon,1633,demonhunter,havoc,42,21,21
1102,Akkita,ravencrest,1631,demonhunter,havoc,68,38,30
1103,Shaihulud,sanguino,1630,demonhunter,havoc,145,81,64
1104,Evil,uldum,1630,demonhunter,havoc,84,46,38
1105,Temac,magtheridon,1630,demonhunter,havoc,42,22,20
1106,Jawohunt,rexxar,1630,demonhunter,havoc,54,18,36
1107,Molntuss,ravencrest,1629,demonhunter,havoc,80,36,44
1108,Billyhassan,kazzak,1628,demonhunter,havoc,30,18,12
1109,Reckqt,eredar,1628,demonhunter,havoc,30,17,13
1110,Azraethx,ravencrest,1627,demonhunter,havoc,36,24,12
1111,Eurobeat,dun-modr,1627,demonhunter,havoc,36,21,15
1112,Юзлескласс,gordunni,1627,demonhunter,havoc,36,20,16
1113,Xetalar,burning-legion,1626,demonhunter,havoc,144,84,60
1114,Omegapump,ravencrest,1626,demonhunter,havoc,36,19,17
1115,Nillrogthedh,stormscale,1625,demonhunter,havoc,90,59,31
1116,Unkqt,dalaran,1625,demonhunter,havoc,36,20,16
1117,Jumboo,tarren-mill,1625,demonhunter,havoc,53,29,24
1118,Drmanaburn,ravencrest,1624,demonhunter,havoc,30,17,13
1119,Dominik,the-maelstrom,1623,demonhunter,havoc,126,73,53
1120,Jolyh,nemesis,1622,demonhunter,havoc,36,24,12
1121,Sweetpety,tarren-mill,1622,demonhunter,havoc,63,37,26
1122,Lanadelbae,teldrassil,1622,demonhunter,havoc,91,46,45
1123,Fruchtzwerg,tarren-mill,1618,demonhunter,havoc,36,22,14
1124,Пибзянка,howling-fjord,1616,demonhunter,havoc,36,20,16
1125,Garoteromani,draenor,1612,demonhunter,havoc,60,38,22
1126,Lindzor,frostmane,1611,demonhunter,havoc,41,29,12
1127,Lilfly,twisting-nether,1611,demonhunter,havoc,30,17,13
1128,Gündüzgezen,silvermoon,1611,demonhunter,havoc,44,23,21
1129,Ted,frostwolf,1610,demonhunter,havoc,36,17,19
1130,Турбосвинья,gordunni,1608,demonhunter,havoc,48,26,22
1131,Przemson,mazrigos,1607,demonhunter,havoc,42,22,20
1132,Neralith,ravencrest,1607,demonhunter,havoc,42,20,22
1133,Майкелелекек,gordunni,1606,demonhunter,havoc,36,17,19
1134,Havocer,burning-legion,1605,demonhunter,havoc,60,33,27
1135,Èstefany,stormscale,1604,demonhunter,havoc,90,49,41
1136,Zevsa,ravencrest,1604,demonhunter,havoc,48,25,23
1137,Zayláh,ravencrest,1604,demonhunter,havoc,87,42,45
1138,Фэсс,soulflayer,1603,demonhunter,havoc,60,32,28
1139,Cheetòs,blackmoore,1602,demonhunter,havoc,24,17,7
1140,Крикадский,howling-fjord,1598,demonhunter,havoc,84,50,34
1141,Великаямыша,blackscar,1598,demonhunter,havoc,44,26,18
1142,Yousaindh,blackrock,1598,demonhunter,havoc,54,21,33
1143,Sepdy,draenor,1596,demonhunter,havoc,36,21,15
1144,Rezer,stormscale,1595,demonhunter,havoc,42,20,22
1145,Demoncyka,twisting-nether,1595,demonhunter,havoc,54,17,37
1146,Phesxdh,sylvanas,1594,demonhunter,havoc,30,23,7
1147,Sebyk,doomhammer,1591,demonhunter,havoc,54,32,22
1148,Gigasloth,outland,1589,demonhunter,havoc,24,18,6
1149,Dhzor,twisting-nether,1588,demonhunter,havoc,58,30,28
1150,Shanaplow,hyjal,1586,demonhunter,havoc,48,20,28
1151,Трукейт,gordunni,1582,demonhunter,havoc,56,33,23
1152,Amnésysx,ysondre,1581,demonhunter,havoc,42,19,23
1153,Геммула,howling-fjord,1575,demonhunter,havoc,144,70,74
1154,Rylqt,blackmoore,1570,demonhunter,havoc,48,21,27
1155,Shadyblady,nemesis,1568,demonhunter,havoc,46,24,22
1156,Дантеллиан,gordunni,1566,demonhunter,havoc,87,44,43
1157,Dhqoo,blackrock,1565,demonhunter,havoc,42,18,24
1158,Zireáel,stormscale,1562,demonhunter,havoc,32,18,14
1159,Roaf,twisting-nether,1561,demonhunter,havoc,57,28,29
1160,Lghdtv,ravencrest,1560,demonhunter,havoc,72,36,36
1161,Мужичок,soulflayer,1559,demonhunter,havoc,66,37,29
1162,Incanator,tarren-mill,1556,demonhunter,havoc,60,30,30
1163,Fullsënd,ragnaros,1546,demonhunter,havoc,60,25,35
1164,Däshgødx,stormscale,1543,demonhunter,havoc,54,31,23
1165,Tayo,dun-modr,1541,demonhunter,havoc,42,24,18
1166,Azaleia,archimonde,1540,demonhunter,havoc,107,53,54
1167,Чанпэн,soulflayer,1539,demonhunter,havoc,128,68,60
1168,Misli,stormscale,1537,demonhunter,havoc,30,19,11
1169,Boozlike,tarren-mill,1537,demonhunter,havoc,54,28,26
1170,Nixzon,thrall,1537,demonhunter,havoc,54,18,36
1171,Winxclub,ravencrest,1534,demonhunter,havoc,53,32,21
1172,Ambudh,kazzak,1533,demonhunter,havoc,30,16,14
1173,Demobob,tarren-mill,1533,demonhunter,havoc,30,16,14
1174,Neverdance,ravencrest,1533,demonhunter,havoc,36,16,20
1175,Râindra,twisting-nether,1532,demonhunter,havoc,132,66,66
1176,Shylea,ravencrest,1531,demonhunter,havoc,90,48,42
1177,Albunico,draenor,1527,demonhunter,havoc,105,59,46
1178,Kostiq,kazzak,1527,demonhunter,havoc,30,16,14
1179,Despèradø,archimonde,1527,demonhunter,havoc,60,30,30
1180,Alcóhon,ravencrest,1526,demonhunter,havoc,35,17,18
1181,Zintu,draenor,1526,demonhunter,havoc,66,30,36
1182,Dinastye,archimonde,1525,demonhunter,havoc,47,25,22
1183,Stellarvore,nemesis,1525,demonhunter,havoc,42,21,21
1184,Yeedhlol,blackmoore,1523,demonhunter,havoc,30,16,14
1185,Vênedri,eredar,1522,demonhunter,havoc,36,22,14
1186,Akaria,blackrock,1518,demonhunter,havoc,58,39,19
1187,Guccibaby,silvermoon,1517,demonhunter,havoc,54,27,27
1188,Ferihokurva,outland,1515,demonhunter,havoc,30,16,14
1189,Сосочков,soulflayer,1515,demonhunter,havoc,94,41,53
1190,Speedførce,antonidas,1513,demonhunter,havoc,36,16,20
1191,Pibzya,ravencrest,1512,demonhunter,havoc,33,17,16
1192,Slaanaesh,kazzak,1511,demonhunter,havoc,45,17,28
1193,Draxie,turalyon,1509,demonhunter,havoc,28,17,11
1194,Telarris,twisting-nether,1509,demonhunter,havoc,141,82,59
1195,Zitx,ravencrest,1507,demonhunter,havoc,47,26,21
1196,Edh,dalaran,1507,demonhunter,havoc,45,18,27
1197,Koomaliha,outland,1506,demonhunter,havoc,67,29,38
1198,Tenawees,blackmoore,1505,demonhunter,havoc,36,22,14
1199,Kayzel,argent-dawn,1504,demonhunter,havoc,78,37,41
1200,Tamtheone,silvermoon,1503,demonhunter,havoc,54,26,28
1201,Цэрри,soulflayer,1501,demonhunter,havoc,60,30,30
1202,Nuitrayer,hyjal,1497,demonhunter,havoc,50,33,17
1203,Hauntedseoul,grim-batol,1496,demonhunter,havoc,90,54,36
1204,Nøvillain,blackrock,1494,demonhunter,havoc,36,20,16
1205,Snitchezz,blackmoore,1493,demonhunter,havoc,96,51,45
1206,Цезарий,gordunni,1493,demonhunter,havoc,72,35,37
1207,Échô,tarren-mill,1489,demonhunter,havoc,40,18,22
1208,Shtahuntna,tarren-mill,1484,demonhunter,havoc,66,38,28
1209,Thingawoop,tarren-mill,1483,demonhunter,havoc,32,17,15
1210,Ноубрейндыха,gordunni,1483,demonhunter,havoc,54,26,28
1211,Duffin,doomhammer,1482,demonhunter,havoc,102,49,53
1212,Oonn,outland,1482,demonhunter,havoc,45,21,24
1213,Oggidanbuu,tarren-mill,1479,demonhunter,havoc,36,17,19
1214,Thehûnt,outland,1476,demonhunter,havoc,30,19,11
1215,Лизарин,gordunni,1476,demonhunter,havoc,35,16,19
1216,Frevee,outland,1475,demonhunter,havoc,95,54,41
1217,Vorbis,twisting-nether,1472,demonhunter,havoc,42,17,25
1218,Myztiko,hellscream,1470,demonhunter,havoc,140,72,68
1219,Blizdliksk,outland,1467,demonhunter,havoc,36,20,16
1220,Ilovelilith,zuljin,1466,demonhunter,havoc,47,22,25
1221,Фумиан,soulflayer,1465,demonhunter,havoc,52,22,30
1222,Arnokia,kazzak,1463,demonhunter,havoc,66,30,36
1223,Beerseewälk,ragnaros,1462,demonhunter,havoc,42,21,21
1224,Lasaka,stormscale,1460,demonhunter,havoc,30,19,11
1225,Împd,ravencrest,1456,demonhunter,havoc,90,43,47
1226,Ülquiorrä,kazzak,1450,demonhunter,havoc,53,34,19
1227,Аянамирейко,blackscar,1450,demonhunter,havoc,60,36,24
1228,Кирсена,gordunni,1450,demonhunter,havoc,35,17,18
1229,Shadoss,ravencrest,1447,demonhunter,havoc,54,22,32
1230,Valarauk,ravencrest,1440,demonhunter,havoc,87,51,36
1231,Flaybalbooll,ragnaros,1437,demonhunter,havoc,72,38,34
1232,Kebabidin,kazzak,1436,demonhunter,havoc,30,15,15
1233,Wibez,twisting-nether,1433,demonhunter,havoc,24,15,9
1234,Jesana,argent-dawn,1432,demonhunter,havoc,30,17,13
1235,Soizis,drakthul,1431,demonhunter,havoc,24,15,9
1236,Ifeeldirty,draenor,1431,demonhunter,havoc,31,16,15
1237,Darrkdemon,kazzak,1430,demonhunter,havoc,101,47,54
1238,Деструкцыя,howling-fjord,1426,demonhunter,havoc,39,22,17
1239,Thugrøse,blackrock,1426,demonhunter,havoc,60,31,29
1240,Hialdoo,sylvanas,1426,demonhunter,havoc,36,15,21
1241,Métakagoule,ysondre,1425,demonhunter,havoc,63,29,34
1242,Tkr,zuljin,1424,demonhunter,havoc,42,24,18
1243,Méruème,hyjal,1424,demonhunter,havoc,31,16,15
1244,Culywurly,silvermoon,1423,demonhunter,havoc,60,28,32
1245,Enthia,antonidas,1422,demonhunter,havoc,53,25,28
1246,Enhtailo,draenor,1421,demonhunter,havoc,24,15,9
1247,Ilidrax,hyjal,1421,demonhunter,havoc,30,15,15
1248,Doomcake,emeriss,1419,demonhunter,havoc,24,15,9
1249,Crappyftw,ravencrest,1416,demonhunter,havoc,126,64,62
1250,Toddsnuggles,thrall,1414,demonhunter,havoc,30,20,10
1251,Malakbel,nemesis,1413,demonhunter,havoc,81,38,43
1252,Коньх,goldrinn,1407,demonhunter,havoc,42,17,25
1253,Checakore,argent-dawn,1406,demonhunter,havoc,48,27,21
1254,Luzifer,ambossar,1406,demonhunter,havoc,129,68,61
1255,Luckertwo,tarren-mill,1403,demonhunter,havoc,60,33,27
1256,Древиал,gordunni,1399,demonhunter,havoc,30,16,14
1257,Malabala,grim-batol,1398,demonhunter,havoc,23,15,8
1258,Razziyel,ragnaros,1396,demonhunter,havoc,41,21,20
1259,Дартарин,gordunni,1395,demonhunter,havoc,62,34,28
1260,Cptxo,tarren-mill,1382,demonhunter,havoc,35,16,19
1261,Øbsessiøn,kazzak,1379,demonhunter,havoc,54,24,30
1262,Imlegalblind,ragnaros,1378,demonhunter,havoc,73,31,42
1263,Keanujeeves,dentarg,1376,demonhunter,havoc,60,33,27
1264,Pówèr,ravencrest,1375,demonhunter,havoc,42,23,19
1265,Ignasei,archimonde,1374,demonhunter,havoc,35,15,20
1266,Anstict,kazzak,1371,demonhunter,havoc,48,22,26
1267,Seyran,silvermoon,1367,demonhunter,havoc,30,15,15
1268,Iaml,ravencrest,1366,demonhunter,havoc,49,24,25
1269,Ziltush,archimonde,1366,demonhunter,havoc,81,38,43
1270,Monkeypox,twisting-nether,1366,demonhunter,havoc,46,19,27
1271,Покахонта,soulflayer,1364,demonhunter,havoc,70,35,35
1272,Imsickleavme,draenor,1363,demonhunter,havoc,64,32,32
1273,Varedisa,kazzak,1363,demonhunter,havoc,41,19,22
1274,Phudi,tarren-mill,1361,demonhunter,havoc,83,36,47
1275,Ларэгар,azuregos,1361,demonhunter,havoc,66,27,39
1276,Súrinox,blackrock,1355,demonhunter,havoc,77,44,33
1277,Lozakum,draenor,1353,demonhunter,havoc,46,24,22
1278,Агрочика,borean-tundra,1349,demonhunter,havoc,36,16,20
1279,Мицлейн,gordunni,1348,demonhunter,havoc,39,16,23
1280,Adalya,stormrage,1348,demonhunter,havoc,52,19,33
1281,Ibeem,dentarg,1346,demonhunter,havoc,33,23,10
1282,Obey,exodar,1346,demonhunter,havoc,41,20,21
1283,Thalamis,kazzak,1345,demonhunter,havoc,75,33,42
1284,Eréthrus,ravencrest,1343,demonhunter,havoc,24,14,10
1285,Khalestya,shendralar,1342,demonhunter,havoc,54,23,31
1286,Mandariâ,blackmoore,1341,demonhunter,havoc,24,14,10
1287,Ragnirok,deathwing,1341,demonhunter,havoc,72,34,38
1288,Wrakdh,archimonde,1340,demonhunter,havoc,50,31,19
1289,Illídana,azjolnerub,1340,demonhunter,havoc,62,32,30
1290,Alithy,kazzak,1339,demonhunter,havoc,65,36,29
1291,Nepthýs,blackhand,1338,demonhunter,havoc,33,15,18
1292,Faytundh,kult-der-verdammten,1336,demonhunter,havoc,30,14,16
1293,Hawoc,chamber-of-aspects,1334,demonhunter,havoc,42,26,16
1294,Azzïnoth,sargeras,1334,demonhunter,havoc,24,14,10
1295,Soca,ysondre,1334,demonhunter,havoc,54,24,30
1296,Felwinter,ravencrest,1332,demonhunter,havoc,36,14,22
1297,Treehunter,ravencrest,1331,demonhunter,havoc,24,14,10
1298,Kïng,frostmane,1330,demonhunter,havoc,18,14,4
1299,Øctågøñ,blackrock,1328,demonhunter,havoc,46,18,28
1300,Ämi,blackmoore,1327,demonhunter,havoc,36,15,21
1301,Louloulou,aegwynn,1326,demonhunter,havoc,93,52,41
1302,Adapterinput,auchindoun,1325,demonhunter,havoc,40,22,18
1303,Геннитиро,deathguard,1321,demonhunter,havoc,24,14,10
1304,Itheos,kazzak,1321,demonhunter,havoc,77,36,41
1305,Kâtsulol,ysondre,1321,demonhunter,havoc,30,14,16
1306,Мужна,grom,1316,demonhunter,havoc,24,14,10
1307,Yvrig,eredar,1313,demonhunter,havoc,24,14,10
1308,Notcrashy,eredar,1311,demonhunter,havoc,23,17,6
1309,Délyria,blackhand,1311,demonhunter,havoc,54,32,22
1310,Jayhan,chamber-of-aspects,1311,demonhunter,havoc,68,37,31
1311,Bestdemon,tarren-mill,1311,demonhunter,havoc,39,20,19
1312,Ðraudræm,ravencrest,1311,demonhunter,havoc,80,36,44
1313,Írony,draenor,1310,demonhunter,havoc,26,15,11
1314,Кельдарк,soulflayer,1309,demonhunter,havoc,100,41,59
1315,Slowcuzclick,stormscale,1307,demonhunter,havoc,85,44,41
1316,Breezzdh,twisting-nether,1305,demonhunter,havoc,29,14,15
1317,Trashcarlitô,eredar,1302,demonhunter,havoc,26,15,11
1318,Каралас,soulflayer,1301,demonhunter,havoc,36,21,15
1319,Nezruslfive,dun-modr,1301,demonhunter,havoc,30,15,15
1320,Chapzi,ragnaros,1300,demonhunter,havoc,42,23,19
1321,Brisingamen,outland,1297,demonhunter,havoc,30,14,16
1322,Icelucard,argent-dawn,1297,demonhunter,havoc,35,16,19
