realm,rating,cls,spec,play,win,lose
outland,765,demonhunter,vengeance,18,8,10
aggra-português,336,demonhunter,vengeance,9,4,5
grom,192,demonhunter,vengeance,12,2,10
hyjal,95,demonhunter,vengeance,6,1,5
kazzak,2200,druid,restoration,81,47,34
ravencrest,2162,druid,restoration,130,71,59
ravencrest,2153,druid,restoration,120,65,55
outland,2107,druid,restoration,95,59,36
kelthuzad,2105,druid,restoration,78,45,33
stormscale,2101,druid,restoration,60,44,16
elune,2017,druid,restoration,131,65,66
argent-dawn,1990,druid,restoration,212,114,98
kazzak,1960,druid,restoration,60,31,29
sylvanas,1947,druid,restoration,60,36,24
stormreaver,1945,druid,restoration,54,31,23
magtheridon,1932,druid,restoration,90,47,43
outland,1911,druid,restoration,58,29,29
stormreaver,1886,druid,restoration,60,34,26
ravencrest,1876,druid,restoration,142,88,54
guldan,1865,druid,restoration,54,29,25
tarren-mill,1862,druid,restoration,93,54,39
eredar,1855,druid,restoration,66,32,34
ravencrest,1852,druid,restoration,48,30,18
archimonde,1850,druid,restoration,47,30,17
silvermoon,1844,druid,restoration,97,46,51
ravencrest,1836,druid,restoration,42,25,17
silvermoon,1830,druid,restoration,71,31,40
draenor,1828,druid,restoration,57,30,27
blackhand,1827,druid,restoration,65,33,32
sunstrider,1825,druid,restoration,43,25,18
aszune,1823,druid,restoration,42,25,17
blackrock,1820,druid,restoration,60,27,33
stormscale,1800,druid,restoration,60,32,28
arthas,1799,druid,restoration,59,26,33
burning-legion,1794,druid,restoration,125,63,62
blackscar,1775,druid,restoration,83,38,45
dun-morogh,1774,druid,restoration,42,23,19
silvermoon,1767,druid,restoration,60,27,33
archimonde,1763,druid,restoration,102,49,53
ravencrest,1755,druid,restoration,93,54,39
aegwynn,1752,druid,restoration,36,21,15
outland,1742,druid,restoration,41,19,22
thunderhorn,1740,druid,restoration,66,36,30
deathguard,1739,druid,restoration,66,38,28
outland,1734,druid,restoration,48,23,25
kazzak,1728,druid,restoration,47,28,19
outland,1716,druid,restoration,65,26,39
ravencrest,1715,druid,restoration,31,21,10
draenor,1715,druid,restoration,36,18,18
archimonde,1711,druid,restoration,30,18,12
ravencrest,1706,druid,restoration,42,18,24
burning-blade,1704,druid,restoration,42,28,14
argent-dawn,1696,druid,restoration,42,29,13
stormscale,1683,druid,restoration,42,27,15
gordunni,1674,druid,restoration,36,18,18
thrall,1673,druid,restoration,47,26,21
silvermoon,1673,druid,restoration,102,51,51
ravencrest,1667,druid,restoration,117,56,61
kazzak,1657,druid,restoration,48,29,19
xavius,1657,druid,restoration,45,26,19
stormscale,1650,druid,restoration,60,23,37
archimonde,1646,druid,restoration,48,20,28
elune,1645,druid,restoration,72,36,36
howling-fjord,1636,druid,restoration,52,29,23
stormscale,1630,druid,restoration,60,34,26
tarren-mill,1629,druid,restoration,30,17,13
stormscale,1628,druid,restoration,30,17,13
auchindoun,1622,druid,restoration,51,30,21
gordunni,1619,druid,restoration,32,18,14
outland,1615,druid,restoration,24,17,7
zuljin,1608,druid,restoration,48,20,28
blackscar,1607,druid,restoration,39,27,12
kazzak,1600,druid,restoration,24,17,7
argent-dawn,1600,druid,restoration,48,27,21
sinstralis,1600,druid,restoration,152,77,75
tarren-mill,1600,druid,restoration,58,20,38
auchindoun,1589,druid,restoration,96,49,47
twisting-nether,1569,druid,restoration,60,36,24
archimonde,1562,druid,restoration,66,29,37
ravencrest,1553,druid,restoration,36,17,19
dalaran,1550,druid,restoration,107,60,47
blackhand,1548,druid,restoration,48,23,25
korgall,1547,druid,restoration,30,18,12
eredar,1539,druid,restoration,36,19,17
aegwynn,1532,druid,restoration,24,16,8
ravencrest,1532,druid,restoration,30,16,14
ysondre,1530,druid,restoration,30,16,14
ravencrest,1514,druid,restoration,47,24,23
outland,1512,druid,restoration,51,26,25
gordunni,1506,druid,restoration,78,47,31
outland,1494,druid,restoration,66,34,32
kazzak,1488,druid,restoration,43,21,22
blackmoore,1482,druid,restoration,42,20,22
gordunni,1481,druid,restoration,75,37,38
drakthul,1478,druid,restoration,24,16,8
ambossar,1474,druid,restoration,48,23,25
tarren-mill,1464,druid,restoration,42,23,19
silvermoon,1461,druid,restoration,56,28,28
draenor,1458,druid,restoration,42,21,21
eredar,1455,druid,restoration,44,25,19
darksorrow,1443,druid,restoration,84,45,39
kazzak,1441,druid,restoration,171,69,102
howling-fjord,1435,druid,restoration,66,34,32
ravencrest,1423,druid,restoration,133,84,49
tarren-mill,1399,druid,restoration,28,16,12
kazzak,1395,druid,restoration,54,25,29
gordunni,1369,druid,restoration,65,32,33
ragnaros,1366,druid,restoration,30,16,14
jaedenar,1357,druid,restoration,60,27,33
sylvanas,1356,druid,restoration,93,49,44
silvermoon,1353,druid,restoration,271,130,141
outland,1348,druid,restoration,34,19,15
kazzak,1343,druid,restoration,24,14,10
draenor,1334,druid,restoration,60,28,32
eversong,1331,druid,restoration,66,33,33
ravencrest,1330,druid,restoration,36,15,21
ragnaros,1326,druid,restoration,71,33,38
stormreaver,1324,druid,restoration,30,20,10
dun-modr,1323,druid,restoration,120,62,58
kazzak,1322,druid,restoration,36,20,16
sunstrider,1319,druid,restoration,42,27,15
soulflayer,1316,druid,restoration,36,18,18
xavius,1309,druid,restoration,60,30,30
sylvanas,1305,druid,restoration,47,24,23
stormscale,1300,druid,restoration,54,26,28
tirion,1298,druid,restoration,42,22,20
sylvanas,1294,druid,restoration,36,18,18
terokkar,1294,druid,restoration,87,36,51
ambossar,1293,druid,restoration,32,15,17
outland,1292,druid,restoration,73,34,39
rexxar,1291,druid,restoration,36,17,19
sylvanas,1290,druid,restoration,24,14,10
stormscale,1286,druid,restoration,42,14,28
defias-brotherhood,1284,druid,restoration,91,41,50
outland,1277,druid,restoration,24,14,10
arathor,1276,druid,restoration,44,22,22
twisting-nether,1275,druid,restoration,69,36,33
gordunni,1267,druid,restoration,81,38,43
kazzak,1265,druid,restoration,48,27,21
gordunni,1252,druid,restoration,73,47,26
blackmoore,1251,druid,restoration,84,39,45
ravencrest,1247,druid,restoration,24,13,11
stormscale,1247,druid,restoration,35,17,18
ravencrest,1246,druid,restoration,30,13,17
voljin,1245,druid,restoration,36,13,23
outland,1242,druid,restoration,18,13,5
earthen-ring,1242,druid,restoration,131,71,60
outland,1236,druid,restoration,24,16,8
aszune,1231,druid,restoration,72,39,33
silvermoon,1230,druid,restoration,48,24,24
archimonde,1223,druid,restoration,30,13,17
archimonde,1210,druid,restoration,24,13,11
nemesis,1209,druid,restoration,30,16,14
gilneas,1209,druid,restoration,49,26,23
archimonde,1204,druid,restoration,103,56,47
azshara,1200,druid,restoration,72,39,33
antonidas,1200,druid,restoration,35,17,18
kazzak,1199,druid,restoration,23,13,10
gordunni,1188,druid,restoration,54,25,29
eversong,1182,druid,restoration,72,26,46
twisting-nether,1181,druid,restoration,24,17,7
hyjal,1177,druid,restoration,72,39,33
tarren-mill,1155,druid,restoration,24,13,11
stormscale,1151,druid,restoration,47,29,18
ravencrest,1151,druid,restoration,24,12,12
twisting-nether,1150,druid,restoration,24,12,12
archimonde,1147,druid,restoration,24,12,12
aegwynn,1146,druid,restoration,24,12,12
sanguino,1146,druid,restoration,36,12,24
archimonde,1145,druid,restoration,18,12,6
aegwynn,1143,druid,restoration,179,87,92
karazhan,1141,druid,restoration,79,43,36
thrall,1141,druid,restoration,66,34,32
gordunni,1139,druid,restoration,30,12,18
howling-fjord,1138,druid,restoration,19,13,6
kazzak,1136,druid,restoration,42,24,18
outland,1134,druid,restoration,53,19,34
kazzak,1130,druid,restoration,26,14,12
khaz-modan,1114,druid,restoration,30,18,12
alakir,1109,druid,restoration,30,16,14
aegwynn,1102,druid,restoration,29,14,15
hyjal,1101,druid,restoration,30,19,11
blackrock,1097,druid,restoration,29,14,15
argent-dawn,1093,druid,restoration,48,14,34
gordunni,1089,druid,restoration,75,35,40
aegwynn,1087,druid,restoration,20,12,8
twisting-nether,1086,druid,restoration,42,23,19
drakthul,1085,druid,restoration,56,29,27
stormscale,1082,druid,restoration,36,18,18
twisting-nether,1081,druid,restoration,17,12,5
grim-batol,1073,druid,restoration,24,13,11
outland,1062,druid,restoration,76,31,45
drakthul,1056,druid,restoration,24,11,13
draenor,1056,druid,restoration,24,11,13
gordunni,1056,druid,restoration,24,11,13
aegwynn,1055,druid,restoration,18,11,7
kazzak,1055,druid,restoration,18,11,7
malganis,1055,druid,restoration,24,11,13
malganis,1053,druid,restoration,18,11,7
shattered-hand,1053,druid,restoration,18,11,7
gordunni,1053,druid,restoration,18,11,7
gordunni,1052,druid,restoration,18,11,7
kazzak,1041,druid,restoration,18,11,7
ravencrest,1038,druid,restoration,18,11,7
silvermoon,1024,druid,restoration,50,13,37
argent-dawn,1021,druid,restoration,44,20,24
azjolnerub,1020,druid,restoration,30,18,12
eredar,1019,druid,restoration,25,12,13
antonidas,1015,druid,restoration,33,21,12
kazzak,1015,druid,restoration,31,11,20
archimonde,1011,druid,restoration,36,13,23
blackrock,1001,druid,restoration,24,11,13
kazzak,991,druid,restoration,47,16,31
sanguino,986,druid,restoration,30,15,15
runetotem,976,druid,restoration,22,12,10
argent-dawn,966,druid,restoration,36,16,20
sylvanas,962,druid,restoration,63,36,27
archimonde,960,druid,restoration,18,10,8
soulflayer,960,druid,restoration,18,10,8
burning-legion,960,druid,restoration,24,10,14
draenor,959,druid,restoration,12,10,2
sylvanas,959,druid,restoration,24,10,14
blackrock,958,druid,restoration,18,10,8
ragnaros,955,druid,restoration,18,10,8
archimonde,954,druid,restoration,30,18,12
drakthul,954,druid,restoration,82,44,38
kazzak,950,druid,restoration,18,10,8
blackscar,950,druid,restoration,24,10,14
ravencrest,947,druid,restoration,18,10,8
kazzak,943,druid,restoration,12,10,2
defias-brotherhood,938,druid,restoration,42,22,20
auchindoun,930,druid,restoration,30,10,20
stormscale,927,druid,restoration,17,10,7
tarren-mill,925,druid,restoration,24,13,11
doomhammer,923,druid,restoration,36,13,23
blackmoore,917,druid,restoration,46,20,26
sylvanas,911,druid,restoration,17,10,7
archimonde,903,druid,restoration,35,11,24
archimonde,899,druid,restoration,24,12,12
lich-king,878,druid,restoration,24,10,14
archimonde,870,druid,restoration,42,18,24
sanguino,864,druid,restoration,12,9,3
kazzak,864,druid,restoration,12,9,3
burning-legion,864,druid,restoration,18,9,9
sylvanas,864,druid,restoration,24,9,15
outland,863,druid,restoration,18,9,9
ravencrest,862,druid,restoration,18,9,9
shattered-hand,862,druid,restoration,18,9,9
silvermoon,861,druid,restoration,24,9,15
stormscale,860,druid,restoration,18,9,9
drakthul,859,druid,restoration,18,10,8
dun-morogh,859,druid,restoration,35,17,18
blackrock,855,druid,restoration,24,9,15
outland,854,druid,restoration,12,9,3
kazzak,843,druid,restoration,23,9,14
silvermoon,837,druid,restoration,19,10,9
twisting-nether,836,druid,restoration,18,9,9
blackscar,830,druid,restoration,24,10,14
gordunni,828,druid,restoration,16,10,6
ravencrest,817,druid,restoration,71,24,47
ragnaros,816,druid,restoration,15,10,5
sylvanas,804,druid,restoration,42,16,26
grom,784,druid,restoration,28,11,17
silvermoon,783,druid,restoration,11,9,2
silvermoon,768,druid,restoration,12,8,4
ravencrest,768,druid,restoration,12,8,4
draenor,768,druid,restoration,12,8,4
aegwynn,768,druid,restoration,12,8,4
ravencrest,768,druid,restoration,12,8,4
silvermoon,767,druid,restoration,12,8,4
ravencrest,766,druid,restoration,18,8,10
blackhand,765,druid,restoration,12,8,4
silvermoon,765,druid,restoration,12,8,4
nemesis,765,druid,restoration,14,8,6
aegwynn,765,druid,restoration,18,8,10
kazzak,765,druid,restoration,18,8,10
krasus,762,druid,restoration,12,8,4
outland,761,druid,restoration,18,8,10
magtheridon,752,druid,restoration,12,8,4
burning-legion,751,druid,restoration,12,8,4
ghostlands,741,druid,restoration,22,9,13
nemesis,729,druid,restoration,123,51,72
eversong,721,druid,restoration,18,8,10
stormscale,702,druid,restoration,16,8,8
blackscar,700,druid,restoration,29,9,20
blackmoore,690,druid,restoration,14,8,6
kazzak,686,druid,restoration,13,8,5
azuregos,675,druid,restoration,25,8,17
ravencrest,672,druid,restoration,12,7,5
ravencrest,672,druid,restoration,12,7,5
outland,672,druid,restoration,12,7,5
eredar,672,druid,restoration,12,7,5
galakrond,672,druid,restoration,18,7,11
ravencrest,672,druid,restoration,18,7,11
archimonde,672,druid,restoration,18,7,11
gordunni,672,druid,restoration,24,7,17
kazzak,671,druid,restoration,12,7,5
ravencrest,671,druid,restoration,12,7,5
archimonde,671,druid,restoration,12,7,5
archimonde,671,druid,restoration,18,7,11
twilights-hammer,671,druid,restoration,18,7,11
gordunni,671,druid,restoration,24,7,17
aegwynn,670,druid,restoration,18,7,11
gordunni,668,druid,restoration,16,8,8
argent-dawn,667,druid,restoration,18,7,11
draenor,667,druid,restoration,18,7,11
hyjal,666,druid,restoration,12,7,5
kazzak,666,druid,restoration,12,7,5
argent-dawn,661,druid,restoration,12,7,5
ravencrest,640,druid,restoration,10,8,2
aegwynn,639,druid,restoration,16,7,9
ravencrest,639,druid,restoration,20,8,12
ravencrest,624,druid,restoration,17,7,10
aegwynn,610,druid,restoration,28,9,19
deathguard,607,druid,restoration,8,7,1
emeriss,607,druid,restoration,11,7,4
argent-dawn,594,druid,restoration,16,7,9
ravencrest,576,druid,restoration,6,6,0
sylvanas,576,druid,restoration,6,6,0
kazzak,576,druid,restoration,6,6,0
blackmoore,576,druid,restoration,6,6,0
die-nachtwache,576,druid,restoration,12,6,6
silvermoon,576,druid,restoration,12,6,6
ragnaros,576,druid,restoration,12,6,6
gordunni,576,druid,restoration,12,6,6
outland,576,druid,restoration,12,6,6
aegwynn,576,druid,restoration,12,6,6
eredar,576,druid,restoration,12,6,6
kazzak,576,druid,restoration,12,6,6
twisting-nether,576,druid,restoration,12,6,6
ravencrest,576,druid,restoration,12,6,6
ravencrest,576,druid,restoration,12,6,6
argent-dawn,576,druid,restoration,18,6,12
stormscale,576,druid,restoration,18,6,12
tarren-mill,576,druid,restoration,18,6,12
soulflayer,575,druid,restoration,12,6,6
dun-morogh,575,druid,restoration,12,6,6
outland,575,druid,restoration,12,6,6
ragnaros,575,druid,restoration,12,6,6
tarren-mill,575,druid,restoration,18,6,12
archimonde,575,druid,restoration,18,6,12
stormscale,575,druid,restoration,18,6,12
earthen-ring,575,druid,restoration,18,6,12
tarren-mill,574,druid,restoration,12,6,6
wrathbringer,574,druid,restoration,12,6,6
ragnaros,574,druid,restoration,18,6,12
gordunni,574,druid,restoration,24,6,18
gordunni,573,druid,restoration,10,7,3
baelgun,573,druid,restoration,18,6,12
twisting-nether,573,druid,restoration,24,6,18
the-maelstrom,571,druid,restoration,12,6,6
khazgoroth,568,druid,restoration,18,6,12
tarren-mill,543,druid,restoration,17,6,11
blackscar,528,druid,restoration,9,6,3
stormscale,522,druid,restoration,17,8,9
outland,480,druid,restoration,6,5,1
grim-batol,480,druid,restoration,6,5,1
soulflayer,480,druid,restoration,6,5,1
ravencrest,480,druid,restoration,12,5,7
outland,480,druid,restoration,12,5,7
stormscale,480,druid,restoration,12,5,7
outland,480,druid,restoration,12,5,7
blackscar,480,druid,restoration,12,5,7
stormscale,480,druid,restoration,12,5,7
outland,480,druid,restoration,12,5,7
kazzak,480,druid,restoration,12,5,7
argent-dawn,480,druid,restoration,12,5,7
stormscale,480,druid,restoration,12,5,7
ragnaros,480,druid,restoration,12,5,7
hellscream,480,druid,restoration,12,5,7
drakthul,480,druid,restoration,18,5,13
ravencrest,480,druid,restoration,18,5,13
blackmoore,479,druid,restoration,6,5,1
blackrock,479,druid,restoration,6,5,1
twisting-nether,479,druid,restoration,6,5,1
colinas-pardas,479,druid,restoration,12,5,7
ravencrest,479,druid,restoration,12,5,7
hyjal,479,druid,restoration,12,5,7
blackrock,479,druid,restoration,13,5,8
emerald-dream,479,druid,restoration,16,6,10
silvermoon,478,druid,restoration,6,5,1
eredar,477,druid,restoration,12,5,7
spinebreaker,477,druid,restoration,12,5,7
aggramar,477,druid,restoration,12,5,7
doomhammer,476,druid,restoration,12,5,7
malganis,475,druid,restoration,12,5,7
ysondre,463,druid,restoration,17,5,12
eredar,453,druid,restoration,31,10,21
sylvanas,447,druid,restoration,10,5,5
draenor,447,druid,restoration,11,5,6
gilneas,426,druid,restoration,21,6,15
garona,425,druid,restoration,16,7,9
dun-modr,400,druid,restoration,13,5,8
twisting-nether,393,druid,restoration,28,6,22
ravencrest,384,druid,restoration,6,4,2
ravencrest,384,druid,restoration,6,4,2
tarren-mill,384,druid,restoration,6,4,2
hyjal,384,druid,restoration,6,4,2
howling-fjord,384,druid,restoration,6,4,2
ravencrest,384,druid,restoration,6,4,2
antonidas,384,druid,restoration,6,4,2
archimonde,384,druid,restoration,6,4,2
archimonde,384,druid,restoration,6,4,2
blackrock,384,druid,restoration,6,4,2
argent-dawn,384,druid,restoration,6,4,2
eonar,384,druid,restoration,6,4,2
destromath,384,druid,restoration,6,4,2
chants-éternels,384,druid,restoration,6,4,2
kazzak,384,druid,restoration,6,4,2
ysondre,384,druid,restoration,6,4,2
twisting-nether,384,druid,restoration,6,4,2
silvermoon,384,druid,restoration,6,4,2
the-maelstrom,384,druid,restoration,6,4,2
ravencrest,384,druid,restoration,6,4,2
blackmoore,384,druid,restoration,6,4,2
silvermoon,384,druid,restoration,6,4,2
sanguino,384,druid,restoration,6,4,2
blackmoore,384,druid,restoration,12,4,8
antonidas,384,druid,restoration,12,4,8
aszune,384,druid,restoration,12,4,8
argent-dawn,384,druid,restoration,12,4,8
aegwynn,384,druid,restoration,12,4,8
aszune,384,druid,restoration,12,4,8
blackmoore,384,druid,restoration,12,4,8
draenor,384,druid,restoration,12,4,8
pozzo-delleternità,384,druid,restoration,12,4,8
blackmoore,384,druid,restoration,12,4,8
tarren-mill,384,druid,restoration,12,4,8
kazzak,384,druid,restoration,18,4,14
defias-brotherhood,383,druid,restoration,6,4,2
silvermoon,383,druid,restoration,6,4,2
kargath,383,druid,restoration,6,4,2
deathguard,383,druid,restoration,12,4,8
burning-legion,383,druid,restoration,12,4,8
howling-fjord,383,druid,restoration,24,4,20
nazjatar,382,druid,restoration,12,4,8
ravencrest,382,druid,restoration,12,4,8
soulflayer,382,druid,restoration,12,4,8
ravencrest,381,druid,restoration,12,4,8
outland,379,druid,restoration,12,4,8
doomhammer,379,druid,restoration,12,4,8
silvermoon,377,druid,restoration,18,4,14
silvermoon,351,druid,restoration,11,4,7
ysera,351,druid,restoration,11,4,7
stormreaver,288,druid,restoration,6,3,3
tarren-mill,288,druid,restoration,6,3,3
shattrath,288,druid,restoration,6,3,3
blackmoore,288,druid,restoration,6,3,3
stormscale,288,druid,restoration,6,3,3
frostmane,288,druid,restoration,6,3,3
blackrock,288,druid,restoration,6,3,3
ravencrest,288,druid,restoration,6,3,3
frostmane,288,druid,restoration,6,3,3
blackmoore,288,druid,restoration,6,3,3
tarren-mill,288,druid,restoration,6,3,3
blackrock,288,druid,restoration,6,3,3
tarren-mill,288,druid,restoration,6,3,3
draenor,288,druid,restoration,6,3,3
nazjatar,288,druid,restoration,6,3,3
ravencrest,288,druid,restoration,6,3,3
ravencrest,288,druid,restoration,6,3,3
ravencrest,288,druid,restoration,6,3,3
ysondre,288,druid,restoration,6,3,3
tarren-mill,288,druid,restoration,6,3,3
howling-fjord,288,druid,restoration,6,3,3
silvermoon,288,druid,restoration,6,3,3
tarren-mill,288,druid,restoration,6,3,3
outland,288,druid,restoration,6,3,3
defias-brotherhood,288,druid,restoration,6,3,3
outland,288,druid,restoration,6,3,3
neptulon,288,druid,restoration,6,3,3
ravencrest,288,druid,restoration,6,3,3
outland,288,druid,restoration,6,3,3
sylvanas,288,druid,restoration,6,3,3
sylvanas,288,druid,restoration,6,3,3
ragnaros,288,druid,restoration,6,3,3
los-errantes,288,druid,restoration,6,3,3
gordunni,288,druid,restoration,6,3,3
soulflayer,288,druid,restoration,6,3,3
soulflayer,288,druid,restoration,6,3,3
twisting-nether,288,druid,restoration,6,3,3
sanguino,288,druid,restoration,7,3,4
archimonde,288,druid,restoration,9,3,6
burning-legion,288,druid,restoration,11,3,8
kazzak,288,druid,restoration,12,3,9
razuvious,288,druid,restoration,12,3,9
darkmoon-faire,288,druid,restoration,12,3,9
ravencrest,288,druid,restoration,12,3,9
hyjal,288,druid,restoration,12,3,9
blackscar,288,druid,restoration,12,3,9
die-nachtwache,288,druid,restoration,12,3,9
stormscale,288,druid,restoration,12,3,9
pozzo-delleternità,288,druid,restoration,12,3,9
blackrock,288,druid,restoration,18,3,15
archimonde,287,druid,restoration,6,3,3
eredar,287,druid,restoration,6,3,3
outland,287,druid,restoration,6,3,3
twisting-nether,287,druid,restoration,6,3,3
amanthul,286,druid,restoration,6,3,3
twisting-nether,286,druid,restoration,6,3,3
antonidas,285,druid,restoration,12,3,9
khaz-modan,283,druid,restoration,36,3,33
ravencrest,256,druid,restoration,16,3,13
twisting-nether,255,druid,restoration,11,3,8
pozzo-delleternità,240,druid,restoration,7,4,3
ragnaros,239,druid,restoration,5,3,2
chamber-of-aspects,239,druid,restoration,5,3,2
ragnaros,239,druid,restoration,5,3,2
blackrock,192,druid,restoration,4,3,1
blackmoore,192,druid,restoration,6,2,4
archimonde,192,druid,restoration,6,2,4
kazzak,192,druid,restoration,6,2,4
kazzak,192,druid,restoration,6,2,4
aegwynn,192,druid,restoration,6,2,4
kazzak,192,druid,restoration,6,2,4
argent-dawn,192,druid,restoration,6,2,4
archimonde,192,druid,restoration,6,2,4
quelthalas,192,druid,restoration,6,2,4
twisting-nether,192,druid,restoration,6,2,4
ravencrest,192,druid,restoration,6,2,4
silvermoon,192,druid,restoration,6,2,4
arthas,192,druid,restoration,6,2,4
thrall,192,druid,restoration,6,2,4
gordunni,192,druid,restoration,6,2,4
burning-legion,192,druid,restoration,6,2,4
blackmoore,192,druid,restoration,6,2,4
silvermoon,192,druid,restoration,6,2,4
malganis,192,druid,restoration,6,2,4
frostwolf,192,druid,restoration,6,2,4
twilights-hammer,192,druid,restoration,12,2,10
blackmoore,192,druid,restoration,12,2,10
deathguard,192,druid,restoration,12,2,10
silvermoon,191,druid,restoration,6,2,4
eversong,191,druid,restoration,6,2,4
stormscale,168,druid,restoration,11,4,7
frostwhisper,138,druid,restoration,6,3,3
sylvanas,111,druid,restoration,13,2,11
twisting-nether,96,druid,restoration,6,1,5
sylvanas,96,druid,restoration,6,1,5
gordunni,96,druid,restoration,6,1,5
draenor,96,druid,restoration,6,1,5
dun-modr,96,druid,restoration,6,1,5
sylvanas,96,druid,restoration,6,1,5
silvermoon,96,druid,restoration,6,1,5
magtheridon,96,druid,restoration,6,1,5
dalaran,96,druid,restoration,6,1,5
argent-dawn,96,druid,restoration,6,1,5
twisting-nether,96,druid,restoration,6,1,5
quelthalas,96,druid,restoration,6,1,5
tarren-mill,96,druid,restoration,6,1,5
gordunni,96,druid,restoration,6,1,5
darksorrow,96,druid,restoration,6,1,5
aggramar,96,druid,restoration,6,1,5
blackmoore,96,druid,restoration,6,1,5
blackrock,96,druid,restoration,6,1,5
blackmoore,96,druid,restoration,6,1,5
twisting-nether,96,druid,restoration,6,1,5
blackmoore,96,druid,restoration,6,1,5
stormscale,96,druid,restoration,6,1,5
drakthul,96,druid,restoration,6,1,5
azshara,96,druid,restoration,6,1,5
archimonde,96,druid,restoration,12,1,11
ravencrest,95,druid,restoration,6,1,5
stormscale,79,druid,restoration,5,1,4
deathweaver,64,druid,restoration,10,1,9
kaelthas,63,druid,restoration,2,2,0
auchindoun,48,druid,restoration,3,1,2
draenor,42,druid,restoration,10,3,7
the-maelstrom,42,druid,restoration,9,2,7
sylvanas,42,druid,restoration,11,2,9
argent-dawn,1585,druid,guardian,42,18,24
stormscale,1215,druid,guardian,80,40,40
blackhand,857,druid,guardian,18,9,9
ysondre,719,druid,guardian,11,8,3
goldrinn,573,druid,guardian,12,6,6
kargath,572,druid,guardian,12,6,6
argent-dawn,479,druid,guardian,12,5,7
sylvanas,474,druid,guardian,12,5,7
tarren-mill,393,druid,guardian,17,6,11
argent-dawn,384,druid,guardian,12,4,8
hyjal,192,druid,guardian,6,2,4
ravencrest,2224,druid,feral,86,45,41
outland,2094,druid,feral,59,35,24
ravencrest,2063,druid,feral,101,56,45
ravencrest,2053,druid,feral,78,37,41
ravencrest,2039,druid,feral,120,62,58
tarren-mill,1999,druid,feral,60,31,29
aegwynn,1963,druid,feral,60,35,25
silvermoon,1954,druid,feral,66,41,25
argent-dawn,1952,druid,feral,42,24,18
ravencrest,1952,druid,feral,60,33,27
argent-dawn,1896,druid,feral,36,20,16
gordunni,1884,druid,feral,60,32,28
ravencrest,1860,druid,feral,123,59,64
ravencrest,1852,druid,feral,48,23,25
stormscale,1851,druid,feral,144,74,70
blackrock,1849,druid,feral,54,27,27
antonidas,1846,druid,feral,72,33,39
ravencrest,1830,druid,feral,36,23,13
gordunni,1822,druid,feral,48,27,21
dun-modr,1818,druid,feral,60,25,35
argent-dawn,1810,druid,feral,90,54,36
ravencrest,1807,druid,feral,55,31,24
dun-modr,1807,druid,feral,54,25,29
ragnaros,1806,druid,feral,72,40,32
ravencrest,1803,druid,feral,62,26,36
burning-legion,1785,druid,feral,48,28,20
silvermoon,1773,druid,feral,144,72,72
gordunni,1762,druid,feral,53,29,24
ravencrest,1755,druid,feral,39,27,12
emerald-dream,1743,druid,feral,69,32,37
ravencrest,1739,druid,feral,52,31,21
stormreaver,1731,druid,feral,36,20,16
outland,1721,druid,feral,48,25,23
gordunni,1721,druid,feral,36,18,18
sylvanas,1720,druid,feral,37,18,19
tarren-mill,1718,druid,feral,36,18,18
outland,1711,druid,feral,48,27,21
silvermoon,1706,druid,feral,48,21,27
argent-dawn,1701,druid,feral,66,27,39
archimonde,1696,druid,feral,36,20,16
ysondre,1694,druid,feral,108,62,46
archimonde,1686,druid,feral,50,26,24
kazzak,1683,druid,feral,65,26,39
ravencrest,1681,druid,feral,38,22,16
proudmoore,1679,druid,feral,53,23,30
gordunni,1673,druid,feral,35,18,17
ravencrest,1668,druid,feral,66,31,35
blackhand,1656,druid,feral,42,21,21
silvermoon,1654,druid,feral,42,22,20
archimonde,1650,druid,feral,48,29,19
ysera,1647,druid,feral,36,21,15
thunderhorn,1647,druid,feral,83,34,49
archimonde,1635,druid,feral,41,24,17
silvermoon,1633,druid,feral,43,20,23
ravencrest,1630,druid,feral,30,17,13
aegwynn,1626,druid,feral,30,17,13
blackscar,1615,druid,feral,60,31,29
thrall,1610,druid,feral,24,17,7
ghostlands,1609,druid,feral,54,34,20
nordrassil,1607,druid,feral,68,35,33
twisting-nether,1603,druid,feral,36,17,19
outland,1603,druid,feral,36,17,19
kazzak,1602,druid,feral,50,22,28
ravencrest,1599,druid,feral,77,28,49
argent-dawn,1567,druid,feral,60,33,27
sargeras,1567,druid,feral,41,17,24
blackmoore,1545,druid,feral,62,27,35
ravencrest,1535,druid,feral,24,16,8
howling-fjord,1535,druid,feral,66,29,37
argent-dawn,1534,druid,feral,57,31,26
sylvanas,1505,druid,feral,48,29,19
ravencrest,1495,druid,feral,60,27,33
gordunni,1493,druid,feral,64,33,31
zuljin,1479,druid,feral,113,56,57
the-maelstrom,1452,druid,feral,43,17,26
amanthul,1426,druid,feral,18,15,3
sylvanas,1425,druid,feral,42,21,21
twilights-hammer,1421,druid,feral,78,34,44
ravencrest,1407,druid,feral,45,25,20
ravencrest,1405,druid,feral,30,17,13
kazzak,1405,druid,feral,42,18,24
archimonde,1399,druid,feral,72,33,39
soulflayer,1396,druid,feral,35,15,20
magtheridon,1379,druid,feral,51,20,31
silvermoon,1368,druid,feral,34,15,19
outland,1367,druid,feral,65,35,30
stormscale,1337,druid,feral,51,22,29
alakir,1336,druid,feral,53,29,24
gordunni,1317,druid,feral,40,15,25
