realm,rating,cls,spec,play,win,lose
blackscar,1549,deathknight,blood,48,25,23
kazzak,1055,deathknight,blood,36,11,25
eredar,252,deathknight,blood,11,3,8
ravencrest,2023,deathknight,unholy,108,51,57
argent-dawn,2021,deathknight,unholy,99,53,46
drakthul,1948,deathknight,unholy,42,26,16
kazzak,1913,deathknight,unholy,54,27,27
tarren-mill,1903,deathknight,unholy,54,24,30
ravencrest,1899,deathknight,unholy,60,30,30
blackscar,1883,deathknight,unholy,60,32,28
die-aldor,1876,deathknight,unholy,66,35,31
soulflayer,1874,deathknight,unholy,66,32,34
burning-legion,1866,deathknight,unholy,108,49,59
argent-dawn,1859,deathknight,unholy,72,34,38
kazzak,1852,deathknight,unholy,60,29,31
gordunni,1851,deathknight,unholy,65,31,34
twisting-nether,1850,deathknight,unholy,48,23,25
doomhammer,1847,deathknight,unholy,57,40,17
sanguino,1836,deathknight,unholy,36,24,12
ysondre,1835,deathknight,unholy,58,30,28
stormreaver,1831,deathknight,unholy,66,30,36
draenor,1827,deathknight,unholy,114,70,44
silvermoon,1827,deathknight,unholy,54,32,22
blackmoore,1819,deathknight,unholy,30,20,10
gordunni,1819,deathknight,unholy,36,19,17
silvermoon,1812,deathknight,unholy,64,40,24
soulflayer,1809,deathknight,unholy,36,28,8
gordunni,1809,deathknight,unholy,57,28,29
ravencrest,1807,deathknight,unholy,78,41,37
gordunni,1805,deathknight,unholy,78,37,41
silvermoon,1789,deathknight,unholy,72,36,36
kazzak,1780,deathknight,unholy,54,27,27
silvermoon,1769,deathknight,unholy,36,19,17
ravencrest,1749,deathknight,unholy,45,24,21
draenor,1732,deathknight,unholy,41,23,18
twisting-nether,1717,deathknight,unholy,65,30,35
tarren-mill,1715,deathknight,unholy,47,24,23
argent-dawn,1713,deathknight,unholy,30,18,12
khaz-modan,1712,deathknight,unholy,54,33,21
blackmoore,1712,deathknight,unholy,148,70,78
hyjal,1698,deathknight,unholy,74,38,36
gordunni,1689,deathknight,unholy,78,46,32
ashenvale,1685,deathknight,unholy,54,27,27
stormscale,1676,deathknight,unholy,102,53,49
blackrock,1662,deathknight,unholy,58,33,25
blackrock,1659,deathknight,unholy,42,22,20
ravencrest,1656,deathknight,unholy,30,18,12
argent-dawn,1656,deathknight,unholy,139,64,75
tarren-mill,1655,deathknight,unholy,48,28,20
outland,1652,deathknight,unholy,71,35,36
argent-dawn,1649,deathknight,unholy,55,31,24
stormscale,1636,deathknight,unholy,48,21,27
draenor,1625,deathknight,unholy,96,42,54
howling-fjord,1618,deathknight,unholy,42,19,23
stormscale,1614,deathknight,unholy,48,17,31
stormscale,1611,deathknight,unholy,72,41,31
soulflayer,1590,deathknight,unholy,42,20,22
ragnaros,1585,deathknight,unholy,48,22,26
silvermoon,1583,deathknight,unholy,55,28,27
chants-éternels,1574,deathknight,unholy,30,18,12
blackscar,1570,deathknight,unholy,36,19,17
blackrock,1566,deathknight,unholy,35,20,15
dentarg,1557,deathknight,unholy,112,58,54
ragnaros,1554,deathknight,unholy,54,21,33
ravencrest,1551,deathknight,unholy,83,40,43
soulflayer,1547,deathknight,unholy,66,22,44
blackscar,1542,deathknight,unholy,86,45,41
blackrock,1535,deathknight,unholy,48,28,20
silvermoon,1533,deathknight,unholy,30,16,14
gordunni,1532,deathknight,unholy,78,38,40
silvermoon,1530,deathknight,unholy,36,16,20
kirin-tor,1526,deathknight,unholy,30,19,11
antonidas,1524,deathknight,unholy,75,36,39
kazzak,1523,deathknight,unholy,41,17,24
ravencrest,1507,deathknight,unholy,54,22,32
nemesis,1504,deathknight,unholy,30,16,14
bladefist,1503,deathknight,unholy,60,22,38
alakir,1502,deathknight,unholy,36,21,15
outland,1501,deathknight,unholy,88,45,43
die-aldor,1493,deathknight,unholy,39,20,19
grom,1490,deathknight,unholy,30,16,14
twisting-nether,1467,deathknight,unholy,36,20,16
zenedar,1467,deathknight,unholy,48,17,31
nozdormu,1456,deathknight,unholy,42,21,21
draenor,1453,deathknight,unholy,69,34,35
norgannon,1450,deathknight,unholy,35,23,12
stormscale,1448,deathknight,unholy,53,28,25
ragnaros,1444,deathknight,unholy,38,20,18
ravencrest,1437,deathknight,unholy,24,15,9
sanguino,1435,deathknight,unholy,24,15,9
kazzak,1435,deathknight,unholy,42,15,27
dun-modr,1428,deathknight,unholy,54,29,25
gordunni,1425,deathknight,unholy,30,15,15
howling-fjord,1424,deathknight,unholy,57,28,29
ragnaros,1422,deathknight,unholy,36,15,21
frostwolf,1421,deathknight,unholy,66,37,29
kragjin,1421,deathknight,unholy,49,22,27
deepholm,1412,deathknight,unholy,36,16,20
ravencrest,1409,deathknight,unholy,52,29,23
tarren-mill,1409,deathknight,unholy,63,31,32
tarren-mill,1396,deathknight,unholy,32,16,16
soulflayer,1386,deathknight,unholy,32,16,16
blackrock,1383,deathknight,unholy,23,15,8
tarren-mill,1372,deathknight,unholy,79,33,46
sylvanas,1372,deathknight,unholy,58,24,34
blackscar,1369,deathknight,unholy,105,45,60
ysondre,1343,deathknight,unholy,30,14,16
sylvanas,1342,deathknight,unholy,18,14,4
soulflayer,1340,deathknight,unholy,36,14,22
archimonde,1335,deathknight,unholy,24,15,9
drakthul,1335,deathknight,unholy,24,14,10
sanguino,1328,deathknight,unholy,30,14,16
draenor,1316,deathknight,unholy,28,15,13
burning-blade,1316,deathknight,unholy,30,14,16
argent-dawn,1315,deathknight,unholy,52,27,25
aegwynn,1312,deathknight,unholy,75,44,31
outland,1299,deathknight,unholy,26,15,11
aggra-português,1298,deathknight,unholy,66,35,31
archimonde,1296,deathknight,unholy,35,14,21
ragnaros,1291,deathknight,unholy,42,21,21
silvermoon,1287,deathknight,unholy,54,23,31
howling-fjord,1286,deathknight,unholy,29,14,15
sanguino,1285,deathknight,unholy,38,16,22
grom,1282,deathknight,unholy,24,14,10
malorne,1278,deathknight,unholy,36,14,22
galakrond,1271,deathknight,unholy,26,14,12
elune,1270,deathknight,unholy,40,19,21
amanthul,1261,deathknight,unholy,24,14,10
hyjal,1261,deathknight,unholy,36,17,19
gordunni,1259,deathknight,unholy,24,18,6
eversong,1245,deathknight,unholy,30,13,17
drakthul,1245,deathknight,unholy,36,13,23
ysondre,1244,deathknight,unholy,42,13,29
tarren-mill,1243,deathknight,unholy,30,13,17
eversong,1242,deathknight,unholy,24,13,11
soulflayer,1242,deathknight,unholy,42,21,21
dun-modr,1239,deathknight,unholy,30,13,17
twisting-nether,1238,deathknight,unholy,29,14,15
lich-king,1234,deathknight,unholy,30,13,17
soulflayer,1230,deathknight,unholy,60,32,28
tarren-mill,1229,deathknight,unholy,24,13,11
twisting-nether,1229,deathknight,unholy,84,38,46
archimonde,1199,deathknight,unholy,84,40,44
dentarg,1195,deathknight,unholy,27,13,14
silvermoon,1192,deathknight,unholy,37,16,21
tarren-mill,1175,deathknight,unholy,45,19,26
quelthalas,1174,deathknight,unholy,67,24,43
ysondre,1151,deathknight,unholy,30,12,18
eredar,1150,deathknight,unholy,30,12,18
dun-morogh,1150,deathknight,unholy,36,14,22
alakir,1149,deathknight,unholy,25,13,12
silvermoon,1149,deathknight,unholy,24,12,12
tarren-mill,1149,deathknight,unholy,30,12,18
grim-batol,1149,deathknight,unholy,36,12,24
ragnaros,1145,deathknight,unholy,18,12,6
argent-dawn,1134,deathknight,unholy,27,15,12
outland,1131,deathknight,unholy,24,12,12
burning-blade,1111,deathknight,unholy,36,18,18
stormscale,1087,deathknight,unholy,22,12,10
kaelthas,1081,deathknight,unholy,58,29,29
deathguard,1055,deathknight,unholy,18,11,7
draenor,1055,deathknight,unholy,30,11,19
drakthul,1054,deathknight,unholy,18,11,7
blackhand,1054,deathknight,unholy,30,11,19
dun-modr,1052,deathknight,unholy,18,11,7
eredar,1051,deathknight,unholy,24,11,13
gordunni,1050,deathknight,unholy,30,11,19
draenor,1046,deathknight,unholy,24,11,13
soulflayer,1035,deathknight,unholy,70,37,33
grim-batol,1026,deathknight,unholy,18,11,7
thrall,1013,deathknight,unholy,27,12,15
stormscale,1007,deathknight,unholy,21,11,10
earthen-ring,1000,deathknight,unholy,23,13,10
blackmoore,999,deathknight,unholy,30,16,14
ravencrest,985,deathknight,unholy,21,12,9
the-maelstrom,980,deathknight,unholy,48,28,20
minahonda,974,deathknight,unholy,35,16,19
gordunni,960,deathknight,unholy,18,10,8
sylvanas,960,deathknight,unholy,18,10,8
archimonde,959,deathknight,unholy,24,10,14
terrordar,959,deathknight,unholy,24,10,14
silvermoon,959,deathknight,unholy,27,11,16
ragnaros,957,deathknight,unholy,18,10,8
draenor,957,deathknight,unholy,18,10,8
kazzak,954,deathknight,unholy,18,10,8
gordunni,909,deathknight,unholy,23,10,13
kazzak,894,deathknight,unholy,20,10,10
deathguard,894,deathknight,unholy,32,10,22
alonsus,864,deathknight,unholy,18,9,9
stormscale,864,deathknight,unholy,18,9,9
grim-batol,864,deathknight,unholy,18,9,9
tarren-mill,864,deathknight,unholy,18,9,9
nemesis,864,deathknight,unholy,24,9,15
twisting-nether,864,deathknight,unholy,30,9,21
ravencrest,863,deathknight,unholy,18,9,9
stormreaver,863,deathknight,unholy,24,9,15
zuljin,862,deathknight,unholy,12,9,3
argent-dawn,860,deathknight,unholy,18,9,9
saurfang,859,deathknight,unholy,22,10,12
kazzak,856,deathknight,unholy,18,9,9
dalaran,850,deathknight,unholy,18,9,9
burning-legion,845,deathknight,unholy,23,9,14
ravencrest,794,deathknight,unholy,26,9,17
arygos,768,deathknight,unholy,12,8,4
ravencrest,768,deathknight,unholy,12,8,4
dun-modr,768,deathknight,unholy,12,8,4
gordunni,768,deathknight,unholy,12,8,4
howling-fjord,768,deathknight,unholy,18,8,10
howling-fjord,768,deathknight,unholy,18,8,10
kazzak,768,deathknight,unholy,18,8,10
borean-tundra,768,deathknight,unholy,18,8,10
blackrock,768,deathknight,unholy,24,8,16
ragnaros,767,deathknight,unholy,24,8,16
dalaran,766,deathknight,unholy,18,8,10
kazzak,766,deathknight,unholy,18,8,10
silvermoon,766,deathknight,unholy,24,8,16
burning-blade,764,deathknight,unholy,18,8,10
hyjal,762,deathknight,unholy,18,8,10
nagrand,726,deathknight,unholy,18,8,10
tarren-mill,719,deathknight,unholy,17,8,9
kazzak,702,deathknight,unholy,28,8,20
archimonde,672,deathknight,unholy,12,7,5
argent-dawn,672,deathknight,unholy,12,7,5
nerathor,672,deathknight,unholy,12,7,5
howling-fjord,672,deathknight,unholy,12,7,5
howling-fjord,672,deathknight,unholy,12,7,5
stormscale,672,deathknight,unholy,18,7,11
gordunni,672,deathknight,unholy,18,7,11
dalaran,672,deathknight,unholy,18,7,11
aegwynn,672,deathknight,unholy,18,7,11
gordunni,672,deathknight,unholy,18,7,11
ravencrest,672,deathknight,unholy,18,7,11
draenor,672,deathknight,unholy,18,7,11
twisting-nether,672,deathknight,unholy,18,7,11
outland,672,deathknight,unholy,18,7,11
onyxia,672,deathknight,unholy,18,7,11
blackmoore,671,deathknight,unholy,12,7,5
gordunni,671,deathknight,unholy,12,7,5
blackrock,671,deathknight,unholy,12,7,5
drakthul,671,deathknight,unholy,12,7,5
ravencrest,671,deathknight,unholy,18,7,11
forscherliga,671,deathknight,unholy,18,7,11
zuljin,671,deathknight,unholy,18,7,11
outland,671,deathknight,unholy,24,7,17
twisting-nether,660,deathknight,unholy,12,7,5
gorgonnash,645,deathknight,unholy,18,7,11
ravencrest,639,deathknight,unholy,17,7,10
thrall,576,deathknight,unholy,12,6,6
blackmoore,576,deathknight,unholy,12,6,6
drakthul,576,deathknight,unholy,12,6,6
ungoro,576,deathknight,unholy,12,6,6
blackrock,576,deathknight,unholy,12,6,6
soulflayer,576,deathknight,unholy,12,6,6
archimonde,576,deathknight,unholy,18,6,12
drakthul,576,deathknight,unholy,18,6,12
kazzak,575,deathknight,unholy,12,6,6
argent-dawn,575,deathknight,unholy,12,6,6
hyjal,575,deathknight,unholy,12,6,6
drakthul,575,deathknight,unholy,12,6,6
thunderhorn,575,deathknight,unholy,12,6,6
medivh,575,deathknight,unholy,12,6,6
neptulon,575,deathknight,unholy,12,6,6
stormscale,572,deathknight,unholy,12,6,6
skullcrusher,570,deathknight,unholy,12,6,6
quelthalas,527,deathknight,unholy,11,6,5
twisting-nether,521,deathknight,unholy,33,7,26
silvermoon,480,deathknight,unholy,6,5,1
exodar,480,deathknight,unholy,6,5,1
thermaplugg,480,deathknight,unholy,6,5,1
draenor,480,deathknight,unholy,6,5,1
twisting-nether,480,deathknight,unholy,6,5,1
ragnaros,480,deathknight,unholy,12,5,7
dun-modr,480,deathknight,unholy,12,5,7
soulflayer,480,deathknight,unholy,12,5,7
sylvanas,480,deathknight,unholy,12,5,7
madmortem,480,deathknight,unholy,12,5,7
stormscale,480,deathknight,unholy,12,5,7
auchindoun,480,deathknight,unholy,12,5,7
blackscar,480,deathknight,unholy,12,5,7
ragnaros,480,deathknight,unholy,12,5,7
ragnaros,480,deathknight,unholy,12,5,7
archimonde,480,deathknight,unholy,12,5,7
ravencrest,480,deathknight,unholy,12,5,7
ragnaros,480,deathknight,unholy,12,5,7
sunstrider,480,deathknight,unholy,12,5,7
bladefist,480,deathknight,unholy,12,5,7
blackrock,480,deathknight,unholy,18,5,13
zuljin,479,deathknight,unholy,12,5,7
dalaran,476,deathknight,unholy,10,6,4
silvermoon,400,deathknight,unholy,7,5,2
deathwing,384,deathknight,unholy,6,4,2
stormscale,384,deathknight,unholy,6,4,2
blackhand,384,deathknight,unholy,6,4,2
ravencrest,384,deathknight,unholy,6,4,2
ravencrest,384,deathknight,unholy,6,4,2
silvermoon,384,deathknight,unholy,6,4,2
hyjal,384,deathknight,unholy,6,4,2
ragnaros,384,deathknight,unholy,6,4,2
draenor,384,deathknight,unholy,6,4,2
stormscale,384,deathknight,unholy,6,4,2
soulflayer,384,deathknight,unholy,6,4,2
blackscar,384,deathknight,unholy,6,4,2
stormscale,384,deathknight,unholy,6,4,2
frostmane,384,deathknight,unholy,6,4,2
argent-dawn,384,deathknight,unholy,6,4,2
howling-fjord,384,deathknight,unholy,6,4,2
draenor,384,deathknight,unholy,6,4,2
xavius,384,deathknight,unholy,8,4,4
blackhand,384,deathknight,unholy,15,5,10
soulflayer,384,deathknight,unholy,12,4,8
gordunni,384,deathknight,unholy,12,4,8
soulflayer,384,deathknight,unholy,12,4,8
azjolnerub,384,deathknight,unholy,12,4,8
draenor,384,deathknight,unholy,12,4,8
tarren-mill,384,deathknight,unholy,12,4,8
ravencrest,384,deathknight,unholy,12,4,8
dun-modr,384,deathknight,unholy,12,4,8
defias-brotherhood,384,deathknight,unholy,12,4,8
argent-dawn,384,deathknight,unholy,18,4,14
blackmoore,383,deathknight,unholy,6,4,2
archimonde,383,deathknight,unholy,6,4,2
silvermoon,383,deathknight,unholy,6,4,2
argent-dawn,383,deathknight,unholy,9,5,4
howling-fjord,383,deathknight,unholy,12,4,8
haomarush,379,deathknight,unholy,12,4,8
soulflayer,367,deathknight,unholy,11,4,7
ravencrest,352,deathknight,unholy,10,4,6
norgannon,341,deathknight,unholy,15,6,9
ravencrest,304,deathknight,unholy,13,4,9
silvermoon,288,deathknight,unholy,6,3,3
grim-batol,288,deathknight,unholy,6,3,3
archimonde,288,deathknight,unholy,6,3,3
blackrock,288,deathknight,unholy,6,3,3
sylvanas,288,deathknight,unholy,6,3,3
archimonde,288,deathknight,unholy,6,3,3
aegwynn,288,deathknight,unholy,6,3,3
aegwynn,288,deathknight,unholy,6,3,3
auchindoun,288,deathknight,unholy,6,3,3
blackmoore,288,deathknight,unholy,6,3,3
silvermoon,288,deathknight,unholy,6,3,3
culte-de-la-rive-noire,288,deathknight,unholy,6,3,3
howling-fjord,288,deathknight,unholy,6,3,3
teldrassil,288,deathknight,unholy,6,3,3
stormscale,288,deathknight,unholy,6,3,3
soulflayer,288,deathknight,unholy,6,3,3
argent-dawn,288,deathknight,unholy,6,3,3
twisting-nether,288,deathknight,unholy,6,3,3
sanguino,288,deathknight,unholy,6,3,3
sanguino,288,deathknight,unholy,6,3,3
kazzak,288,deathknight,unholy,6,3,3
kazzak,288,deathknight,unholy,6,3,3
soulflayer,288,deathknight,unholy,6,3,3
argent-dawn,288,deathknight,unholy,6,3,3
kazzak,288,deathknight,unholy,6,3,3
ghostlands,288,deathknight,unholy,6,3,3
frostwolf,288,deathknight,unholy,6,3,3
agamaggan,288,deathknight,unholy,6,3,3
outland,288,deathknight,unholy,6,3,3
silvermoon,288,deathknight,unholy,12,3,9
argent-dawn,288,deathknight,unholy,12,3,9
outland,288,deathknight,unholy,12,3,9
kazzak,288,deathknight,unholy,12,3,9
shendralar,288,deathknight,unholy,12,3,9
blackmoore,288,deathknight,unholy,12,3,9
the-maelstrom,288,deathknight,unholy,12,3,9
kazzak,288,deathknight,unholy,12,3,9
ravencrest,288,deathknight,unholy,12,3,9
eredar,288,deathknight,unholy,18,3,15
nemesis,287,deathknight,unholy,6,3,3
stormscale,285,deathknight,unholy,12,3,9
blackrock,256,deathknight,unholy,10,3,7
stormscale,239,deathknight,unholy,5,3,2
ulduar,234,deathknight,unholy,8,4,4
argent-dawn,192,deathknight,unholy,6,2,4
ravencrest,192,deathknight,unholy,6,2,4
ravencrest,192,deathknight,unholy,6,2,4
alonsus,192,deathknight,unholy,6,2,4
burning-legion,192,deathknight,unholy,6,2,4
darksorrow,192,deathknight,unholy,6,2,4
stormscale,192,deathknight,unholy,6,2,4
kazzak,192,deathknight,unholy,6,2,4
stormreaver,192,deathknight,unholy,6,2,4
ysondre,192,deathknight,unholy,6,2,4
ravencrest,192,deathknight,unholy,6,2,4
kazzak,192,deathknight,unholy,6,2,4
twisting-nether,192,deathknight,unholy,6,2,4
argent-dawn,192,deathknight,unholy,6,2,4
kazzak,192,deathknight,unholy,6,2,4
twisting-nether,192,deathknight,unholy,6,2,4
soulflayer,192,deathknight,unholy,6,2,4
ragnaros,192,deathknight,unholy,6,2,4
howling-fjord,192,deathknight,unholy,6,2,4
emerald-dream,192,deathknight,unholy,6,2,4
howling-fjord,192,deathknight,unholy,6,2,4
silvermoon,192,deathknight,unholy,6,2,4
khaz-modan,192,deathknight,unholy,6,2,4
defias-brotherhood,192,deathknight,unholy,6,2,4
earthen-ring,192,deathknight,unholy,6,2,4
silvermoon,192,deathknight,unholy,6,2,4
silvermoon,192,deathknight,unholy,6,2,4
ahnqiraj,192,deathknight,unholy,6,2,4
blackmoore,192,deathknight,unholy,6,2,4
argent-dawn,192,deathknight,unholy,6,2,4
blackrock,192,deathknight,unholy,6,2,4
blackrock,192,deathknight,unholy,6,2,4
twisting-nether,192,deathknight,unholy,6,2,4
hyjal,192,deathknight,unholy,6,2,4
blackrock,192,deathknight,unholy,6,2,4
hyjal,192,deathknight,unholy,6,2,4
blackrock,192,deathknight,unholy,6,2,4
blades-edge,192,deathknight,unholy,6,2,4
azuregos,192,deathknight,unholy,6,2,4
tarren-mill,192,deathknight,unholy,6,2,4
blackscar,192,deathknight,unholy,6,2,4
soulflayer,191,deathknight,unholy,4,3,1
blackrock,191,deathknight,unholy,6,2,4
gordunni,191,deathknight,unholy,12,2,10
twisting-nether,144,deathknight,unholy,9,2,7
tarren-mill,138,deathknight,unholy,14,4,10
grim-batol,96,deathknight,unholy,10,3,7
lightnings-blade,96,deathknight,unholy,15,4,11
emerald-dream,96,deathknight,unholy,6,1,5
frostmane,96,deathknight,unholy,6,1,5
shattrath,96,deathknight,unholy,6,1,5
stormreaver,96,deathknight,unholy,6,1,5
garrosh,96,deathknight,unholy,6,1,5
kazzak,96,deathknight,unholy,6,1,5
frostwolf,96,deathknight,unholy,6,1,5
bloodfeather,96,deathknight,unholy,6,1,5
ravencrest,96,deathknight,unholy,6,1,5
howling-fjord,96,deathknight,unholy,6,1,5
soulflayer,96,deathknight,unholy,6,1,5
blackrock,96,deathknight,unholy,6,1,5
tarren-mill,96,deathknight,unholy,6,1,5
das-syndikat,96,deathknight,unholy,6,1,5
tarren-mill,96,deathknight,unholy,6,1,5
stormreaver,96,deathknight,unholy,6,1,5
howling-fjord,96,deathknight,unholy,12,1,11
outland,96,deathknight,unholy,12,1,11
aegwynn,64,deathknight,unholy,4,1,3
tarren-mill,48,deathknight,unholy,3,1,2
stormscale,1999,deathknight,frost,54,33,21
ravencrest,1997,deathknight,frost,60,36,24
gordunni,1929,deathknight,frost,42,26,16
tarren-mill,1865,deathknight,frost,48,25,23
draenor,1851,deathknight,frost,96,45,51
archimonde,1733,deathknight,frost,144,68,76
gordunni,1647,deathknight,frost,42,21,21
argent-dawn,1611,deathknight,frost,50,28,22
outland,1596,deathknight,frost,36,20,16
ravencrest,1585,deathknight,frost,71,35,36
sylvanas,1584,deathknight,frost,88,47,41
uldaman,1574,deathknight,frost,57,29,28
draenor,1556,deathknight,frost,42,23,19
blackmoore,1546,deathknight,frost,109,50,59
frostwolf,1540,deathknight,frost,51,23,28
nemesis,1501,deathknight,frost,42,18,24
soulflayer,1494,deathknight,frost,66,34,32
blackhand,1434,deathknight,frost,30,15,15
tarren-mill,1427,deathknight,frost,33,17,16
ashenvale,1424,deathknight,frost,24,15,9
ashenvale,1422,deathknight,frost,36,15,21
gordunni,1417,deathknight,frost,78,36,42
nemesis,1357,deathknight,frost,66,30,36
aegwynn,1357,deathknight,frost,52,21,31
dentarg,1256,deathknight,frost,54,27,27
drakthul,1245,deathknight,frost,24,13,11
dun-modr,1238,deathknight,frost,87,39,48
norgannon,1214,deathknight,frost,18,13,5
dun-modr,1163,deathknight,frost,38,20,18
silvermoon,1144,deathknight,frost,24,12,12
hyjal,1126,deathknight,frost,36,19,17
amanthul,1125,deathknight,frost,30,15,15
draenor,1114,deathknight,frost,48,18,30
silvermoon,1112,deathknight,frost,54,26,28
gordunni,1076,deathknight,frost,30,12,18
blackrock,1073,deathknight,frost,48,22,26
blackscar,1073,deathknight,frost,43,17,26
kazzak,1056,deathknight,frost,18,11,7
darkspear,1051,deathknight,frost,18,11,7
hyjal,1026,deathknight,frost,24,11,13
thrall,965,deathknight,frost,43,20,23
argent-dawn,959,deathknight,frost,18,10,8
kazzak,955,deathknight,frost,18,10,8
hyjal,954,deathknight,frost,18,10,8
drakthul,951,deathknight,frost,24,10,14
nerathor,924,deathknight,frost,42,21,21
burning-legion,884,deathknight,frost,20,10,10
tyrande,863,deathknight,frost,18,9,9
dun-modr,863,deathknight,frost,24,9,15
argent-dawn,862,deathknight,frost,18,9,9
kazzak,862,deathknight,frost,24,9,15
argent-dawn,860,deathknight,frost,18,9,9
kazzak,859,deathknight,frost,18,9,9
turalyon,855,deathknight,frost,24,11,13
kazzak,839,deathknight,frost,30,13,17
turalyon,830,deathknight,frost,16,10,6
eonar,816,deathknight,frost,44,19,25
the-maelstrom,771,deathknight,frost,20,10,10
ravencrest,768,deathknight,frost,12,8,4
draenor,768,deathknight,frost,18,8,10
hyjal,761,deathknight,frost,12,8,4
bloodfeather,711,deathknight,frost,29,8,21
kazzak,672,deathknight,frost,12,7,5
archimonde,672,deathknight,frost,12,7,5
alleria,672,deathknight,frost,12,7,5
ravencrest,672,deathknight,frost,18,7,11
kazzak,672,deathknight,frost,18,7,11
arthas,672,deathknight,frost,18,7,11
tarren-mill,670,deathknight,frost,12,7,5
gordunni,669,deathknight,frost,15,8,7
nemesis,665,deathknight,frost,18,7,11
the-shatar,646,deathknight,frost,18,7,11
deathguard,576,deathknight,frost,12,6,6
gordunni,576,deathknight,frost,12,6,6
booty-bay,576,deathknight,frost,12,6,6
argent-dawn,576,deathknight,frost,12,6,6
exodar,572,deathknight,frost,12,6,6
blackrock,480,deathknight,frost,6,5,1
mazrigos,480,deathknight,frost,12,5,7
kazzak,480,deathknight,frost,12,5,7
blackhand,479,deathknight,frost,12,5,7
blackmoore,479,deathknight,frost,12,5,7
teldrassil,477,deathknight,frost,6,5,1
hyjal,477,deathknight,frost,12,5,7
ravencrest,429,deathknight,frost,11,5,6
argent-dawn,384,deathknight,frost,6,4,2
draenor,384,deathknight,frost,6,4,2
shadowsong,384,deathknight,frost,15,5,10
blackmoore,384,deathknight,frost,12,4,8
kazzak,384,deathknight,frost,12,4,8
gordunni,384,deathknight,frost,17,4,13
sunstrider,383,deathknight,frost,6,4,2
sylvanas,383,deathknight,frost,6,4,2
soulflayer,383,deathknight,frost,12,4,8
xavius,383,deathknight,frost,12,4,8
gordunni,383,deathknight,frost,12,4,8
marécage-de-zangar,383,deathknight,frost,12,4,8
ravencrest,288,deathknight,frost,6,3,3
ashenvale,288,deathknight,frost,6,3,3
ravencrest,288,deathknight,frost,6,3,3
dalaran,288,deathknight,frost,6,3,3
draenor,288,deathknight,frost,6,3,3
ravencrest,288,deathknight,frost,6,3,3
twisting-nether,288,deathknight,frost,6,3,3
ravencrest,288,deathknight,frost,6,3,3
tarren-mill,288,deathknight,frost,6,3,3
blackmoore,288,deathknight,frost,6,3,3
howling-fjord,288,deathknight,frost,6,3,3
auchindoun,288,deathknight,frost,6,3,3
emeriss,288,deathknight,frost,6,3,3
twisting-nether,288,deathknight,frost,6,3,3
deathguard,288,deathknight,frost,6,3,3
blackscar,288,deathknight,frost,6,3,3
aggra-português,288,deathknight,frost,6,3,3
outland,288,deathknight,frost,8,3,5
kazzak,288,deathknight,frost,12,3,9
silvermoon,288,deathknight,frost,12,3,9
blackmoore,288,deathknight,frost,18,3,15
chogall,285,deathknight,frost,21,3,18
kazzak,284,deathknight,frost,7,5,2
frostmane,192,deathknight,frost,6,2,4
blackrock,192,deathknight,frost,6,2,4
arthas,192,deathknight,frost,6,2,4
die-aldor,192,deathknight,frost,6,2,4
the-maelstrom,192,deathknight,frost,6,2,4
spinebreaker,192,deathknight,frost,6,2,4
ragnaros,192,deathknight,frost,6,2,4
tarren-mill,192,deathknight,frost,6,2,4
draenor,192,deathknight,frost,6,2,4
draenor,192,deathknight,frost,6,2,4
stormscale,192,deathknight,frost,6,2,4
ravencrest,192,deathknight,frost,6,2,4
ravencrest,192,deathknight,frost,6,2,4
twisting-nether,192,deathknight,frost,12,2,10
ravencrest,159,deathknight,frost,5,2,3
argent-dawn,96,deathknight,frost,6,1,5
blackscar,96,deathknight,frost,6,1,5
silvermoon,96,deathknight,frost,6,1,5
archimonde,96,deathknight,frost,6,1,5
silvermoon,96,deathknight,frost,6,1,5
archimonde,96,deathknight,frost,6,1,5
ravencrest,96,deathknight,frost,6,1,5
soulflayer,96,deathknight,frost,6,1,5
ysondre,96,deathknight,frost,6,1,5
silvermoon,96,deathknight,frost,6,1,5
magtheridon,96,deathknight,frost,6,1,5
arathor,42,deathknight,frost,11,2,9
dun-modr,2204,demonhunter,havoc,104,55,49
die-aldor,2178,demonhunter,havoc,81,44,37
sanguino,2116,demonhunter,havoc,108,54,54
kazzak,2064,demonhunter,havoc,67,36,31
ghostlands,2032,demonhunter,havoc,83,39,44
antonidas,2025,demonhunter,havoc,101,53,48
twisting-nether,2001,demonhunter,havoc,92,42,50
outland,1991,demonhunter,havoc,108,57,51
ravencrest,1989,demonhunter,havoc,221,106,115
defias-brotherhood,1978,demonhunter,havoc,72,38,34
kazzak,1968,demonhunter,havoc,90,49,41
sanguino,1960,demonhunter,havoc,78,37,41
malganis,1941,demonhunter,havoc,114,60,54
archimonde,1934,demonhunter,havoc,79,37,42
tarren-mill,1932,demonhunter,havoc,54,31,23
ysondre,1928,demonhunter,havoc,54,28,26
kazzak,1918,demonhunter,havoc,83,45,38
sylvanas,1911,demonhunter,havoc,78,39,39
elune,1910,demonhunter,havoc,42,20,22
twisting-nether,1907,demonhunter,havoc,90,46,44
archimonde,1903,demonhunter,havoc,77,38,39
draenor,1897,demonhunter,havoc,78,40,38
ghostlands,1885,demonhunter,havoc,54,23,31
tarren-mill,1868,demonhunter,havoc,54,36,18
ghostlands,1867,demonhunter,havoc,60,29,31
